"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"bartlvi8820142015","Victor.Bartley","D","NSH",41,20142015,26,"0.600","0.667",0,10,10,0,1.11,1.11,-9,48.07,98.25,0,8.18,13.23,2,-4.43,44.39,48.82,-22,87,109,9.62,12.05,21.67,-7.87,45.02,52.89,-48,217,265,23.99,29.3,53.3,12,-3.7,51.77,-40,499,539,55.18,59.6,114.77,53.91,24,60,72,-2.38,49.55,51.94,-7,387,394,42.79,43.57,86.36,69.51,17,48,-2.81,49.72,52.53,-3,29.74,30.08,269,272,31,49.54,30.96,-9.25,54.14,2.43,2.99,22,27,-5,44.9,0,8.18,5.68,90.07,93.15,40,0,0,57.98,178,133,129,87,42,7,3,31,12,2,9,0,-1,542.63,1993.08,21.4,16.13,16.88,52.58,50.1,57.54,51.89,54.17,53.94
"baunxky9220142015","Kyle.Baun","F","CHI",3,20142015,22,"0.925","0.859",0,0,0,0,0,0,0,52.73,92.31,0,13.74,13.01,3,0.49,41.67,41.18,-2,5,7,7.69,10.76,18.45,-0.66,51.72,52.38,1,15,14,23.06,21.52,44.59,4,-1.39,54.12,3,29,26,44.59,39.97,84.56,44.83,0,0,8,1.22,52.78,51.56,2,19,17,29.21,26.14,55.35,68.42,4,8,-2.17,50,52.17,0,19.99,19.99,13,13,4,50,23.53,-40,40,0,1.54,0,1,-1,0,0,0,0,92.31,94.12,40,0,0,71.43,15,13,6,12,2,0,0,4,0,1,0,0,0,39.02,140.66,21.72,17.76,17.39,51.67,47.88,57.59,53.87,50.96,55.47
"beaglja8520142015","Jay.Beagle","RC","WSH",76,20142015,28,"1.000","0.900",11,14,25,0.65,0.82,1.47,-3,43.6,99.85,10.19,-17.29,13.45,85,-0.33,49.29,49.62,-5,174,179,10.21,10.51,20.72,-5.34,46.98,52.32,-51,397,448,23.3,26.3,49.6,121,-8.88,52.48,-235,800,1035,46.96,60.75,107.71,51.88,24,42,162,-8.45,44.16,52.6,-153,578,731,33.93,42.91,76.84,71.8,30,138,-7.3,44.86,52.17,-95,24.36,29.94,415,510,108,50.72,30.23,-11.48,55.92,2.11,2.64,36,45,-9,44.44,7.97,8.67,6.23,91.18,93.84,58.28,337,235,37.3,254,358,427,98,102,10,4,97,9,35,12,9,-0.18,1022.17,3613.98,22.05,17.36,16.94,49.73,49.72,53.58,54.16,54.11,54.72
"beaucfr8020142015","Francois.Beauchemin","D","ANA",80,20142015,34,"3.500","3.500",11,21,32,0.36,0.68,1.04,-11,50.09,101.15,8.15,-4.75,23.11,14,-2.97,50.93,53.9,12,329,317,10.67,10.29,20.96,-3.41,50.26,53.68,8,767,759,24.89,24.63,49.51,58,-1.77,51.86,6,1752,1746,56.85,56.65,113.5,50.74,74,143,270,-2.79,50.51,53.31,27,1333,1306,43.25,42.38,85.63,66.69,61,196,-2.91,49.92,52.83,-3,28.85,28.94,889,892,135,48.91,31.7,-0.52,53.53,2.86,2.53,88,78,10,53.01,5.61,9.9,6.6,91.26,94.03,42.86,1,0,46.9,590,602,668,140,111,7,14,124,60,21,15,4,-0.36,1849.19,3094.23,37.41,16.83,17.63,50.87,50.09,56.08,54.15,54.96,54.76
"beaulna9220142015","Nathan.Beaulieu","D","MTL",69,20142015,21,"0.925","0.925",1,9,10,0.06,0.5,0.55,1,49.97,101.2,1.54,4.07,15.68,4,5.49,52.23,46.74,16,187,171,10.37,9.49,19.86,1.93,48.77,46.84,-22,436,458,24.18,25.4,49.59,38,1.47,48.51,-1,985,986,54.64,54.69,109.33,55.33,51,74,152,2.41,51.23,48.83,35,728,693,40.38,38.44,78.82,74.86,36,101,4.2,52.56,48.35,53,30.23,27.29,545,492,65,50.1,29,4.45,53.74,1.78,1.28,32,23,9,58.18,0.99,5.87,4.4,95.33,96.68,40,0,0,51.48,313,320,295,55,149,4,5,64,51,11,6,7,0.06,1081.68,3136.03,25.65,16.41,17.01,47.8,49.88,52.79,57.64,53.43,53.68
"beckxta9120142015","Taylor.Beck","RL","NSH",67,20142015,23,"0.550","0.550",8,8,16,0.6,0.6,1.21,4,46.41,98.65,9.52,-22.34,11.87,27,-3.7,49.49,53.19,-2,97,99,7.32,7.47,14.78,-6.19,48.14,54.33,-20,259,279,19.53,21.04,40.57,67,-7.39,53.8,-96,621,717,46.83,54.07,100.9,52.5,34,32,153,-8.5,46.17,54.67,-76,458,534,34.54,40.27,74.81,71.18,35,119,-7.54,46.91,54.45,-43,24.58,27.83,326,369,84,48.54,30.9,-11.86,54.46,1.73,2.34,23,31,-8,42.59,6.72,7.06,5.02,91.6,94.19,43.33,5,5,33.91,196,279,382,75,77,7,1,76,12,16,8,12,0.3,795.61,3299.88,19.43,17.37,17.44,49.99,50.2,52.7,52.72,55.02,54.58
"belesma8820142015","Matt.Beleskey","L","ANA",81,20142015,26,"1.400","1.350",30,11,41,1.49,0.54,2.03,0,56.75,101.43,15.79,8.23,14.95,75,7.49,58.29,50.81,70,246,176,12.19,8.72,20.9,5.11,56.48,51.37,135,588,453,29.13,22.44,51.56,197,7.56,49.19,306,1286,980,63.7,48.54,112.24,49.53,100,33,394,5.72,56.22,50.5,209,945,736,46.81,36.46,83.26,67.41,104,294,4.14,54.87,50.72,113,31.55,25.96,637,524,190,46.53,28.8,8.41,50.14,3.22,2.28,65,46,19,58.56,10.2,10.2,6.88,91.22,93.75,41.46,9,12,56.66,468,429,358,222,93,5,6,160,41,13,12,12,0,1211.33,3810.98,24.12,17.99,17.7,50.5,50.38,55.72,54.61,55.34,54.5
"bellebr8820142015","Brett.Bellemore","D","CAR",49,20142015,26,"0.600","0.600",2,8,10,0.15,0.6,0.75,-4,46.67,99.45,7.69,-10.81,16.29,5,-5.1,45.99,51.09,-22,126,148,9.47,11.12,20.59,-3.37,48.22,51.59,-23,311,334,23.37,25.1,48.47,17,-6.77,53.43,-88,616,704,46.29,52.91,99.2,53.08,14,54,62,-5.01,48.13,53.14,-37,477,514,35.85,38.63,74.48,68.55,22,48,-7.2,47.19,54.38,-39,24.57,27.51,327,366,26,48.01,28.79,-4.55,50,1.88,2.25,25,30,-5,45.45,4.17,7.65,5.24,91.8,94.16,40,0,0,42.97,211,264,280,148,136,5,3,24,28,9,9,5,-0.3,798.38,2189.28,26.72,16.47,17.31,50.76,49.89,55.35,53.68,54.3,54.54
"bellepi8520142015","Pierre-Edouard.Bellemare","CL","PHI",81,20142015,29,"0.600","0.600",6,6,12,0.35,0.35,0.69,9,39.83,97.76,5.31,-13.43,12.84,43,-8.56,41.87,50.42,-54,139,193,8.02,11.14,19.15,-11.7,41.09,52.79,-150,346,496,19.96,28.62,48.58,101,-12.4,52.22,-379,742,1121,42.81,64.68,107.49,54.45,45,61,204,-10.06,41.37,51.43,-232,556,788,32.08,45.46,77.54,72.66,46,159,-8.35,42.71,51.05,-138,23.31,31.27,404,542,113,51.65,31.22,-16.21,51.83,1.5,2.71,26,47,-21,35.62,3.77,6.44,4.68,91.33,94.04,47.12,360,401,40.37,264,314,390,121,126,4,2,107,19,32,4,13,0.52,1039.94,3910.84,21.01,16.44,16.92,47.72,49.61,51.52,56.44,53.43,54.27
"bennebe9120142015","Beau.Bennett","LR","PIT",51,20142015,22,"0.900","0.900",4,8,12,0.39,0.77,1.16,-3,54.81,97.65,4.82,-2.49,12.21,28,3.71,55.68,51.97,20,98,78,9.44,7.51,16.95,2.54,54.17,51.63,43,279,236,26.87,22.73,49.61,80,3.32,51.49,104,593,489,57.12,47.1,104.22,54.3,38,14,150,4.97,55.91,50.95,92,435,343,41.9,33.04,74.94,74.02,29,112,4.66,55.61,50.96,65,31.02,24.75,322,257,83,47.44,25.07,0.59,47.03,1.93,2.12,20,22,-2,47.62,3.57,6.21,4.6,91.44,93.59,36.36,0,2,51.97,185,203,171,68,100,6,2,79,17,9,6,3,-0.29,622.92,2481.59,20.06,17.89,17.11,50.94,50.28,53.79,51.79,54.58,53.98
"bennesa9620142015","Sam.Bennett","C","CGY",12,20142015,18,"0.925","0.925",3,2,5,1.08,0.72,1.8,0,50.84,94.84,14.29,6.45,13.89,17,4.93,51.56,46.63,2,33,31,11.88,11.16,23.03,6.32,51.33,45.01,4,77,73,27.71,26.27,53.99,28,7.31,43.53,5,151,146,54.35,52.55,106.89,49.67,10,0,39,5.42,50.48,45.06,2,105,103,37.79,37.07,74.86,71.43,8,29,5.91,49.67,43.76,-1,26.99,27.35,75,76,21,47.95,26.21,-6.5,44,2.16,3.6,6,10,-4,37.5,10.34,8,5.71,86.84,90.29,40.48,9,13,53.77,57,45,49,15,21,1,1,18,3,9,4,4,0,166.71,559.62,22.95,18.1,16.95,44.88,50.71,50.25,61.71,55.32,53.77
"bennxja8920142015","Jamie.Benn","L","DAL",82,20142015,25,"5.250","5.250",35,52,87,1.27,1.88,3.15,8,57.5,100.67,13.83,16.01,20.23,142,7.15,57.18,50.04,102,406,304,14.68,10.99,25.67,7.44,57.69,50.25,271,1017,746,36.78,26.98,63.75,294,8.36,49.15,506,1939,1433,70.12,51.82,121.94,50.49,110,50,466,6.91,56.49,49.58,327,1423,1096,51.46,39.63,91.09,68.8,103,356,6.88,55.5,48.61,194,35.4,28.39,979,785,253,45.22,28.38,11.66,45.21,4.34,3.29,120,91,29,56.87,9.83,12.26,8.43,88.41,91.7,51.34,298,278,61.65,839,620,522,120,101,32,20,218,50,76,21,29,0.29,1659.22,3308.08,33.4,18.47,17.88,51.85,50.37,60.54,56.22,54.81,54.01
"bennxjo8720142015","Jordie.Benn","D","DAL",73,20142015,27,"0.650","0.700",2,14,16,0.09,0.64,0.73,-13,50.51,97.88,2.86,-6.48,18.06,9,1.12,52.91,51.79,30,273,243,12.42,11.06,23.48,-3.2,50.24,53.44,6,623,617,28.35,28.07,56.42,39,-1.66,52.17,25,1245,1220,56.65,55.51,112.16,48.92,63,121,185,-1.21,50.78,51.99,28,910,882,41.41,40.13,81.54,66.92,52,122,-2.75,48.88,51.63,-28,27.71,28.98,609,637,70,47.79,27.78,-8.3,51.85,2.46,3.19,54,70,-16,43.55,1.64,8.87,5.93,89.01,92.06,38.1,0,1,46.87,412,445,467,92,143,7,7,68,44,16,19,6,-0.59,1318.67,3102.96,29.82,16.35,17.32,51.56,50.33,59.43,55.83,54.54,53.82
"benoian8420142015","Andre.Benoit","D","BUF",59,20142015,30,"0.800","0.800",1,8,9,0.06,0.45,0.51,-7,37.51,98.61,2.22,1.92,18.12,8,-5.93,39.25,45.18,-92,168,260,9.43,14.59,24.02,-1.14,38.15,39.29,-228,367,595,20.6,33.39,53.99,30,-0.86,38.37,-503,755,1258,42.37,70.6,112.98,53.91,37,98,106,-2.64,37.51,40.15,-371,557,928,31.26,52.08,83.35,73.07,24,69,-3.2,38.22,41.42,-251,22.84,36.93,407,658,45,47.69,29.09,-2.94,37.05,1.63,3.14,29,56,-27,34.12,1.45,7.13,5.21,91.49,93.97,40,0,0,42.22,285,350,390,38,66,3,5,44,20,10,11,4,-0.39,1069.05,2512.97,29.84,16.6,17.18,41.18,50.2,43.89,62.68,54.28,53.85
"bergepa8520142015","Patrice.Bergeron","C","BOS",81,20142015,29,"8.750","6.875",23,32,55,0.92,1.28,2.2,-5,60.73,97.37,9.83,-5.62,18.53,113,13.54,62.27,48.73,136,345,209,13.79,8.35,22.14,14.12,61.42,47.3,325,874,549,34.94,21.94,56.88,279,12.63,48.1,622,1760,1138,70.35,45.49,115.84,52.9,104,60,428,13.05,60.08,47.03,436,1299,863,51.92,34.5,86.42,71.67,90,324,13.53,60.1,46.57,313,37.21,24.7,931,618,234,45.69,28.39,4.4,49.03,3.12,2.72,78,68,10,53.42,7.1,8.38,6,89,92.12,60.02,1175,776,47.18,685,559,767,57,98,22,10,211,29,48,21,16,-0.2,1501.04,3455.32,30.29,18.2,17.93,54.03,50.18,59.21,50.37,54.96,54.55
"bergese8420142015","Sean.Bergenheim","L","FLA/MIN",59,20142015,30,"2.750","2.750",9,10,19,0.71,0.79,1.5,-3,53.63,97.68,8.26,-0.23,12.9,57,1.87,52.67,50.8,13,128,115,10.09,9.06,19.15,5.48,55.42,49.93,61,312,251,24.59,19.78,44.38,107,3.77,49.86,94,695,601,54.78,47.37,102.15,57.27,34,13,192,4.24,53.87,49.63,78,543,465,42.8,36.65,79.45,73.3,49,158,3.46,53.78,50.32,56,31.37,26.96,398,342,109,43.09,26.45,-4.81,51.48,2.21,2.52,28,32,-4,46.67,5.7,7.04,5.16,90.64,93.12,38.46,2,4,51.57,247,270,232,77,71,6,4,100,10,39,13,10,-0.24,761.23,2830.45,21.19,17.78,17.35,50.66,49.08,54.07,52.66,52.59,54.57
"berglpa8820142015","Patrik.Berglund","C","STL",83,20142015,26,"3.700","3.700",14,17,31,0.71,0.86,1.57,-4,54.13,97.23,8.97,-2.32,14.31,56,0.69,53.81,53.12,29,205,176,10.35,8.89,19.25,1.1,53.23,52.13,62,511,449,25.81,22.68,48.49,149,2.64,51.49,169,1108,939,55.97,47.43,103.4,53.25,42,28,253,2.54,55.19,52.65,160,850,690,42.94,34.85,77.79,69.41,55,211,2.37,55.09,52.72,109,29.8,24.3,590,481,156,48.78,30.29,-8.16,55.52,2.27,2.53,45,50,-5,47.37,6.64,7.63,5.29,89.6,92.75,47.77,163,175,48.05,370,392,400,109,69,9,8,142,14,38,13,9,-0.2,1187.83,3853.48,23.56,17.77,17.3,51.44,50.03,54.48,51.43,54.4,54.34
"bernist8520142015","Steve.Bernier","R","N.J",67,20142015,29,"0.600","0.600",16,16,32,1.09,1.09,2.19,11,51.19,103.58,14.95,14.74,13.1,76,11.49,54.3,42.82,26,164,138,11.21,9.44,20.65,9.07,53.33,44.26,48,384,336,26.26,22.97,49.23,116,7.32,43.87,35,751,716,51.35,48.96,100.31,52.33,28,47,160,7.78,51.25,43.46,27,555,528,37.95,36.1,74.05,70.81,25,132,8.25,50.78,42.52,12,26.87,26.05,393,381,107,46.79,27.84,19.46,40.54,3.08,2.05,45,30,15,60,12.12,11.45,8.11,92.13,94.32,40.91,1,1,57.25,308,282,230,123,91,10,6,91,14,17,2,13,0.75,877.48,3194.84,21.55,17.6,17.17,48.33,49.65,46.77,50,54.03,54.78
"bickebr8620142015","Bryan.Bickell","L","CHI",98,20142015,28,"4.000","4.000",14,19,33,0.68,0.93,1.61,-1,54.09,101.6,10.69,21.78,12.54,51,-1.34,48.99,50.33,-9,218,227,10.65,11.09,21.73,-0.32,52.3,52.62,51,580,529,28.33,25.84,54.17,123,0.49,53.59,190,1257,1067,61.39,52.11,113.51,53.06,59,20,238,0.29,52.52,52.23,86,896,810,43.76,39.56,83.32,74.44,48,179,1.13,52.77,51.64,70,32.58,29.16,667,597,131,44.05,26.3,5.11,53.32,2.54,1.81,52,37,15,58.43,7.82,7.8,5.8,93.8,95.43,36.36,0,2,72.23,502,376,193,308,164,10,9,117,26,32,20,19,-0.05,1228.45,4867.23,20.15,17.7,16.89,52.82,50.03,59.01,52.71,54.05,53.98
"bickest8620142015","Stu.Bickel","RD","MIN",9,20142015,27,"0.600","0.600",0,1,1,0,1.18,1.18,-3,36.71,105.26,0,-3.43,5.64,1,-5.2,46.67,51.87,-1,7,8,8.27,9.45,17.72,-7.61,40,47.61,-7,14,21,16.54,24.8,41.34,2,-9.53,46.24,-21,29,50,34.25,59.06,93.31,65.52,1,9,5,-6.03,41.82,47.84,-9,23,32,27.17,37.8,64.96,82.61,1,4,3.51,50,46.49,0,22.44,22.44,19,19,3,62,40.62,25.49,41.18,2.36,1.18,2,1,1,66.67,0,10.53,8.7,94.74,96.88,40,0,0,48.28,14,14,15,10,7,1,0,3,2,1,3,0,-3.54,50.8,498.3,9.25,14.69,16.45,50.52,49.48,52.18,51.11,53.32,54.43
"biegaal8820142015","Alex.Biega","D","VAN",7,20142015,26,"0.600","0.600",1,0,1,0.51,0,0.51,0,42.78,100,14.29,9.72,16.73,0,-16.3,25,41.3,-22,11,33,5.64,16.91,22.54,-7.09,36.84,43.93,-25,35,60,17.93,30.74,48.68,3,-3.23,46.01,-26,77,103,39.45,52.78,92.23,58.44,5,8,19,-3.9,43.06,46.96,-20,62,82,31.77,42.02,73.78,72.58,7,14,-6.4,41.67,48.06,-18,23.06,32.28,45,63,7,38.83,23.17,-12.88,54.55,2.56,3.59,5,7,-2,41.67,7.14,11.11,8.06,88.89,91.46,40,0,0,50.63,40,37,39,34,7,0,0,6,3,1,0,0,0,117.1,311.92,27.29,16.26,17.17,49.12,48.7,52.46,54.34,51.85,54.61
"biegada9120142015","Danny.Biega","D","CAR",10,20142015,22,"0.755","0.755",0,2,2,0,0.73,0.73,2,56.34,91.6,0,6.41,16.55,1,2.22,53.57,51.35,4,30,26,10.88,9.43,20.31,-5.97,50.75,56.71,2,68,66,24.66,23.93,48.59,2,-0.89,57.23,36,160,124,58.01,44.96,102.98,55,11,7,25,0.23,55.91,55.68,26,123,97,44.6,35.17,79.77,71.54,7,14,-0.9,55.35,56.25,17,31.91,25.74,88,71,7,42.74,26.8,-9.52,42.86,1.81,3.63,5,10,-5,33.33,0,5.68,4.07,85.92,89.69,40,0,0,57.84,59,51,43,27,24,0,2,7,7,1,0,2,0.73,165.47,448.52,26.95,15.85,16.95,51.67,49.23,56.74,53.06,52.97,54.64
"biekske8120142015","Kevin.Bieksa","D","VAN",66,20142015,33,"4.000","4.600",4,10,14,0.18,0.44,0.62,-18,47.65,99.89,3.85,-0.16,20.59,25,-5.01,48.56,53.56,-17,286,303,12.63,13.38,26,-3.59,46.48,50.06,-92,607,699,26.8,30.86,57.65,66,-3.54,51.18,-121,1226,1347,54.12,59.46,113.59,55.3,73,99,218,-4.55,47.68,52.22,-89,913,1002,40.3,44.23,84.54,74.26,41,145,-4.76,47.92,52.67,-59,29.93,32.53,678,737,104,45.29,26.45,-7.36,54.98,2.65,2.91,60,66,-6,47.62,2.76,8.85,6.57,91.04,93.41,40,0,0,48.93,390,377,407,115,91,4,6,100,68,22,24,6,-0.79,1359.16,2636.13,34.02,16.26,17.4,50.25,49.6,54.83,54.27,54.18,55.04
"bitetan9020142015","Anthony.Bitetto","D","NSH",7,20142015,24,"0.605","0.605",0,0,0,0,0,0,0,47.33,97.44,0,15.08,11.65,0,0.89,45.16,44.27,-3,14,17,10.3,12.5,22.8,1.35,52.75,51.39,5,48,43,35.3,31.62,66.93,3,-6.21,53.54,-8,71,79,52.22,58.1,110.32,54.93,3,3,7,-7.42,46.96,54.38,-7,54,61,39.71,44.86,84.58,72.22,2,4,-3.39,50,53.39,0,28.68,28.68,39,39,2,50.63,36.07,-22.92,56.25,0.74,1.47,1,2,-1,33.33,0,2.56,1.85,94.87,96.72,42.86,1,0,60.87,28,19,18,9,8,0,0,2,3,1,1,1,0,81.58,347.64,19.01,16.4,16.76,52.23,49.99,57.44,52.54,52.42,52.45
"bjugsni9220142015","Nick.Bjugstad","C","FLA",72,20142015,22,"0.900","0.900",24,19,43,1.19,0.94,2.14,0,55.1,97.77,11.59,12.78,16.78,73,7.22,55.42,48.21,45,230,185,11.42,9.19,20.61,5.91,54.91,49,96,537,441,26.67,21.9,48.57,176,6.25,48.85,220,1188,968,59,48.07,107.07,58.92,54,29,325,7.13,55.52,48.38,183,921,738,45.74,36.65,82.39,76,64,271,8.41,56.91,48.5,170,34.76,26.32,700,530,207,45.25,28.18,4.99,45.9,2.83,2.73,57,55,2,50.89,8.86,8.14,6.19,89.62,92.55,48.72,486,508,59.46,506,393,345,148,83,8,11,183,28,23,17,17,0,1208.17,3205.66,27.37,17.93,17.57,51.28,49.68,54.59,51.86,54.09,54.79
"blackje9120142015","Jesse.Blacker","D","ANA",1,20142015,23,"0.550","0.550",0,0,0,0,0,0,0,15.38,71.43,NA,22.41,6.89,0,-40,0,40,-3,0,3,0,26.12,26.12,-35.9,0,35.9,-5,0,5,0,43.53,43.53,0,-22.99,38.37,-9,2,11,17.41,95.77,113.18,100,0,1,0,-21.54,18.18,39.73,-7,2,9,17.41,78.36,95.77,100,0,0,-19.29,22.22,41.51,-5,17.41,60.94,2,7,0,36.36,22.22,-33.33,33.33,0,17.41,0,2,-2,0,NA,0,0,71.43,77.78,40,0,0,50,1,1,1,1,0,0,0,0,0,0,0,0,0,6.89,52.8,11.55,16.43,17.19,50.65,52.42,55.66,54.24,57.11,51.84
"blumxjo8920142015","Jonathon.Blum","D","MIN",4,20142015,25,"0.675","0.675",0,1,1,0,1.62,1.62,-1,50.82,86.51,0,-13.53,9.27,0,-17.01,43.75,60.76,-2,7,9,11.33,14.56,25.89,-5.51,53.12,58.64,2,17,15,27.51,24.27,51.78,0,-7.84,58.66,1,31,30,50.16,48.54,98.7,58.06,0,2,4,-9.62,50,59.62,0,24,24,38.83,38.83,77.66,75,1,4,-16.16,46.15,62.31,-3,29.12,33.98,18,21,3,30,12.5,-38.82,58.82,1.62,6.47,1,4,-3,20,0,5.56,4.17,80.95,83.33,40,0,0,52.38,11,13,10,1,0,1,0,3,1,0,1,0,-1.62,37.08,202.58,15.47,15.58,16.91,50.18,48.51,52.82,52.44,51.5,54.67
"blundmi8620142015","Mike.Blunden","RL","T.B",2,20142015,27,"0.600","0.600",0,0,0,0,0,0,-1,44.44,87.5,NA,-10,10.2,0,-19.83,25,44.83,-2,1,3,2.94,8.82,11.76,-22.9,28.57,51.47,-3,2,5,5.88,14.71,20.59,0,-13.45,57.89,-3,12,15,35.29,44.12,79.41,41.67,1,0,1,-10.78,42.86,53.64,-3,9,12,26.47,35.29,61.76,55.56,0,0,-11.54,38.46,50,-3,14.71,23.53,5,8,0,46.67,33.33,-36.36,36.36,0,2.94,0,1,-1,0,NA,0,0,87.5,91.67,40,0,0,50,4,9,4,7,3,0,0,0,0,0,1,0,-2.94,20.4,102.42,16.61,16.83,16.06,49.91,46.52,51.54,51.72,48.23,55.45
"bodietr8520142015","Troy.Bodie","R","TOR",5,20142015,29,"0.600","0.600",0,0,0,0,0,0,0,50,100,0,6.6,4.77,0,6.62,55.56,48.94,1,5,4,12.57,10.06,22.63,19.92,66.67,46.75,6,12,6,30.17,15.08,45.25,0,2.4,47.6,0,24,24,60.34,60.34,120.67,45.83,1,0,2,-1.73,44.44,46.17,-4,16,20,40.22,50.28,90.5,68.75,0,1,1.81,50,48.19,0,27.65,27.65,11,11,1,54.17,45,NA,30,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,57.14,8,5,6,4,5,0,0,1,0,0,0,0,0,23.87,275.98,7.96,15.68,16.51,45.57,50.38,49.56,59.19,54.34,53.52
"boedkmi8920142015","Mikkel.Boedker","RL","ARI",45,20142015,24,"2.800","2.550",14,14,28,1.07,1.07,2.15,10,55.04,99.89,17.72,25.96,17.38,38,7.72,50.18,42.46,1,140,139,10.74,10.66,21.4,8.94,52.93,43.99,40,361,321,27.69,24.62,52.32,89,9.09,45.95,149,814,665,62.44,51.01,113.46,52.33,43,9,150,7.53,53.28,45.75,72,585,513,44.88,39.35,84.23,72.82,28,107,9.07,54.13,45.06,65,32.68,27.69,426,361,79,45.71,29.63,19.14,34.71,3.22,2.76,42,36,6,53.85,13.08,9.86,7.18,90.03,92.98,36.36,0,2,68.18,420,254,196,66,55,6,8,65,14,24,2,12,0.77,782.13,1962.56,28.5,18.67,17.62,49.05,50.05,53.03,55.08,54.54,54.42
"bogosza9020142015","Zach.Bogosian","D","BUF/WPG",62,20142015,24,"4.000","5.143",3,17,20,0.12,0.7,0.82,-17,46.29,99.1,2.4,0.04,23.48,16,-6.45,45.18,51.63,-48,225,273,9.27,11.25,20.53,-3.58,45.24,48.82,-123,585,708,24.11,29.18,53.3,74,-2.44,48.73,-194,1211,1405,49.92,57.91,107.83,55.99,82,90,247,-2.62,45.78,48.4,-166,900,1066,37.1,43.94,81.04,75.33,40,165,-1.7,46.37,48.07,-106,27.95,32.32,678,784,125,44.2,26.45,-5.38,48.97,2.1,2.72,51,66,-15,43.59,1.82,7.52,5.67,91.58,93.81,40,0,0,46.74,480,489,547,189,62,6,11,122,38,14,28,11,-0.7,1455.67,2331.04,38.44,17.1,17.51,46.89,50.25,51.27,58.07,54.62,54.09
"boldual8520142015","Alexandre.Bolduc","CL","ARI",3,20142015,29,"0.600","0.600",0,0,0,0,0,0,-1,38.1,95.24,0,-0.36,10.86,1,-22.9,28.57,51.47,-3,2,5,3.68,9.21,12.89,-24.55,23.33,47.89,-16,7,23,12.89,42.35,55.24,1,-10.69,48.78,-15,24,39,44.19,71.82,116.01,45.83,0,1,3,-13.43,34.88,48.31,-13,15,28,27.62,51.56,79.18,73.33,0,3,-11.08,34.38,45.45,-10,20.26,38.67,11,21,3,46.15,25,-44.44,44.44,0,1.84,0,1,-1,0,0,0,0,95.24,96.43,46.15,10,9,37.5,9,6,15,17,2,0,0,3,0,0,1,0,-1.84,32.58,157.18,17.17,18,17.49,49.82,52.4,54.56,54.96,55.98,50.84
"bollada8620142015","Dave.Bolland","C","FLA",53,20142015,28,"5.500","5.500",6,17,23,0.42,1.18,1.59,-16,47.72,100.61,7.89,-12.92,16.36,28,-7.54,43.64,51.18,-35,120,155,8.3,10.72,19.03,-3.99,48.37,52.36,-21,311,332,21.52,22.97,44.49,59,-4.4,52.12,-68,713,781,49.33,54.03,103.36,56.52,22,21,128,-3.77,47.8,51.57,-51,553,604,38.26,41.79,80.05,72.88,30,106,-4.52,47.81,52.32,-37,27.88,30.44,403,440,76,43.66,27.15,1.84,47.54,2.77,2.84,40,41,-1,49.38,5.66,9.93,7.23,90.68,93.21,44.37,414,517,41.93,291,308,403,88,40,11,6,70,10,26,23,7,-1.11,867.23,2362.43,26.85,17.61,17.42,51.79,49.65,54.74,50.95,53.82,54.58
"bollibr8720142015","Brandon.Bollig","L","CGY",73,20142015,27,"1.150","1.250",3,4,7,0.3,0.4,0.7,-7,43.43,97.15,3.66,-8.13,8.25,22,-10.63,38.33,48.97,-42,69,111,6.87,11.06,17.93,-5.8,41.96,47.75,-79,206,285,20.52,28.39,48.91,63,-3.28,46.7,-142,469,611,46.72,60.86,107.58,52.24,34,26,142,-1.88,45.73,47.61,-63,337,400,33.57,39.85,73.42,72.7,26,108,-1.56,46.49,48.05,-37,24.41,28.09,245,282,82,53.85,29.5,-16.93,53.04,1.29,2.29,13,23,-10,36.11,2.78,5.31,3.86,91.84,94.25,44,3,2,40.25,128,211,190,157,61,1,3,79,18,17,13,6,-0.7,602.33,3835.78,13.57,16.49,16.69,45.19,49.78,49.44,59.98,53.52,54
