Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Richard Panik,TOR,25,,5,,4,,9,,-2,,4,,38,,13,,1,,2,,0.333,,1,,1,,0,,0,,1,,34,,0.147
Steve Oleksy,PIT,28,,1,,8,,9,,9,,33,,58,,52,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0.04
Chuck Kobasew,PIT,37,,5,,4,,9,,6,,21,,34,,17,,18,,31,,0.367,,0,,0,,0,,0,,1,,43,,0.116
Joni Pitkanen,CAR,22,,1,,8,,9,,2,,12,,16,,34,,0,,0,,N/A,,0,,2,,0,,0,,0,,34,,0.029
Jordan Schroeder,MIN,31,,3,,6,,9,,0,,4,,10,,11,,140,,181,,0.436,,1,,0,,0,,0,,2,,28,,0.107
Dainius Zubrus,SAN,22,,2,,7,,9,,-3,,12,,31,,9,,11,,17,,0.393,,0,,0,,0,,2,,0,,22,,0.091
Kevin Porter,PIT,31,,4,,5,,9,,-1,,10,,56,,18,,109,,162,,0.402,,0,,0,,1,,1,,0,,37,,0.108
Mike Weaver,MON,27,,1,,8,,9,,-3,,8,,49,,51,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.048
Reilly Smith,FLA,37,,3,,6,,9,,0,,8,,18,,6,,3,,1,,0.75,,0,,0,,0,,0,,0,,34,,0.088
Craig Adams,PIT,48,,3,,6,,9,,-1,,28,,107,,37,,51,,47,,0.52,,0,,0,,1,,0,,0,,46,,0.065
Leo Komarov,TOR,42,,4,,5,,9,,-1,,18,,176,,24,,29,,28,,0.509,,0,,0,,0,,0,,3,,51,,0.078
Nikita Nikitin,EDM,38,,3,,6,,9,,2,,17,,31,,56,,0,,0,,N/A,,1,,1,,0,,0,,0,,60,,0.05
Francis Bouillon,MON,48,,1,,8,,9,,4,,21,,78,,50,,0,,0,,N/A,,0,,0,,0,,0,,0,,46,,0.022
David Jones,CGY,33,,3,,6,,9,,-11,,6,,45,,20,,6,,15,,0.286,,1,,0,,0,,0,,2,,62,,0.048
Rich Clune,TOR,47,,4,,5,,9,,3,,113,,159,,6,,0,,2,,0,,0,,0,,0,,0,,1,,46,,0.087
Alexei Ponikarovsky,NJD,42,,4,,5,,9,,-1,,14,,81,,15,,2,,5,,0.286,,0,,0,,0,,0,,1,,51,,0.078
Josh Gorges,BUF,48,,2,,7,,9,,4,,15,,68,,116,,0,,0,,N/A,,0,,0,,0,,0,,0,,40,,0.05
Paul Postma,WPG,34,,4,,5,,9,,-5,,6,,17,,27,,0,,0,,N/A,,2,,2,,0,,0,,0,,32,,0.125
Lennart Petrell,EDM,35,,3,,6,,9,,-4,,4,,63,,22,,3,,10,,0.231,,0,,0,,1,,1,,0,,23,,0.13
Derek Dorsett,VAN,24,,3,,6,,9,,-11,,53,,55,,10,,13,,10,,0.565,,0,,0,,0,,0,,0,,38,,0.079
Tuomo Ruutu,NJD,17,,4,,5,,9,,-6,,8,,51,,7,,1,,7,,0.125,,0,,0,,0,,0,,0,,30,,0.133
Michael Stone,ARI,40,,5,,4,,9,,2,,16,,89,,64,,0,,0,,N/A,,1,,1,,0,,0,,0,,50,,0.1
Wojtek Wolski,WAS,27,,4,,5,,9,,1,,6,,5,,9,,1,,4,,0.2,,0,,1,,0,,0,,2,,49,,0.082
Jack Hillen,CAR,23,,3,,6,,9,,9,,14,,10,,35,,0,,0,,N/A,,0,,0,,0,,0,,1,,28,,0.107
Aaron Palushaj,PHI,25,,2,,7,,9,,-2,,8,,32,,13,,2,,6,,0.25,,0,,0,,0,,0,,0,,29,,0.069
Tim Gleason,CAR,42,,0,,9,,9,,-3,,40,,90,,64,,0,,0,,N/A,,0,,1,,0,,0,,0,,36,,0
Riley Nash,CAR,32,,4,,5,,9,,-4,,8,,36,,10,,128,,161,,0.443,,0,,0,,0,,0,,0,,36,,0.111
Marc-Andre Bergeron,CAR,25,,1,,8,,9,,-4,,9,,16,,19,,0,,0,,N/A,,0,,5,,0,,0,,0,,43,,0.023
Chris Kelly,BOS,34,,3,,6,,9,,-8,,16,,43,,20,,216,,157,,0.579,,1,,0,,0,,0,,0,,40,,0.075
Brandon Yip,ANA,34,,3,,5,,8,,-3,,26,,46,,7,,8,,13,,0.381,,0,,0,,0,,0,,0,,35,,0.086
Matthew Lombardi,NYR,28,,4,,4,,8,,-2,,8,,24,,14,,105,,131,,0.445,,1,,1,,0,,0,,1,,44,,0.091
Jay Beagle,WAS,48,,2,,6,,8,,-1,,14,,55,,23,,249,,195,,0.561,,0,,0,,0,,0,,1,,56,,0.036
Rostislav Klesla,BUF,38,,2,,6,,8,,0,,22,,40,,60,,0,,0,,N/A,,0,,0,,0,,0,,0,,44,,0.045
Joakim Andersson,DET,38,,3,,5,,8,,2,,8,,17,,12,,144,,166,,0.465,,0,,1,,0,,0,,0,,43,,0.07
Michael Kostka,OTT,35,,0,,8,,8,,-7,,27,,49,,66,,0,,0,,N/A,,0,,5,,0,,0,,0,,49,,0
Tyler Myers,WPG,39,,3,,5,,8,,-8,,32,,58,,56,,0,,0,,N/A,,1,,2,,0,,0,,2,,48,,0.063
Jamie McBain,LOS,40,,1,,7,,8,,0,,12,,22,,63,,0,,0,,N/A,,0,,0,,0,,0,,0,,46,,0.022
Chris Porter,MIN,29,,2,,6,,8,,5,,0,,65,,5,,25,,33,,0.431,,0,,0,,0,,0,,2,,46,,0.043
Chris Butler,STL,44,,1,,7,,8,,-10,,19,,53,,74,,0,,0,,N/A,,0,,0,,1,,0,,0,,40,,0.025
Matt Hendricks,EDM,48,,5,,3,,8,,-6,,73,,93,,31,,147,,112,,0.568,,0,,0,,0,,0,,1,,54,,0.093
Brendan Smith,DET,34,,0,,8,,8,,1,,36,,20,,35,,0,,0,,N/A,,0,,2,,0,,0,,0,,33,,0
Derek MacKenzie,FLA,43,,3,,5,,8,,1,,36,,122,,19,,192,,131,,0.594,,0,,0,,0,,0,,0,,33,,0.091
Ryan Malone,NYR,24,,6,,2,,8,,-3,,22,,49,,9,,9,,14,,0.391,,2,,0,,0,,0,,1,,37,,0.162
Brooks Orpik,WAS,46,,0,,8,,8,,17,,32,,119,,114,,0,,0,,N/A,,0,,0,,0,,0,,0,,32,,0
Luca Sbisa,VAN,41,,1,,7,,8,,0,,23,,99,,57,,0,,0,,N/A,,0,,3,,0,,0,,1,,39,,0.026
Jordin Tootoo,NJD,42,,3,,5,,8,,0,,78,,68,,7,,0,,0,,N/A,,0,,1,,0,,0,,1,,45,,0.067
Erik Gustafsson,PHI,27,,3,,5,,8,,-1,,2,,15,,39,,0,,1,,0,,0,,1,,0,,0,,1,,36,,0.083
Torrey Mitchell,MON,45,,4,,4,,8,,-8,,21,,47,,22,,21,,21,,0.5,,0,,0,,0,,0,,1,,39,,0.103
Steve Begin,CGY,36,,4,,4,,8,,-2,,22,,62,,21,,57,,60,,0.487,,0,,0,,1,,0,,2,,31,,0.129
Patrick Eaves,DAL,34,,2,,6,,8,,-1,,4,,40,,11,,7,,4,,0.636,,0,,1,,0,,0,,1,,42,,0.048
B.J. Crombeen,ARI,44,,1,,7,,8,,4,,112,,44,,15,,4,,16,,0.2,,0,,0,,0,,0,,0,,50,,0.02
Michal Handzus,CHI,39,,2,,6,,8,,-2,,16,,31,,30,,236,,190,,0.554,,0,,0,,0,,0,,0,,41,,0.049
Mark Fraser,OTT,45,,0,,8,,8,,18,,85,,153,,102,,0,,0,,N/A,,0,,0,,0,,0,,0,,33,,0
Mikael Granlund,MIN,27,,2,,6,,8,,-4,,6,,15,,8,,97,,109,,0.471,,0,,2,,0,,0,,0,,36,,0.056
Brenden Dillon,SAN,48,,3,,5,,8,,1,,65,,133,,74,,0,,0,,N/A,,0,,0,,0,,0,,1,,75,,0.04
Drew Miller,DET,44,,4,,4,,8,,-8,,2,,81,,41,,1,,3,,0.25,,1,,0,,0,,0,,2,,54,,0.074
Mats Zuccarello,NYR,15,,3,,5,,8,,10,,8,,27,,15,,0,,4,,0,,0,,1,,0,,1,,0,,27,,0.111
Cory Emmerton,DET,48,,5,,3,,8,,-1,,4,,28,,26,,187,,226,,0.453,,0,,1,,0,,0,,0,,55,,0.091
Mike Knuble,PHI,28,,4,,4,,8,,-4,,20,,25,,11,,4,,3,,0.571,,1,,1,,0,,0,,1,,31,,0.129
Simon Despres,ANA,33,,2,,5,,7,,9,,20,,48,,31,,0,,0,,N/A,,0,,1,,0,,0,,0,,33,,0.061
Davis Drewiske,PHI,29,,2,,5,,7,,3,,14,,21,,35,,1,,0,,1,,1,,0,,0,,0,,0,,28,,0.071
Ryan Jones,EDM,27,,2,,5,,7,,0,,17,,55,,13,,2,,7,,0.222,,0,,0,,0,,0,,0,,38,,0.053
Colin Fraser,STL,34,,2,,5,,7,,-4,,25,,71,,11,,78,,90,,0.464,,0,,0,,0,,0,,0,,19,,0.105
Shawn Thornton,FLA,45,,3,,4,,7,,1,,60,,77,,13,,7,,10,,0.412,,0,,0,,0,,0,,0,,55,,0.055
Taylor Beck,NYI,16,,3,,4,,7,,0,,2,,13,,11,,6,,3,,0.667,,1,,1,,0,,0,,0,,39,,0.077
Dalton Prout,COB,28,,1,,6,,7,,15,,25,,51,,40,,0,,0,,N/A,,0,,1,,0,,0,,0,,16,,0.063
Victor Bartley,NAS,24,,0,,7,,7,,2,,6,,35,,28,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0
Keith Aulie,ARI,45,,2,,5,,7,,1,,60,,91,,42,,0,,0,,N/A,,0,,0,,0,,0,,0,,37,,0.054
Roman Horak,EDM,20,,2,,5,,7,,-5,,2,,18,,13,,93,,112,,0.454,,0,,0,,0,,1,,0,,28,,0.071
John Moore,NJD,30,,1,,6,,7,,4,,7,,38,,32,,0,,0,,N/A,,0,,0,,0,,0,,0,,29,,0.034
Kris Russell,CGY,33,,1,,6,,7,,6,,9,,26,,57,,0,,0,,N/A,,1,,1,,0,,0,,0,,41,,0.024
Christopher Tanev,VAN,38,,2,,5,,7,,4,,10,,14,,61,,0,,0,,N/A,,0,,0,,0,,0,,1,,20,,0.1
Anton Stralman,TAM,48,,4,,3,,7,,14,,16,,75,,42,,0,,1,,0,,0,,0,,0,,0,,0,,66,,0.061
Alex Chiasson,OTT,7,,6,,1,,7,,3,,0,,10,,2,,5,,13,,0.278,,1,,0,,0,,0,,1,,13,,0.462
Marc-Edouard Vlasic,SAN,48,,3,,4,,7,,5,,29,,27,,81,,0,,0,,N/A,,0,,0,,0,,0,,0,,59,,0.051
Tomas Tatar,DET,18,,4,,3,,7,,2,,4,,9,,5,,1,,0,,1,,1,,0,,0,,0,,0,,32,,0.125
Dave Steckel,ANA,34,,1,,6,,7,,0,,4,,41,,21,,175,,146,,0.545,,0,,0,,0,,0,,0,,23,,0.043
Justin Braun,SAN,41,,0,,7,,7,,-5,,6,,53,,51,,0,,0,,N/A,,0,,1,,0,,0,,0,,48,,0
Wade Redden,BOS,29,,3,,4,,7,,-2,,11,,16,,30,,0,,0,,N/A,,0,,1,,0,,0,,0,,28,,0.107
Tomas Kundratek,WAS,25,,1,,6,,7,,-5,,8,,21,,23,,0,,0,,N/A,,0,,3,,0,,0,,0,,23,,0.043
Jonathon Blum,MIN,35,,1,,6,,7,,-1,,6,,32,,44,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.038
Mike Weber,BUF,42,,1,,6,,7,,3,,70,,122,,92,,0,,0,,N/A,,0,,0,,0,,1,,0,,25,,0.04
Tyler Johnson,TAM,14,,3,,3,,6,,3,,4,,18,,4,,72,,49,,0.595,,0,,0,,0,,0,,0,,11,,0.273
Johnny Boychuk,NYI,44,,1,,5,,6,,5,,12,,79,,87,,0,,0,,N/A,,0,,0,,0,,0,,0,,75,,0.013
Bobby Sanguinetti,BUF,37,,2,,4,,6,,-6,,4,,50,,40,,0,,1,,0,,0,,1,,0,,0,,1,,48,,0.042
David Schlemko,NJD,30,,1,,5,,6,,8,,12,,38,,57,,0,,0,,N/A,,0,,0,,0,,0,,0,,35,,0.029
Dustin Jeffrey,ARI,24,,3,,3,,6,,1,,2,,6,,5,,94,,106,,0.47,,0,,0,,0,,0,,0,,26,,0.115
Dale Weise,MON,40,,3,,3,,6,,-7,,43,,84,,13,,1,,7,,0.125,,0,,0,,0,,0,,2,,35,,0.086
Ville Leino,BOS,8,,2,,4,,6,,0,,6,,5,,2,,4,,6,,0.4,,1,,1,,0,,0,,0,,11,,0.182
Jordie Benn,DAL,26,,1,,5,,6,,-4,,10,,25,,31,,0,,0,,N/A,,1,,0,,0,,0,,0,,31,,0.032
Roman Polak,TOR,48,,1,,5,,6,,-2,,48,,110,,78,,0,,0,,N/A,,0,,0,,0,,0,,1,,39,,0.026
Adam Cracknell,VAN,20,,2,,4,,6,,3,,4,,22,,7,,6,,19,,0.24,,0,,0,,0,,0,,0,,21,,0.095
Matt D'Agostini,BUF,29,,3,,3,,6,,-5,,8,,21,,12,,5,,13,,0.278,,0,,1,,0,,0,,0,,33,,0.091
Adam Larsson,NJD,37,,0,,6,,6,,4,,12,,37,,49,,0,,0,,N/A,,0,,0,,0,,0,,0,,30,,0
Bryan Allen,MON,41,,0,,6,,6,,1,,34,,63,,66,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0
Mark Fistric,ANA,25,,0,,6,,6,,6,,32,,88,,53,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Brad Richardson,ARI,16,,1,,5,,6,,2,,10,,22,,3,,27,,29,,0.482,,0,,0,,0,,0,,0,,27,,0.037
Nick Johnson,BOS,17,,4,,2,,6,,3,,0,,13,,1,,0,,3,,0,,1,,0,,0,,0,,1,,23,,0.174
Gustav Nyquist,DET,22,,3,,3,,6,,0,,6,,2,,3,,1,,3,,0.25,,0,,2,,0,,0,,0,,46,,0.065
Jordan Nolan,LOS,44,,2,,4,,6,,-5,,46,,72,,5,,0,,8,,0,,0,,0,,0,,0,,0,,23,,0.087
Travis Moen,DAL,45,,2,,4,,6,,-4,,32,,82,,22,,4,,6,,0.4,,0,,0,,0,,0,,0,,32,,0.063
Ryan O'Byrne,TOR,42,,2,,4,,6,,-4,,60,,104,,69,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.077
Deryk Engelland,CGY,42,,0,,6,,6,,5,,54,,70,,57,,0,,0,,N/A,,0,,0,,0,,0,,0,,31,,0
Toni Lydman,ANA,35,,0,,6,,6,,-1,,12,,83,,76,,0,,0,,N/A,,0,,0,,0,,1,,0,,28,,0
Eric Gryba,EDM,33,,2,,4,,6,,-3,,26,,89,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,51,,0.039
Mark Olver,COL,32,,4,,2,,6,,-5,,6,,28,,17,,59,,83,,0.415,,0,,0,,0,,0,,0,,33,,0.121
Douglas Murray,CGY,43,,1,,5,,6,,-9,,35,,89,,98,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0.037
Brad Stuart,COL,48,,0,,6,,6,,4,,25,,87,,89,,0,,0,,N/A,,0,,0,,0,,1,,0,,39,,0
Greg Zanon,FLA,44,,0,,6,,6,,-16,,28,,65,,124,,0,,0,,N/A,,0,,0,,0,,1,,0,,40,,0
Ryan Reaves,STL,43,,4,,2,,6,,3,,79,,135,,7,,3,,0,,1,,0,,0,,0,,0,,1,,24,,0.167
John Erskine,WAS,30,,3,,3,,6,,10,,34,,91,,62,,0,,0,,N/A,,0,,0,,0,,0,,0,,32,,0.094
Ryan Ellis,NAS,32,,2,,4,,6,,-2,,15,,22,,29,,0,,0,,N/A,,2,,0,,0,,0,,0,,48,,0.042
Bruno Gervais,COL,37,,1,,5,,6,,-17,,10,,25,,41,,0,,0,,N/A,,0,,0,,0,,0,,0,,49,,0.02
Matt Hunwick,TOR,43,,0,,6,,6,,4,,16,,40,,59,,0,,0,,N/A,,0,,0,,0,,0,,0,,57,,0
Andrew Ebbett,PIT,28,,1,,5,,6,,-1,,4,,17,,15,,106,,161,,0.397,,0,,0,,0,,0,,0,,23,,0.043
Paul Bissonnette,LOS,28,,0,,6,,6,,2,,36,,36,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Jim O'Brien,NJD,29,,5,,1,,6,,-2,,8,,30,,13,,100,,119,,0.457,,1,,0,,0,,0,,0,,38,,0.132
Jared Boll,COB,43,,2,,4,,6,,1,,100,,80,,7,,4,,5,,0.444,,0,,0,,0,,0,,0,,19,,0.105
Mark Fayne,EDM,31,,1,,5,,6,,6,,16,,25,,40,,0,,0,,N/A,,0,,0,,1,,0,,0,,34,,0.029
Jerred Smithson,TOR,45,,3,,3,,6,,-4,,12,,96,,30,,265,,213,,0.554,,0,,0,,0,,0,,0,,29,,0.103
Antti Miettinen,WPG,22,,3,,2,,5,,-3,,2,,29,,7,,0,,4,,0,,0,,0,,0,,0,,2,,26,,0.115
Mark Pysyk,BUF,19,,1,,4,,5,,-7,,0,,6,,9,,0,,0,,N/A,,1,,0,,0,,0,,0,,21,,0.048
Jason Spezza,DAL,5,,2,,3,,5,,3,,2,,0,,2,,68,,51,,0.571,,1,,1,,0,,0,,0,,12,,0.167
Drayson Bowman,MON,37,,3,,2,,5,,-7,,17,,55,,14,,4,,6,,0.4,,0,,0,,0,,0,,0,,68,,0.044
Tim Jackman,ANA,42,,1,,4,,5,,-9,,76,,98,,17,,11,,13,,0.458,,0,,1,,0,,0,,0,,42,,0.024
Mikhail Grigorenko,COL,25,,1,,4,,5,,-1,,0,,2,,2,,57,,92,,0.383,,0,,0,,0,,0,,0,,31,,0.032
James Wright,NYI,38,,2,,3,,5,,-5,,31,,43,,17,,22,,24,,0.478,,0,,0,,0,,0,,0,,32,,0.063
Alex Kovalev,FLA,14,,2,,3,,5,,-1,,6,,7,,5,,1,,2,,0.333,,1,,1,,0,,0,,1,,21,,0.095
Anton Volchenkov,NAS,37,,1,,4,,5,,-1,,37,,51,,50,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026
Kurtis Foster,PHI,23,,1,,4,,5,,0,,25,,16,,16,,0,,0,,N/A,,1,,0,,0,,0,,0,,21,,0.048
Marty Reasoner,NYI,31,,0,,5,,5,,-3,,4,,21,,14,,157,,142,,0.525,,0,,0,,0,,0,,0,,34,,0
Brian Lashoff,DET,31,,1,,4,,5,,-10,,15,,44,,43,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.038
Patrick Bordeleau,COL,46,,2,,3,,5,,-7,,70,,116,,3,,0,,2,,0,,0,,0,,0,,0,,0,,24,,0.083
Joe Vitale,ARI,33,,2,,3,,5,,-7,,17,,45,,19,,157,,100,,0.611,,0,,0,,0,,0,,1,,26,,0.077
Chris Mueller,ANA,18,,2,,3,,5,,-4,,6,,14,,15,,92,,93,,0.497,,0,,0,,0,,0,,1,,22,,0.091
Colby Armstrong,MON,37,,2,,3,,5,,1,,12,,36,,21,,9,,12,,0.429,,0,,0,,0,,0,,0,,33,,0.061
Peter Holland,TOR,21,,3,,2,,5,,4,,4,,17,,8,,89,,114,,0.438,,1,,0,,0,,0,,0,,26,,0.115
Zac Rinaldo,BOS,32,,3,,2,,5,,-7,,85,,143,,12,,1,,1,,0.5,,0,,0,,0,,0,,0,,15,,0.2
Jason Zucker,MIN,20,,4,,1,,5,,4,,8,,11,,5,,0,,1,,0,,0,,0,,0,,0,,0,,34,,0.118
Radko Gudas,PHI,22,,2,,3,,5,,3,,38,,87,,28,,0,,0,,N/A,,0,,0,,0,,0,,1,,31,,0.065
Tye McGinn,TAM,18,,3,,2,,5,,0,,19,,19,,1,,0,,0,,N/A,,0,,0,,0,,0,,1,,33,,0.091
Tim Erixon,PIT,31,,0,,5,,5,,4,,14,,20,,35,,0,,0,,N/A,,0,,2,,0,,0,,0,,21,,0
David Ullstrom,NYI,20,,2,,3,,5,,-2,,6,,23,,1,,10,,8,,0.556,,0,,0,,0,,0,,1,,28,,0.071
Tyler Toffoli,LOS,10,,2,,3,,5,,3,,2,,4,,1,,0,,0,,N/A,,1,,1,,0,,0,,0,,20,,0.1
Philip Larsen,EDM,32,,2,,3,,5,,-10,,18,,50,,18,,0,,0,,N/A,,1,,0,,0,,0,,0,,30,,0.067
Scottie Upshall,STL,27,,4,,1,,5,,-8,,25,,38,,6,,9,,5,,0.643,,1,,0,,0,,0,,1,,54,,0.074
Braydon Coburn,TAM,33,,1,,4,,5,,-10,,41,,76,,61,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026
Paul Gaustad,NAS,23,,2,,3,,5,,-1,,20,,40,,19,,268,,181,,0.597,,0,,0,,0,,0,,0,,35,,0.057
Brian Boyle,TAM,38,,2,,3,,5,,-13,,29,,145,,30,,215,,166,,0.564,,0,,1,,0,,0,,1,,56,,0.036
Peter Harrold,STL,23,,2,,3,,5,,-8,,6,,21,,10,,0,,0,,N/A,,1,,2,,0,,0,,0,,36,,0.056
Alec Martinez,LOS,27,,1,,4,,5,,-2,,10,,31,,31,,0,,0,,N/A,,0,,1,,0,,0,,0,,30,,0.033
Frazer McLaren,SAN,36,,3,,2,,5,,0,,102,,53,,9,,4,,7,,0.364,,0,,0,,0,,0,,2,,20,,0.15
Aaron Rome,DET,27,,0,,5,,5,,-2,,18,,43,,32,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Karl Alzner,WAS,48,,1,,4,,5,,-6,,14,,45,,85,,0,,0,,N/A,,0,,0,,0,,0,,0,,39,,0.026
Mike Santorelli,ANA,34,,2,,2,,4,,-12,,2,,12,,3,,56,,38,,0.596,,0,,0,,0,,0,,0,,35,,0.057
Kaspars Daugavins,BOS,25,,1,,3,,4,,-8,,9,,23,,10,,9,,9,,0.5,,0,,1,,0,,0,,0,,36,,0.028
Alexander Sulzer,BUF,17,,3,,1,,4,,3,,10,,5,,19,,0,,0,,N/A,,0,,0,,0,,0,,1,,15,,0.2
Mike Rupp,MIN,40,,1,,3,,4,,-2,,79,,48,,9,,16,,11,,0.593,,0,,0,,0,,0,,0,,29,,0.034
Ian White,WPG,25,,2,,2,,4,,5,,4,,14,,32,,1,,0,,1,,0,,0,,0,,0,,0,,27,,0.074
Chad LaRose,CAR,35,,2,,2,,4,,-8,,29,,59,,6,,9,,13,,0.409,,0,,0,,0,,0,,0,,65,,0.031
Eric Tangradi,DET,41,,1,,3,,4,,-2,,22,,87,,22,,0,,2,,0,,0,,0,,0,,0,,0,,48,,0.021
Henrik Tallinder,TOR,25,,1,,3,,4,,0,,10,,15,,15,,0,,0,,N/A,,0,,1,,0,,0,,0,,22,,0.045
J.T. Miller,NYR,26,,2,,2,,4,,-7,,8,,47,,12,,63,,55,,0.534,,1,,1,,0,,0,,0,,43,,0.047
Chris Bourque,WAS,18,,1,,3,,4,,-6,,6,,25,,7,,0,,1,,0,,0,,3,,0,,0,,1,,24,,0.042
Ondrej Palat,TAM,14,,2,,2,,4,,5,,0,,28,,1,,0,,6,,0,,0,,0,,0,,0,,1,,16,,0.125
Chris Thorburn,WPG,42,,2,,2,,4,,-5,,70,,65,,19,,20,,26,,0.435,,0,,0,,0,,0,,0,,13,,0.154
Adam McQuaid,BOS,32,,1,,3,,4,,0,,60,,62,,43,,0,,0,,N/A,,0,,0,,0,,1,,0,,26,,0.038
Nicklas Grossmann,ARI,30,,1,,3,,4,,-1,,21,,81,,82,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.048
Jean-Gabriel Pageau,OTT,9,,2,,2,,4,,3,,0,,11,,3,,40,,42,,0.488,,0,,0,,0,,0,,2,,14,,0.143
Brian Strait,NYI,19,,0,,4,,4,,4,,10,,33,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Brooks Laich,WAS,9,,1,,3,,4,,2,,6,,14,,6,,41,,40,,0.506,,0,,1,,0,,0,,0,,10,,0.1
Thomas Hickey,NYI,39,,1,,3,,4,,9,,8,,27,,47,,0,,0,,N/A,,0,,0,,0,,0,,1,,40,,0.025
Adam Hall,PHI,37,,0,,4,,4,,0,,23,,59,,26,,141,,110,,0.562,,0,,0,,0,,0,,0,,34,,0
Jimmy Hayes,BOS,10,,1,,3,,4,,0,,0,,11,,9,,4,,3,,0.571,,0,,0,,0,,0,,0,,13,,0.077
Tyson Strachan,MIN,38,,0,,4,,4,,-13,,40,,110,,62,,0,,0,,N/A,,0,,0,,0,,0,,0,,42,,0
Shane O'Brien,ANA,28,,0,,4,,4,,0,,60,,42,,36,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0
Adrian Aucoin,COB,36,,0,,4,,4,,-8,,16,,43,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0
Erik Gudbranson,FLA,32,,0,,4,,4,,-22,,47,,80,,32,,0,,0,,N/A,,0,,1,,0,,0,,0,,49,,0
Kevin Westgarth,EDM,31,,2,,2,,4,,1,,45,,28,,1,,0,,3,,0,,0,,0,,0,,0,,0,,16,,0.125
Robyn Regehr,LOS,41,,0,,4,,4,,-4,,23,,100,,69,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0
Robert Bortuzzo,STL,15,,2,,2,,4,,3,,27,,18,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0.2
Tomas Vincour,COL,17,,2,,2,,4,,-1,,4,,24,,2,,0,,5,,0,,0,,0,,0,,0,,0,,12,,0.167
Jake Gardiner,TOR,12,,0,,4,,4,,0,,0,,13,,15,,0,,0,,N/A,,0,,2,,0,,0,,0,,12,,0
Zach Redmond,COL,8,,1,,3,,4,,0,,12,,12,,8,,0,,0,,N/A,,0,,1,,1,,0,,0,,13,,0.077
Erik Johnson,COL,31,,0,,4,,4,,-3,,18,,44,,58,,0,,0,,N/A,,0,,0,,0,,0,,0,,64,,0
Stefan Elliott,ARI,18,,1,,3,,4,,-3,,2,,10,,18,,0,,0,,N/A,,0,,1,,0,,0,,0,,35,,0.029
Radek Dvorak,CAR,9,,4,,0,,4,,2,,2,,2,,1,,0,,2,,0,,0,,0,,0,,0,,1,,17,,0.235
Stephen Weiss,DET,17,,1,,3,,4,,-13,,25,,6,,10,,141,,135,,0.511,,1,,1,,0,,0,,0,,19,,0.053
Dana Tyrell,COB,21,,1,,3,,4,,-3,,4,,24,,2,,5,,10,,0.333,,0,,0,,0,,0,,0,,19,,0.053
Mark Stuart,WPG,42,,2,,2,,4,,5,,53,,111,,81,,0,,0,,N/A,,0,,0,,0,,0,,0,,40,,0.05
Kris Versteeg,CAR,10,,2,,2,,4,,-8,,8,,5,,3,,0,,5,,0,,0,,1,,0,,0,,0,,20,,0.1
Ladislav Smid,CGY,48,,1,,3,,4,,-1,,55,,151,,119,,0,,0,,N/A,,0,,0,,0,,1,,0,,30,,0.033
James Sheppard,COB,32,,1,,3,,4,,-9,,12,,63,,17,,2,,4,,0.333,,0,,0,,0,,0,,1,,40,,0.025
Adam Pardy,WPG,17,,0,,4,,4,,4,,14,,24,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Corey Potter,ARI,33,,3,,1,,4,,8,,6,,50,,36,,0,,0,,N/A,,0,,1,,0,,0,,0,,36,,0.083
Colton Orr,TOR,44,,1,,3,,4,,4,,155,,78,,17,,0,,1,,0,,0,,0,,0,,0,,0,,13,,0.077
Matt Fraser,WPG,12,,1,,2,,3,,0,,0,,13,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0.059
Tom Sestito,PIT,30,,3,,0,,3,,-2,,65,,39,,2,,1,,1,,0.5,,0,,0,,0,,0,,1,,14,,0.214
Peter Regin,CHI,27,,0,,3,,3,,-4,,8,,12,,8,,92,,118,,0.438,,0,,0,,0,,0,,0,,37,,0
Jacob Josefson,NJD,22,,1,,2,,3,,-10,,2,,12,,7,,114,,122,,0.483,,0,,0,,0,,0,,0,,20,,0.05
