"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"jonesda8420132014","David.Jones","R","CGY",48,20132014,29,"4.000","4.000",9,8,17,0.7,0.63,1.33,0,50.73,100.53,8.65,-6.31,15.96,57,4.89,51.38,46.49,7,130,123,10.18,9.63,19.82,5.12,50.62,45.5,8,327,319,25.61,24.98,50.6,110,5.4,45.33,20,691,671,54.12,52.55,106.67,52.68,30,31,168,6.02,52.2,46.17,43,511,468,40.02,36.65,76.68,71.23,34,138,6.59,52.91,46.32,40,28.51,25.38,364,324,104,51.71,30.77,13.31,41.24,2.35,1.96,30,25,5,54.55,6.52,8.24,5.87,92.28,94.66,49.46,38,35,44.55,229,242,285,102,52,6,2,95,13,15,5,5,0,766.08,2159.79,26.18,18.53,17.74,46.37,50.42,49.66,57.43,55,54.08
"jonesry8420132014","Ryan.Jones","RL","EDM",52,20132014,29,"1.500","1.500",2,4,6,0.23,0.46,0.7,3,39.83,102.33,3.39,-11.1,9.94,26,-9.39,39.38,48.76,-41,76,117,8.82,13.58,22.4,-6.13,41.67,47.79,-74,185,259,21.47,30.06,51.52,63,-6.02,45.85,-191,374,565,43.4,65.57,108.97,51.87,27,21,106,-7.16,38.32,45.48,-164,269,433,31.22,50.25,81.46,72.12,20,79,-6.93,38.96,45.89,-110,22.51,35.28,194,304,59,46.19,29.79,6.67,40.39,1.86,2.09,16,18,-2,47.06,2.53,8.25,5.95,94.08,95.84,38.46,2,4,36.75,104,164,179,74,71,2,2,57,18,15,8,11,0.35,517.04,2633.07,16.41,16.81,16.87,45.4,49.53,48.47,58.29,53.27,54.28
"jonesse9420132014","Seth.Jones","D","NSH",77,20132014,18,"0.925","0.925",6,19,25,0.24,0.76,1,-1,49.45,97.04,6,5.28,19.43,12,-3.78,49.9,53.68,-1,246,247,9.86,9.9,19.77,-1.59,48.23,49.83,-44,600,644,24.06,25.82,49.88,53,2.16,47.29,-29,1296,1325,51.96,53.13,105.09,55.25,74,99,225,1.34,50.05,48.71,2,980,978,39.29,39.21,78.51,73.06,51,151,1.36,51.03,49.67,29,28.71,27.55,716,687,100,48.15,29.75,-5.81,49.09,2.33,3.05,58,76,-18,43.28,3.97,8.1,5.92,88.94,92.23,40,0,0,51.71,468,371,437,55,94,6,13,94,57,25,11,10,-0.04,1496.4,3172.73,32.05,16.44,17.35,48.27,49.98,50.92,54.57,54,54.05
"josefja9120132014","Jacob.Josefson","CL","N.J",27,20132014,22,"0.725","0.725",1,2,3,0.23,0.45,0.68,3,46.37,100.9,4.76,-0.77,9.81,9,-12.79,45,57.79,-8,36,44,8.15,9.97,18.12,-11.02,43.43,54.45,-26,86,112,19.48,25.37,44.85,24,-8.5,54.87,-29,185,214,41.91,48.48,90.38,51.35,8,4,37,-9.32,44.22,53.54,-34,130,164,29.45,37.15,66.6,73.08,8,29,-10.27,41.67,51.93,-38,21.52,30.13,95,133,21,37.85,18.9,-4.65,49.09,1.81,2.27,8,10,-2,44.44,3.45,8.42,6.15,92.48,93.9,48.4,83,85,51.66,78,74,73,15,26,0,2,20,5,10,2,5,0.68,264.88,1369.49,16.21,16.75,17.09,52.77,49.67,47.59,42.59,54.27,54.99
"josixro9020132014","Roman.Josi","D","NSH",72,20132014,23,"2.500","4.000",13,27,40,0.41,0.85,1.26,2,48.88,99.76,7.74,-4.66,26.5,20,3.15,54.28,51.13,52,330,278,10.38,8.74,19.12,3.26,51.15,47.89,37,824,787,25.91,24.75,50.66,94,0.97,47.91,-79,1717,1796,53.99,56.47,110.47,55.68,81,150,300,2.56,50.82,48.26,43,1340,1297,42.14,40.78,82.92,71.34,51,219,0.37,50.37,50,14,30.06,29.62,956,942,168,47.55,27.37,2.85,46.88,2.8,2.83,89,90,-1,49.72,5.94,9.31,6.64,90.45,93.06,40,0,0,45.8,693,731,820,32,88,16,11,155,34,22,9,11,0.06,1908.11,2461.71,43.67,17.77,17.99,47.88,50.5,50.95,55.46,55.18,54.08
"jovaned7620132014","Ed.Jovanovski","D","FLA",37,20132014,37,"4.250","4.125",1,4,5,0.1,0.4,0.5,-7,45.02,98.64,2.27,-2.4,16.2,2,-9.42,40,49.42,-47,94,141,9.41,14.11,23.52,-9.7,42.39,52.08,-83,231,314,23.12,31.43,54.55,17,-8.22,53.24,-113,511,624,51.15,62.46,113.6,54.99,28,42,83,-9.4,43.51,52.91,-116,389,505,38.93,50.54,89.48,72.24,11,55,-8.1,43.16,51.26,-89,28.12,37.03,281,370,44,40.71,26.73,-1.53,40.82,2.2,3.4,22,34,-12,39.29,1.82,7.83,5.66,90.81,93.27,40,0,0,47.64,182,182,200,34,29,1,3,43,12,8,10,3,-0.7,599.47,1647.53,26.68,16.09,17.29,50.81,49.45,54.24,52.5,54.31,55.51
"jurcoto9220132014","Tomas.Jurco","RL","DET",39,20132014,20,"0.718","0.709",8,7,15,0.91,0.8,1.71,4,61.46,97.75,9.64,21.53,13.52,33,6.14,55.49,49.35,19,96,77,10.92,8.76,19.69,7.92,57.76,49.83,65,242,177,27.54,20.14,47.68,77,11.05,50.41,204,547,343,62.24,39.03,101.28,55.58,24,9,136,11.23,61.63,50.4,160,424,264,48.25,30.04,78.29,71.7,29,112,10.27,59.49,49.22,97,34.59,23.56,304,207,83,39.65,21.59,7.77,45.56,2.73,2.39,24,21,3,53.33,7.14,7.89,5.66,89.86,92.05,40,0,0,72.65,247,148,93,71,44,4,3,75,10,8,7,11,0.46,527.27,1851.82,22.16,17.46,17.13,52.41,49.7,53.47,48.55,53.75,54.4
"kadrina9020132014","Nazem.Kadri","C","TOR",78,20132014,22,"2.700","2.900",20,30,50,0.89,1.34,2.23,21,49.71,102.21,13.51,18.71,17.27,80,12.71,52.85,40.14,32,297,265,13.23,11.8,25.04,7.65,49.41,41.76,-17,710,727,31.63,32.39,64.01,184,8.74,40.97,-16,1376,1392,61.3,62.01,123.31,50.29,85,34,310,7.39,47.84,40.45,-90,997,1087,44.41,48.42,92.84,69.41,77,225,4.96,47.27,42.31,-80,30.83,34.39,692,772,148,44.54,28.98,9.69,43.75,3.12,2.72,70,61,9,53.44,8.89,10.12,7.02,92.1,94.39,45.16,510,617,56.1,437,409,342,141,178,19,11,128,57,44,20,41,0.94,1346.9,3411.07,28.31,18.71,17.49,44.44,50.3,51.92,64.9,54.45,53.8
"kaletpa8620132014","Patrick.Kaleta","RL","BUF",5,20132014,27,"1.250","1.250",0,0,0,0,0,0,0,26.53,96.15,NA,-27.94,8.4,1,-31.67,8.33,40,-10,1,11,1.43,15.71,17.14,-22.23,18.18,40.41,-14,4,18,5.71,25.71,31.43,1,-16.48,43.01,-23,13,36,18.57,51.43,70,46.15,0,1,1,-21.45,20.51,41.96,-23,8,31,11.43,44.29,55.71,75,1,1,-24.73,18.75,43.48,-20,8.57,37.14,6,26,0,27.78,16.13,-27.78,27.78,0,1.43,0,1,-1,0,0,0,0,96.15,96.77,42.86,1,0,25,8,12,24,11,3,0,0,0,2,0,0,0,0,42,259.08,13.95,16.38,16.12,47.14,49.37,49.06,55.02,52.47,53.8
"kanexev9120132014","Evander.Kane","L","WPG",63,20132014,22,"4.500","5.250",19,22,41,0.88,1.02,1.91,-5,52.69,98.82,7.6,11.71,20.47,91,-1.46,47.46,48.92,-26,243,269,11.3,12.51,23.82,3.45,51.46,48.01,35,618,583,28.75,27.12,55.87,233,4.64,48.05,134,1313,1179,61.08,54.85,115.93,51.18,120,36,478,4.47,52.48,48.01,93,985,892,45.82,41.5,87.32,68.22,108,358,2.58,50.68,48.1,18,31.26,30.43,672,654,250,44.53,26.68,0.21,47.55,2.98,3.26,64,70,-6,47.76,5.31,9.52,6.5,89.3,92.15,42.4,45,60,57.59,455,400,335,173,123,19,3,231,26,28,23,18,-0.23,1289.7,2564.42,33.46,18.28,17.7,49.83,50.41,55.45,55.83,54.47,53.58
"kanexpa8820132014","Patrick.Kane","R","CHI",88,20132014,24,"6.500","6.300",37,52,89,1.26,1.78,3.04,7,61.05,101.51,12.98,35.83,19.96,119,9.19,58.83,49.64,115,383,268,13.08,9.15,22.24,8.66,59.7,51.04,319,982,663,33.54,22.65,56.19,294,11.87,49.19,721,1991,1270,68.01,43.38,111.39,53.94,112,22,497,11.38,60.44,49.06,503,1456,953,49.73,32.55,82.28,73.76,100,385,11.2,60.82,49.62,382,36.68,23.64,1074,692,285,45.51,27.39,12.64,51.76,3.89,2.15,114,63,51,64.41,9.61,10.61,7.83,90.9,93.39,40,4,6,78.55,886,509,242,20,138,31,21,248,29,48,14,21,0.24,1756.6,3699.48,32.2,17.7,17.59,54.69,50.31,57.73,47.84,54.21,53.55
"karlser9020132014","Erik.Karlsson","D","OTT",82,20132014,23,"5.500","6.500",20,54,74,0.54,1.46,2,3,57.32,99.05,7.78,18.88,27.07,20,5.3,48.97,43.67,-17,404,421,10.92,11.38,22.3,9.21,54.29,45.08,179,1132,953,30.6,25.76,56.36,148,11.12,46.19,653,2558,1905,69.14,51.49,120.64,52.85,206,101,589,10.61,55.45,44.84,379,1929,1550,52.14,41.9,94.04,70.09,126,383,9.13,53.54,44.41,179,36.54,31.71,1352,1173,257,38.43,24.32,7.9,43.15,3.3,3.16,122,117,5,51.05,5.22,9.02,6.32,90.03,92.45,40,0,0,60.2,956,757,632,122,130,26,28,237,115,68,17,20,0.08,2219.74,2778.68,44.41,17.34,17.67,51.86,49.93,60.28,55.95,54.14,54.29
"kassima8620132014","Matt.Kassian","L","OTT",33,20132014,26,"0.600","0.575",1,1,2,0.39,0.39,0.79,0,46.98,99.71,8.33,16.62,4.63,6,4.96,48.84,43.88,-1,21,22,8.24,8.64,16.88,3.19,52.63,49.44,6,60,54,23.56,21.2,44.75,9,-3.78,50.76,-17,132,149,51.82,58.5,110.32,51.52,3,3,19,-4.2,45.37,49.57,-20,98,118,38.47,46.32,84.8,69.39,4,16,-3.42,45.64,49.06,-13,26.7,31.8,68,81,12,45.64,31.36,-8.71,53.16,1.57,1.96,4,5,-1,44.44,6.25,5.88,4.08,93.83,95.76,40,0,0,64.44,58,45,32,52,16,1,0,11,5,1,3,3,0,152.83,1869.86,7.56,16.39,15.76,52.2,48.43,59.89,54.83,51.44,54.77
"kassiza9120132014","Zack.Kassian","R","VAN",73,20132014,22,"0.810","0.870",14,15,29,0.89,0.95,1.84,-2,51.71,98.82,15.38,-4.97,12.97,41,-0.6,50.48,51.08,3,158,155,10.02,9.83,19.84,-3.67,47.85,51.51,-37,411,448,26.05,28.4,54.45,111,-0.44,52.14,60,909,849,57.62,53.82,111.44,52.26,38,6,163,0.25,52.64,52.39,67,667,600,42.28,38.04,80.32,71.21,34,125,-1.19,51.46,52.65,27,30.11,28.4,475,448,91,47.23,25.33,2.1,46.1,2.54,2.73,40,43,-3,48.19,11.2,8.42,6,90.4,92.83,34.15,6,15,45.34,258,278,311,91,61,10,5,77,25,19,13,11,-0.13,946.49,3503.62,21.27,17.63,17.1,50.23,49.73,54.23,53.72,53.81,54.4
"kearnbr8120132014","Bracken.Kearns","LC","S.J",25,20132014,32,"0.550","0.550",3,2,5,0.56,0.37,0.93,1,52.63,97.93,8.11,4.69,12.91,23,-1.14,56.03,57.18,14,65,51,12.09,9.48,21.57,-1.67,54.65,56.32,25,147,122,27.33,22.68,50.02,40,-1.25,53.88,31,310,279,57.64,51.88,109.52,52.58,7,16,55,-0.33,54.17,54.5,34,221,187,41.09,34.77,75.86,73.76,11,48,0.5,54.88,54.38,29,30.31,24.92,163,134,37,51.97,28.34,-5.01,52.63,1.86,2.05,10,11,-1,47.62,6.25,6.13,4.52,91.79,94.12,41.76,30,41,53.48,100,115,87,45,40,2,0,34,4,4,2,3,0.19,322.68,1200.18,21.19,17.05,17.02,50.93,49.39,57.64,55.54,52.99,54.3
"keithdu8320132014","Duncan.Keith","D","CHI",98,20132014,30,"7.650","5.538",10,62,72,0.24,1.48,1.72,-8,54.75,101.99,4.44,6.47,25.62,17,3.88,55.09,51.21,93,503,410,12.02,9.8,21.82,3.95,56.3,52.35,283,1265,982,30.23,23.47,53.7,155,2.57,52.17,449,2589,2140,61.87,51.14,113.01,54.46,190,117,511,1.59,53.99,52.4,278,1882,1604,44.98,38.33,83.31,74.92,96,321,1.65,54.42,52.77,229,33.7,28.22,1410,1181,225,44.81,26.37,7.69,51.76,3.61,2.46,151,103,48,59.45,3.12,10.71,8.02,91.28,93.58,40,0,0,57.76,997,772,729,51,154,24,38,215,98,56,18,10,-0.19,2510.65,3550.39,41.42,17.13,17.64,55.03,50.61,58.68,47.96,54.69,53.36
"kellych8020132014","Chris.Kelly","LC","BOS",57,20132014,32,"3.500","3.000",9,9,18,0.65,0.65,1.29,-2,46.29,99.14,13.04,-20.19,14.68,34,-10.33,44.52,54.85,-32,130,162,9.32,11.62,20.94,-9.55,46.1,55.65,-56,331,387,23.73,27.75,51.48,76,-9.56,55.85,-106,662,768,47.47,55.07,102.54,52.42,29,29,122,-9.83,45.25,55.08,-101,481,582,34.49,41.73,76.22,72.14,24,93,-10.34,44.72,55.06,-82,24.88,30.76,347,429,69,44.14,26.29,-24.82,67.28,2.22,3.01,31,42,-11,42.47,9.68,8.93,6.44,90.21,92.78,48.58,283,296,37.96,249,248,407,72,54,6,3,60,12,32,14,12,-0.14,836.75,2624.63,24.17,17.03,16.97,52.76,49.53,57.28,51.27,53.36,54.37
"kenneti8620132014","Tim.Kennedy","LC","PHX",37,20132014,27,"0.700","0.700",2,6,8,0.27,0.82,1.1,3,50.79,99.49,4.76,2.27,11.82,28,3.09,53.3,50.21,12,97,85,13.3,11.66,24.96,1.85,52.97,51.13,23,205,182,28.12,24.96,53.08,45,-2.29,53.08,13,416,403,57.06,55.27,112.33,56.97,11,21,63,-0.13,52.09,52.22,25,311,286,42.66,39.23,81.88,76.21,10,52,0.36,52.2,51.84,20,32.51,29.76,237,217,42,46.15,24.13,0.88,49.12,1.78,1.78,13,13,0,50,3.85,5.49,4.18,94.01,95.45,37.68,18,31,54.98,138,162,113,62,64,4,2,40,11,15,2,5,0.41,437.46,1810.32,19.46,18.2,17.47,50.25,48.87,57.1,56.54,52.78,55.21
"kennety8620132014","Tyler.Kennedy","RL","S.J",67,20132014,27,"2.350","2.350",4,13,17,0.28,0.92,1.2,9,52.8,96.54,2.8,-0.8,12.65,47,-5.23,54.34,59.57,27,169,142,11.96,10.05,22.02,-5.04,54.07,59.11,64,425,361,30.09,25.56,55.65,132,-2.37,55.17,95,896,801,63.43,56.71,120.14,50.89,73,11,270,-1.96,54.15,56.11,100,653,553,46.23,39.15,85.38,69.83,54,197,-2.51,53.52,56.03,60,32.28,28.04,456,396,143,50.56,28.39,-15.88,58.3,1.98,2.69,28,38,-10,42.42,2.03,6.14,4.29,90.4,93.13,41.67,57,79,49.91,269,286,270,54,98,9,4,139,14,36,12,21,0.64,847.49,3244.73,20.71,17.47,17.42,51.87,50.29,58.66,54.44,54.16,53.54
"keslery8420132014","Ryan.Kesler","C","VAN",77,20132014,29,"5.000","5.000",25,18,43,0.89,0.64,1.53,2,56.01,96.33,10.46,6.52,21.87,135,8.11,55.18,47.07,70,373,303,13.29,10.8,24.09,8.28,55.9,47.62,182,862,680,30.72,24.23,54.95,267,6.96,49.05,390,1817,1427,64.75,50.85,115.61,54.16,75,68,406,7.12,56.43,49.31,311,1364,1053,48.61,37.53,86.13,72.14,92,331,8.16,56.94,48.78,240,35.07,26.51,984,744,239,47.86,29.34,0.95,46.22,2.67,2.99,75,84,-9,47.17,7.55,7.62,5.5,88.71,92.02,52.45,740,666,52.61,664,534,598,133,99,8,10,214,28,47,20,22,0.07,1683.65,3012.23,35.85,19.18,17.89,52,50.23,56.94,52.56,54.92,54.42
"kesseph8720132014","Phil.Kessel","R","TOR",82,20132014,25,"5.400","5.400",37,43,80,1.32,1.53,2.85,3,51.33,101.42,12.13,19.5,20.56,113,12.86,51.82,38.96,30,427,397,15.19,14.13,29.32,9.86,50.3,40.45,12,990,978,35.23,34.8,70.03,313,12.13,39.2,95,1836,1741,65.33,61.95,127.28,55.72,151,30,556,11.58,50.02,38.44,1,1372,1371,48.82,48.79,97.61,74.56,100,405,13.85,52.46,38.61,96,36.4,32.99,1023,927,305,46.75,32.39,15.38,40.77,3.74,2.92,105,82,23,56.15,9.14,10.26,7.65,91.15,94.02,29.41,2,12,54.87,682,546,561,25,70,30,13,268,88,37,7,10,0.11,1686.15,3311.4,33.74,19.24,17.91,43.93,50.57,52.73,67.3,55.11,53.87
"khokhal9320132014","Alexander.Khokhlachev","CL","BOS",1,20132014,20,"0.767","0.787",0,0,0,0,0,0,0,36.84,100,0,-10,16.2,1,30.95,66.67,35.71,1,2,1,7.41,3.7,11.11,-6.97,36.36,43.33,-3,4,7,14.81,25.93,40.74,2,-2.05,38.89,-5,7,12,25.93,44.44,70.37,85.71,0,0,2,1.64,41.18,39.53,-3,7,10,25.93,37.04,62.96,85.71,0,2,4.71,40,35.29,-3,22.22,33.33,6,9,2,25,10,NA,40,0,0,0,0,0,NA,0,0,0,100,100,43.24,8,9,40,4,7,6,1,2,0,0,2,0,1,1,1,0,16.2,43.8,27,17.11,17.34,56.62,54.39,60.85,46.62,50.13,42.04
"killoal8920132014","Alex.Killorn","LR","T.B",86,20132014,24,"0.875","0.875",18,25,43,0.75,1.04,1.79,-3,54.18,101.16,9.47,7.13,16.72,97,2.18,52.65,50.47,30,298,268,12.43,11.18,23.62,6.03,54.55,48.52,124,743,619,31,25.83,56.83,223,6.28,47.89,214,1388,1174,57.91,48.98,106.9,54.39,71,31,327,5.22,53.76,48.54,147,1052,905,43.89,37.76,81.65,71.77,66,256,5.75,54.32,48.57,120,31.5,26.49,755,635,190,45.91,29.83,7.77,49.71,3.05,2.25,73,54,19,57.48,7.03,9.67,6.94,91.5,94.03,43.15,77,100,55.97,483,484,380,84,101,10,15,172,46,34,25,22,-0.13,1438.02,3819.8,27.35,18.02,17.71,50.46,49.74,54.1,53.11,54.25,54.82
"kindlja8720132014","Jakub.Kindl","D","DET",70,20132014,26,"1.600","2.400",2,17,19,0.1,0.84,0.93,-3,55.54,98.81,1.98,15.46,17.43,6,1.36,49.21,47.85,-6,186,192,9.15,9.44,18.59,5.41,53.89,48.47,75,520,445,25.57,21.88,47.45,53,7.2,48.35,227,1137,910,55.91,44.75,100.66,56.99,70,44,222,5.99,55.12,49.14,163,877,714,43.12,35.11,78.23,73.89,51,152,5.73,54.41,48.67,105,31.86,26.7,648,543,101,40.33,23.95,0.73,49.82,2.26,2.21,46,45,1,50.55,1.32,7.1,5.25,91.71,93.7,40,0,0,62.5,460,341,276,62,61,6,11,99,36,16,13,10,-0.15,1220.2,3063.75,28.48,15.76,16.91,51.48,49.42,52.51,49.49,53.42,54.68
"kingxdw8920132014","Dwight.King","RL","L.A",103,20132014,24,"0.750","0.750",18,23,41,0.71,0.9,1.61,0,54.41,100.14,12.59,-3.57,14.83,77,-3.14,49.65,52.79,-4,285,289,11.2,11.35,22.55,-2.39,51.2,53.6,33,702,669,27.58,26.28,53.86,147,-0.54,54.95,251,1550,1299,60.9,51.03,111.93,52.32,43,24,240,-0.1,54.09,54.19,175,1156,981,45.42,38.54,83.96,70.16,54,197,0.05,54.14,54.09,124,31.86,26.99,811,687,143,47.11,29.97,-0.02,54.57,2.83,2.36,72,60,12,54.55,9.14,8.88,6.23,91.27,93.88,41.38,4,5,50.61,500,558,488,177,155,9,14,125,43,21,13,13,0,1527.19,4839.18,23.99,18.19,17.53,55.09,50.22,59.56,48.56,55.05,54.56
"klefbos9320132014","Oscar.Klefbom","D","EDM",17,20132014,20,"0.925","0.894",1,2,3,0.22,0.45,0.67,3,43.93,96.91,7.14,-9.54,15.8,0,-2.05,38.14,40.19,-23,37,60,8.26,13.4,21.66,3.8,43.83,40.03,-29,103,132,23,29.48,52.48,9,0.63,43.3,-58,210,268,46.9,59.85,106.75,56.19,13,25,33,-0.43,42.74,43.17,-52,153,205,34.17,45.78,79.95,77.12,6,20,2.4,45.74,43.34,-22,26.35,31.27,118,140,14,47.76,31.71,-4.17,41.67,2.01,3.35,9,15,-6,37.5,5,7.63,5.88,89.29,92.68,40,0,0,36.99,64,95,109,6,13,1,1,13,9,3,0,3,0.67,268.67,766.7,25.95,17.31,17.2,43.78,50.45,48.62,62.45,55.07,54.07
"kleinke8420132014","Kevin.Klein","D","NSH/NYR",102,20132014,28,"3.000","2.900",3,10,13,0.11,0.36,0.47,4,44.94,98.55,3.3,-0.75,16.32,18,-4.42,49.06,53.48,-11,287,298,10.35,10.74,21.09,-5.49,46.59,52.08,-98,670,768,24.16,27.69,51.85,64,-6.19,51.13,-302,1342,1644,48.38,59.27,107.66,54.92,81,167,209,-6.02,45.88,51.9,-181,1008,1189,36.34,42.87,79.21,73.12,37,128,-4.4,47.64,52.04,-73,26.57,29.2,737,810,91,50.73,31.88,-10.46,53.55,1.91,2.52,53,70,-17,43.09,2.34,7.19,5.26,91.36,94.11,40,0,0,49.13,453,521,469,164,115,3,7,88,46,23,6,10,0.14,1664.16,4567.43,26.71,15.95,17.13,49.71,49.91,53.62,54.24,54.33,54.53
"kleslro8220132014","Rostislav.Klesla","D","PHX",25,20132014,31,"2.975","2.975",1,3,4,0.16,0.47,0.63,-3,46.68,95.32,4.55,-8.13,15.3,1,-8.39,43.97,52.36,-17,62,79,9.73,12.39,22.12,-6.64,46.06,52.7,-26,152,178,23.85,27.93,51.77,12,-6.82,53.49,-52,365,417,57.26,65.42,122.68,54.79,18,25,47,-7.13,45.23,52.36,-57,270,327,42.36,51.3,93.66,74.07,7,29,-5.49,46.08,51.57,-34,31.38,36.71,200,234,22,43.88,28.44,-18.51,50.94,1.88,3.92,12,25,-13,32.43,3.45,6,4.44,89.32,92.35,40,0,0,45.08,119,115,145,41,34,1,2,21,4,1,7,4,-0.47,382.45,1153.49,24.9,16.45,17.24,49.83,49.59,56.32,56.7,53.27,54.15
"klingca9120132014","Carl.Klingberg","RL","WPG",3,20132014,22,"0.750","0.760",1,0,1,2.47,0,2.47,0,44.68,118.18,33.33,-9.14,8.11,4,8.46,63.64,55.17,3,7,4,17.27,9.87,27.13,8.82,58.82,50,3,10,7,24.67,17.27,41.93,4,-5.49,50.17,-5,21,26,51.8,64.13,115.93,52.38,2,1,6,-4.07,45.45,49.52,-3,15,18,37,44.4,81.4,73.33,1,4,-9.03,42.31,51.33,-4,27.13,37,11,15,3,42.31,16.67,55.56,44.44,4.93,0,2,0,2,100,25,18.18,13.33,100,100,40,0,0,35,7,2,13,2,6,0,0,2,0,1,0,0,0,24.32,160.12,13.19,14.25,15.65,50.18,48.86,50.74,50.38,50.29,52.63
"klinkro8620132014","Rob.Klinkhammer","L","PHX",72,20132014,27,"0.600","0.625",11,9,20,0.82,0.67,1.48,7,53.05,100.14,10.68,-0.15,11.24,50,3.24,50.51,47.28,3,148,145,10.97,10.75,21.72,2.54,50.7,48.16,10,362,352,26.84,26.09,52.93,95,2.91,50.13,91,792,701,58.71,51.97,110.68,54.55,29,7,175,2.83,52.28,49.45,52,596,544,44.18,40.33,84.51,72.48,43,146,4.08,52.94,48.86,48,32.03,28.47,432,384,103,45.22,29.41,6.19,47.26,2.3,2,31,27,4,53.45,7.53,7.18,5.2,92.97,95.04,34.62,1,5,50.91,253,280,244,168,81,6,3,92,13,14,5,12,0.52,809.36,3587.43,18.41,17.96,17.4,49.66,50.05,55.69,56.44,54.07,53.95
"knighco9020132014","Corban.Knight","C","CGY",7,20132014,23,"0.900","0.900",1,0,1,0.99,0,0.99,0,44.12,96.9,25,14.08,8.67,1,-14,36,50,-7,9,16,8.9,15.82,24.72,-10.98,41.51,52.48,-9,22,31,21.75,30.65,52.4,2,-7.53,51.65,-12,45,57,44.49,56.36,100.85,68.89,0,4,5,0.96,52.05,51.1,3,38,35,37.57,34.61,72.18,81.58,1,5,3.17,55.36,52.19,6,30.65,24.72,31,25,4,56.14,28.57,-9.38,59.38,3.95,3.95,4,4,0,50,20,12.9,10.53,84,88.57,45.07,24,27,63.89,23,15,13,9,3,0,0,3,0,1,0,0,0,60.68,363.05,14.32,15.59,16.36,45.06,51.42,47.57,58,56.08,52.98
"kobasch8220132014","Chuck.Kobasew","R","PIT",33,20132014,31,"0.550","0.550",2,0,2,0.33,0,0.33,0,45.44,99.7,5.41,-3.88,11.1,22,-3.38,47.06,50.44,-7,56,63,9.17,10.32,19.49,-3.18,48.15,51.32,-11,143,154,23.42,25.22,48.64,45,-3.67,49.11,-56,279,335,45.69,54.86,100.55,54.84,15,18,68,-3.6,47.42,51.01,-23,211,234,34.55,38.32,72.88,72.51,16,53,-4.37,48.26,52.63,-11,25.06,26.86,153,164,37,51.04,29.91,-9.88,56.55,1.15,1.31,7,8,-1,46.67,3.77,4.58,3.32,95.12,96.58,40.91,1,1,46.34,95,142,110,49,45,0,0,35,9,10,5,5,0,366.38,1632.9,18.33,17.34,17.28,48.98,49.79,51.88,54.04,53.95,54.4
"koivumi8320132014","Mikko.Koivu","C","MIN",78,20132014,30,"7.290","6.750",12,49,61,0.45,1.83,2.27,-1,58.62,97.73,6.78,17.14,20.63,69,14.05,61.64,47.58,125,331,206,12.34,7.68,20.03,14.02,60.94,46.92,298,830,532,30.95,19.84,50.79,195,12.52,46.1,485,1649,1164,61.5,43.41,104.91,52.88,89,41,347,11.81,58.33,46.52,350,1226,876,45.72,32.67,78.39,71.13,81,258,10.93,57.9,46.98,238,32.52,23.64,872,634,177,45.53,27.63,5.56,47.01,3.06,2.76,82,74,8,52.56,4.65,9.4,6.69,88.33,91.55,55.21,904,728,59.98,739,541,493,50,64,33,16,165,33,62,16,15,-0.04,1608.83,3172.27,33.65,19.48,18.01,50.75,50.27,51.52,49.99,54.74,54.16
"koivusa7420132014","Saku.Koivu","C","ANA",78,20132014,38,"2.500","2.500",11,19,30,0.59,1.01,1.6,-11,42.31,99.6,12.79,-10.79,14.41,50,-13.82,41.83,55.65,-68,174,242,9.29,12.92,22.2,-13.22,40.04,53.26,-194,390,584,20.82,31.17,51.99,95,-9.64,51.95,-331,910,1241,48.57,66.24,114.81,51.21,32,36,153,-9.81,42.87,52.67,-224,673,897,35.92,47.88,83.8,69.24,35,121,-10.81,43.19,54,-147,24.87,32.72,466,613,86,50.6,31.66,-18.08,60.23,2.3,3.15,43,59,-16,42.16,9.09,9.23,6.39,90.38,93.42,51.11,638,606,41.61,357,452,501,43,55,8,11,75,38,26,26,15,-0.59,1124.17,3609.03,23.75,17.76,17.71,49.11,50.85,54.15,56.11,55.95,54.08
