Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Jason Spezza,DAL,75,,23,,43,,66,,-26,,46,,17,,26,,775,,661,,0.54,,9,,13,,0,,0,,5,,223,,0.103
John Tavares,NYI,59,,24,,42,,66,,-6,,40,,23,,19,,554,,575,,0.491,,8,,17,,0,,0,,4,,188,,0.128
Gabriel Landeskog,COL,81,,26,,39,,65,,21,,71,,176,,52,,13,,5,,0.722,,5,,5,,0,,0,,4,,222,,0.117
Jordan Eberle,EDM,80,,28,,37,,65,,-11,,18,,51,,40,,8,,13,,0.381,,7,,13,,1,,0,,4,,200,,0.14
Bryan Little,WPG,82,,23,,41,,64,,8,,58,,84,,38,,785,,868,,0.475,,8,,7,,2,,2,,1,,170,,0.135
Ryan O'Reilly,BUF,80,,28,,36,,64,,-1,,2,,22,,43,,192,,179,,0.518,,9,,13,,0,,0,,6,,201,,0.139
Nathan MacKinnon,COL,82,,24,,39,,63,,20,,26,,57,,45,,194,,258,,0.429,,8,,9,,0,,0,,5,,241,,0.1
Ryan Johansen,COB,82,,33,,30,,63,,3,,43,,114,,39,,692,,619,,0.528,,7,,13,,0,,0,,5,,237,,0.139
Patrice Bergeron,BOS,80,,30,,32,,62,,38,,43,,52,,57,,1015,,717,,0.586,,7,,4,,1,,3,,7,,243,,0.123
Jakub Voracek,PHI,82,,23,,39,,62,,11,,22,,19,,20,,4,,2,,0.667,,8,,15,,0,,0,,2,,235,,0.098
Alexander Steen,STL,68,,33,,29,,62,,17,,46,,43,,28,,265,,276,,0.49,,7,,10,,1,,2,,9,,211,,0.156
Jarome Iginla,COL,78,,30,,31,,61,,34,,47,,142,,27,,8,,29,,0.216,,4,,10,,0,,0,,8,,209,,0.144
Eric Staal,CAR,79,,21,,40,,61,,-13,,74,,67,,28,,754,,676,,0.527,,1,,11,,2,,2,,0,,230,,0.091
James van Riemsdyk,TOR,80,,30,,31,,61,,-9,,50,,118,,29,,46,,67,,0.407,,9,,6,,2,,2,,3,,279,,0.108
James Neal,NAS,59,,27,,34,,61,,15,,55,,58,,23,,5,,13,,0.278,,11,,15,,0,,0,,4,,238,,0.113
Duncan Keith,CHI,79,,6,,55,,61,,22,,28,,36,,89,,0,,0,,N/A,,3,,18,,0,,1,,3,,198,,0.03
T.J. Oshie,WAS,79,,21,,39,,60,,19,,42,,77,,54,,28,,38,,0.424,,5,,10,,2,,1,,5,,152,,0.138
Marian Hossa,CHI,72,,30,,30,,60,,28,,20,,43,,26,,1,,2,,0.333,,4,,9,,3,,1,,4,,241,,0.124
Jason Pominville,MIN,82,,30,,30,,60,,3,,16,,23,,31,,87,,72,,0.547,,7,,10,,0,,0,,5,,226,,0.133
Paul Stastny,STL,71,,25,,35,,60,,9,,22,,54,,46,,655,,555,,0.541,,4,,11,,0,,1,,4,,150,,0.167
Max Pacioretty,MON,73,,39,,21,,60,,8,,35,,69,,33,,6,,4,,0.6,,10,,7,,1,,0,,11,,270,,0.144
Wayne Simmonds,PHI,82,,29,,31,,60,,-4,,106,,132,,35,,1,,1,,0.5,,15,,9,,0,,0,,4,,209,,0.139
Ondrej Palat,TAM,81,,23,,36,,59,,32,,20,,146,,64,,5,,32,,0.135,,3,,8,,2,,2,,3,,165,,0.139
Milan Lucic,LOS,80,,24,,35,,59,,30,,91,,240,,22,,61,,70,,0.466,,3,,9,,0,,0,,5,,153,,0.157
Mats Zuccarello,NYR,77,,19,,40,,59,,11,,32,,116,,41,,3,,5,,0.375,,4,,13,,1,,0,,4,,170,,0.112
Valtteri Filppula,TAM,75,,25,,33,,58,,5,,20,,33,,33,,693,,633,,0.523,,6,,14,,0,,0,,2,,131,,0.191
Kyle Turris,OTT,82,,26,,32,,58,,22,,39,,45,,33,,724,,705,,0.507,,6,,8,,2,,1,,5,,215,,0.121
Frans Nielsen,NYI,80,,25,,33,,58,,-11,,8,,39,,47,,534,,550,,0.493,,5,,15,,2,,1,,0,,167,,0.15
Jussi Jokinen,FLA,81,,21,,36,,57,,12,,18,,34,,31,,160,,139,,0.535,,6,,15,,0,,0,,4,,172,,0.122
David Perron,PIT,78,,28,,29,,57,,-16,,90,,116,,20,,13,,26,,0.333,,8,,5,,1,,0,,2,,220,,0.127
Derek Stepan,NYR,82,,17,,40,,57,,12,,18,,30,,46,,683,,829,,0.452,,5,,13,,0,,3,,2,,199,,0.085
David Backes,STL,74,,27,,30,,57,,14,,119,,273,,56,,621,,580,,0.517,,10,,6,,0,,0,,5,,165,,0.164
Shea Weber,NAS,79,,23,,33,,56,,-2,,52,,169,,173,,0,,0,,N/A,,12,,14,,0,,0,,4,,195,,0.118
Jaden Schwartz,STL,80,,25,,31,,56,,28,,27,,54,,32,,44,,34,,0.564,,5,,5,,3,,0,,1,,188,,0.133
Ryan Nugent-Hopkins,EDM,80,,19,,37,,56,,-12,,26,,72,,35,,543,,737,,0.424,,6,,14,,0,,0,,4,,178,,0.107
Dustin Byfuglien,WPG,78,,20,,36,,56,,-20,,86,,213,,80,,0,,2,,0,,8,,18,,0,,0,,1,,256,,0.078
Zach Parise,MIN,67,,29,,27,,56,,10,,30,,70,,45,,10,,14,,0.417,,14,,6,,1,,0,,5,,245,,0.118
Clarke MacArthur,OTT,79,,24,,31,,55,,12,,78,,108,,20,,15,,17,,0.469,,8,,7,,1,,2,,5,,159,,0.151
Victor Hedman,TAM,75,,13,,42,,55,,5,,53,,86,,101,,0,,0,,N/A,,3,,11,,0,,6,,2,,170,,0.076
Jiri Hudler,CGY,75,,17,,37,,54,,4,,16,,35,,15,,4,,18,,0.182,,2,,11,,0,,0,,1,,109,,0.156
Mikko Koivu,MIN,65,,11,,43,,54,,0,,24,,33,,32,,719,,592,,0.548,,2,,16,,0,,2,,4,,147,,0.075
Andrew Ladd,WPG,78,,23,,31,,54,,8,,57,,154,,42,,24,,38,,0.387,,4,,8,,0,,2,,2,,189,,0.122
Logan Couture,SAN,65,,23,,31,,54,,21,,20,,16,,68,,479,,471,,0.504,,4,,9,,2,,2,,6,,233,,0.099
Jeff Skinner,CAR,71,,33,,21,,54,,-14,,22,,22,,8,,23,,28,,0.451,,11,,9,,0,,0,,6,,274,,0.12
Patric Hornqvist,PIT,76,,22,,31,,53,,1,,28,,77,,34,,0,,6,,0,,7,,10,,0,,0,,6,,248,,0.089
Brad Marchand,BOS,82,,25,,28,,53,,36,,64,,73,,23,,6,,17,,0.261,,1,,1,,5,,0,,5,,149,,0.168
Keith Yandle,NYR,82,,8,,45,,53,,-23,,63,,22,,105,,0,,0,,N/A,,3,,28,,0,,0,,2,,241,,0.033
Patrik Elias,NJD,65,,18,,35,,53,,-4,,30,,26,,19,,276,,401,,0.408,,4,,13,,2,,4,,1,,116,,0.155
P.K. Subban,MON,82,,10,,43,,53,,-4,,81,,135,,125,,0,,0,,N/A,,4,,19,,0,,0,,1,,204,,0.049
Craig Smith,NAS,79,,24,,28,,52,,16,,22,,54,,21,,3,,16,,0.158,,7,,3,,0,,0,,4,,215,,0.112
Scott Hartnell,COB,78,,20,,32,,52,,11,,103,,155,,39,,4,,14,,0.222,,9,,11,,0,,0,,3,,207,,0.097
David Desharnais,MON,79,,16,,36,,52,,11,,24,,23,,35,,611,,591,,0.508,,3,,12,,0,,0,,2,,96,,0.167
James Wisniewski,CAR,75,,7,,44,,51,,0,,61,,101,,73,,0,,0,,N/A,,3,,25,,0,,0,,1,,166,,0.042
David Legwand,BUF,83,,14,,37,,51,,-17,,61,,49,,38,,585,,571,,0.506,,6,,13,,0,,0,,4,,146,,0.096
Matt Moulson,BUF,75,,23,,28,,51,,2,,34,,46,,43,,2,,7,,0.222,,9,,10,,0,,0,,5,,176,,0.131
Radim Vrbata,VAN,80,,20,,31,,51,,-6,,22,,68,,27,,17,,26,,0.395,,10,,11,,0,,0,,2,,263,,0.076
Brad Richards,DET,82,,20,,31,,51,,-8,,18,,24,,43,,512,,517,,0.498,,5,,14,,0,,0,,2,,259,,0.077
Reilly Smith,FLA,82,,20,,31,,51,,28,,14,,63,,14,,0,,2,,0,,6,,8,,0,,0,,3,,146,,0.137
Alex Pietrangelo,STL,81,,8,,43,,51,,20,,32,,24,,164,,0,,0,,N/A,,2,,16,,0,,1,,1,,164,,0.049
Mikkel Boedker,ARI,82,,19,,32,,51,,-9,,20,,105,,16,,3,,4,,0.429,,5,,11,,0,,0,,1,,166,,0.114
Henrik Sedin,VAN,70,,11,,39,,50,,3,,42,,43,,19,,574,,523,,0.523,,4,,14,,0,,0,,1,,97,,0.113
Nazem Kadri,TOR,78,,20,,30,,50,,-11,,67,,141,,34,,510,,617,,0.453,,7,,11,,0,,0,,2,,148,,0.135
Tyler Johnson,TAM,82,,24,,26,,50,,23,,26,,55,,37,,614,,661,,0.482,,5,,5,,5,,1,,4,,181,,0.133
Jeff Carter,LOS,72,,27,,23,,50,,8,,44,,68,,29,,336,,308,,0.522,,8,,6,,1,,0,,5,,256,,0.105
Brandon Dubinsky,COB,76,,16,,34,,50,,5,,98,,234,,39,,586,,521,,0.529,,4,,6,,2,,2,,2,,189,,0.085
Daniel Alfredsson,OTT,68,,18,,31,,49,,2,,10,,59,,25,,5,,9,,0.357,,4,,14,,0,,0,,4,,151,,0.119
Niklas Kronwall,DET,79,,8,,41,,49,,0,,44,,93,,154,,0,,0,,N/A,,5,,20,,0,,1,,0,,110,,0.073
Mike Fisher,NAS,75,,20,,29,,49,,-4,,60,,144,,73,,596,,550,,0.52,,4,,7,,0,,0,,4,,177,,0.113
Joel Ward,SAN,82,,24,,25,,49,,7,,32,,54,,67,,90,,109,,0.452,,6,,4,,2,,0,,4,,133,,0.18
Tyler Bozak,TOR,58,,19,,30,,49,,2,,14,,62,,42,,681,,718,,0.487,,5,,3,,1,,0,,1,,90,,0.211
Nick Bonino,PIT,77,,22,,27,,49,,14,,22,,28,,68,,583,,611,,0.488,,7,,13,,0,,0,,2,,159,,0.138
Gustav Nyquist,DET,57,,28,,20,,48,,16,,10,,18,,14,,5,,4,,0.556,,6,,3,,0,,0,,6,,153,,0.183
Carl Soderberg,COL,73,,16,,32,,48,,4,,36,,52,,36,,139,,189,,0.424,,5,,11,,0,,0,,3,,129,,0.124
Brent Burns,SAN,69,,22,,26,,48,,26,,34,,145,,24,,61,,70,,0.466,,2,,9,,0,,0,,3,,245,,0.09
Henrik Zetterberg,DET,45,,16,,32,,48,,19,,20,,23,,15,,259,,230,,0.53,,3,,14,,0,,0,,1,,151,,0.106
Bobby Ryan,OTT,70,,23,,25,,48,,7,,45,,104,,30,,8,,5,,0.615,,6,,3,,0,,0,,2,,190,,0.121
Travis Zajac,NJD,80,,18,,30,,48,,3,,28,,53,,25,,761,,633,,0.546,,3,,12,,0,,0,,3,,165,,0.109
Mike Ribeiro,NAS,80,,16,,31,,47,,-13,,52,,72,,18,,391,,512,,0.433,,4,,11,,0,,0,,3,,110,,0.145
Mark Giordano,CGY,64,,14,,33,,47,,12,,63,,73,,103,,0,,0,,N/A,,7,,13,,0,,3,,2,,180,,0.078
Daniel Sedin,VAN,73,,16,,31,,47,,0,,38,,37,,21,,8,,19,,0.296,,5,,13,,0,,0,,4,,224,,0.071
Brandon Saad,COB,78,,19,,28,,47,,20,,20,,48,,20,,50,,72,,0.41,,3,,6,,0,,2,,2,,159,,0.12
Shane Doan,ARI,69,,23,,24,,47,,-7,,34,,135,,22,,6,,6,,0.5,,10,,9,,0,,0,,4,,167,,0.138
Matt Niskanen,WAS,81,,10,,36,,46,,33,,51,,124,,76,,0,,0,,N/A,,3,,12,,0,,0,,6,,162,,0.062
Mike Cammalleri,NJD,63,,26,,19,,45,,-13,,26,,26,,29,,88,,103,,0.461,,6,,8,,0,,0,,8,,191,,0.136
Mason Raymond,CGY,82,,19,,26,,45,,-6,,22,,38,,24,,7,,9,,0.438,,6,,5,,1,,1,,4,,178,,0.107
Antoine Vermette,ARI,82,,24,,21,,45,,0,,44,,90,,71,,1005,,778,,0.564,,7,,6,,3,,0,,4,,160,,0.15
Derick Brassard,NYR,81,,18,,27,,45,,2,,46,,124,,19,,469,,508,,0.48,,7,,11,,0,,0,,4,,159,,0.113
Kevin Shattenkirk,STL,81,,10,,35,,45,,1,,38,,72,,101,,0,,0,,N/A,,7,,19,,0,,1,,5,,188,,0.053
Joffrey Lupul,TOR,69,,22,,22,,44,,-15,,44,,118,,35,,24,,31,,0.436,,6,,6,,0,,0,,1,,191,,0.115
Cody Hodgson,NAS,72,,20,,24,,44,,-26,,20,,47,,22,,453,,516,,0.467,,9,,10,,0,,0,,0,,182,,0.11
Oliver Ekman-Larsson,ARI,80,,15,,29,,44,,-4,,50,,134,,80,,0,,1,,0,,8,,14,,0,,0,,6,,199,,0.075
Mark Streit,PHI,82,,10,,34,,44,,3,,44,,41,,108,,0,,0,,N/A,,4,,11,,0,,0,,2,,121,,0.083
Marcus Johansson,WAS,80,,8,,36,,44,,-21,,4,,49,,27,,95,,179,,0.347,,6,,15,,0,,0,,1,,107,,0.075
Andrej Sekera,EDM,74,,11,,33,,44,,4,,20,,54,,127,,0,,0,,N/A,,4,,11,,1,,0,,1,,142,,0.077
Tomas Plekanec,MON,81,,20,,23,,43,,11,,38,,44,,45,,822,,891,,0.48,,3,,7,,3,,0,,5,,199,,0.101
Troy Brouwer,STL,82,,25,,18,,43,,-6,,92,,210,,39,,223,,213,,0.511,,12,,9,,0,,0,,3,,161,,0.155
Mathieu Perreault,WPG,69,,18,,25,,43,,13,,36,,73,,15,,437,,393,,0.527,,4,,5,,0,,0,,1,,120,,0.15
Ryan McDonagh,NYR,77,,14,,29,,43,,11,,36,,88,,131,,0,,0,,N/A,,2,,11,,3,,1,,4,,177,,0.079
Ryan Suter,MIN,82,,8,,35,,43,,15,,34,,72,,132,,1,,0,,1,,3,,14,,0,,1,,0,,150,,0.053
Tyler Ennis,BUF,80,,21,,22,,43,,-25,,42,,89,,53,,242,,383,,0.387,,6,,10,,0,,0,,0,,210,,0.1
Ryan Kesler,ANA,77,,25,,18,,43,,-15,,81,,133,,68,,740,,666,,0.526,,9,,7,,1,,0,,5,,239,,0.105
Justin Williams,WAS,82,,19,,24,,43,,14,,48,,44,,21,,2,,8,,0.2,,4,,3,,0,,0,,1,,239,,0.08
Olli Jokinen,STL,82,,18,,25,,43,,-8,,62,,120,,45,,612,,718,,0.46,,2,,6,,0,,0,,1,,171,,0.105
Ales Hemsky,DAL,75,,13,,30,,43,,-15,,24,,37,,33,,1,,3,,0.25,,2,,11,,0,,0,,1,,138,,0.094
Andrei Markov,MON,81,,7,,36,,43,,12,,34,,49,,180,,0,,0,,N/A,,2,,19,,1,,0,,1,,131,,0.053
Adam Henrique,NJD,77,,25,,18,,43,,3,,20,,73,,50,,407,,511,,0.443,,7,,5,,3,,2,,4,,137,,0.182
Vladimir Tarasenko,STL,64,,21,,22,,43,,20,,16,,22,,9,,2,,4,,0.333,,5,,2,,0,,0,,3,,136,,0.154
Alex Goligoski,DAL,81,,6,,36,,42,,9,,28,,94,,154,,0,,1,,0,,3,,12,,0,,0,,0,,141,,0.043
Marek Zidlicky,NYI,81,,12,,30,,42,,-3,,60,,124,,81,,0,,0,,N/A,,8,,10,,0,,2,,2,,128,,0.094
Teddy Purcell,EDM,81,,12,,30,,42,,-3,,14,,13,,12,,4,,12,,0.25,,3,,14,,0,,0,,4,,157,,0.076
Alexander Semin,MON,65,,22,,20,,42,,1,,42,,22,,30,,1,,9,,0.1,,6,,6,,1,,0,,3,,210,,0.105
Michael Frolik,CGY,81,,15,,27,,42,,8,,12,,41,,51,,43,,25,,0.632,,1,,1,,0,,1,,2,,189,,0.079
Andrew Cogliano,ANA,82,,21,,21,,42,,13,,26,,94,,36,,11,,16,,0.407,,0,,0,,3,,2,,5,,157,,0.134
Jason Chimera,WAS,82,,15,,27,,42,,4,,36,,140,,30,,38,,49,,0.437,,1,,4,,0,,1,,0,,167,,0.09
Johan Franzen,DET,54,,16,,25,,41,,6,,40,,66,,23,,119,,106,,0.529,,7,,10,,0,,0,,4,,149,,0.107
Brayden Schenn,PHI,82,,20,,21,,41,,0,,54,,200,,37,,296,,389,,0.432,,4,,5,,0,,0,,6,,178,,0.112
Mike Richards,LOS,82,,11,,30,,41,,-6,,28,,73,,21,,489,,418,,0.539,,4,,8,,1,,1,,3,,157,,0.07
Alex Killorn,TAM,82,,17,,24,,41,,8,,63,,77,,31,,74,,98,,0.43,,3,,5,,0,,0,,2,,173,,0.098
Brendan Gallagher,MON,81,,19,,22,,41,,4,,73,,38,,36,,47,,81,,0.367,,8,,1,,0,,0,,0,,211,,0.09
Mikael Granlund,MIN,63,,8,,33,,41,,-3,,22,,38,,46,,415,,374,,0.526,,2,,10,,0,,0,,2,,104,,0.077
Evander Kane,BUF,63,,19,,22,,41,,-7,,66,,173,,36,,45,,60,,0.429,,1,,4,,2,,0,,4,,250,,0.076
Brent Seabrook,CHI,82,,7,,34,,41,,23,,22,,171,,142,,0,,0,,N/A,,3,,6,,1,,0,,0,,149,,0.047
Brian Gionta,BUF,81,,18,,22,,40,,1,,22,,46,,52,,23,,37,,0.383,,2,,5,,0,,1,,3,,184,,0.098
Torey Krug,BOS,79,,14,,26,,40,,18,,28,,50,,77,,1,,1,,0.5,,6,,13,,0,,0,,2,,183,,0.077
Jordan Staal,CAR,82,,15,,25,,40,,2,,34,,194,,37,,803,,674,,0.544,,2,,8,,1,,3,,2,,165,,0.091
Steven Stamkos,TAM,37,,25,,15,,40,,9,,18,,50,,16,,260,,269,,0.491,,9,,4,,1,,0,,5,,124,,0.202
Martin Hanzal,ARI,65,,15,,25,,40,,-9,,73,,200,,37,,599,,500,,0.545,,5,,8,,0,,0,,2,,169,,0.089
Zdeno Chara,BOS,77,,17,,23,,40,,25,,66,,163,,104,,0,,0,,N/A,,10,,5,,0,,1,,3,,168,,0.101
Cam Atkinson,COB,79,,21,,19,,40,,-4,,18,,55,,38,,0,,0,,N/A,,4,,5,,1,,0,,5,,216,,0.097
Roman Josi,NAS,72,,13,,27,,40,,-2,,18,,32,,150,,0,,0,,N/A,,3,,10,,0,,0,,2,,168,,0.077
Matt Read,PHI,75,,22,,18,,40,,-4,,16,,72,,54,,12,,16,,0.429,,0,,2,,4,,0,,3,,151,,0.146
Sean Couturier,PHI,82,,13,,26,,39,,1,,45,,64,,40,,646,,707,,0.477,,0,,3,,1,,4,,2,,165,,0.079
Nick Foligno,COB,70,,18,,21,,39,,5,,96,,210,,42,,6,,7,,0.462,,3,,3,,0,,0,,5,,111,,0.162
Tomas Tatar,DET,73,,19,,20,,39,,12,,30,,81,,20,,26,,26,,0.5,,2,,4,,0,,0,,3,,158,,0.12
Matt Cullen,PIT,77,,10,,29,,39,,4,,32,,18,,22,,438,,334,,0.567,,1,,8,,0,,0,,2,,134,,0.075
Milan Michalek,OTT,82,,17,,22,,39,,-25,,41,,86,,31,,6,,8,,0.429,,4,,4,,0,,0,,1,,169,,0.101
Andrew Shaw,CHI,80,,20,,19,,39,,12,,76,,168,,16,,296,,388,,0.433,,5,,4,,0,,0,,2,,149,,0.134
Artem Anisimov,CHI,81,,22,,17,,39,,-2,,20,,31,,55,,476,,489,,0.493,,3,,3,,2,,0,,5,,162,,0.136
Erik Johnson,COL,80,,9,,30,,39,,5,,61,,136,,130,,0,,0,,N/A,,2,,12,,0,,0,,2,,157,,0.057
Mikael Backlund,CGY,76,,18,,21,,39,,4,,32,,64,,62,,628,,694,,0.475,,5,,6,,4,,0,,3,,178,,0.101
Rick Nash,NYR,65,,26,,13,,39,,10,,36,,11,,29,,2,,0,,1,,4,,3,,2,,2,,9,,258,,0.101
Chris Higgins,VAN,78,,17,,22,,39,,-14,,30,,98,,45,,17,,21,,0.447,,2,,1,,0,,1,,4,,216,,0.079
Tyson Barrie,COL,64,,13,,25,,38,,17,,20,,50,,57,,0,,0,,N/A,,4,,6,,0,,0,,5,,101,,0.129
Tommy Wingels,SAN,77,,16,,22,,38,,11,,35,,218,,58,,20,,36,,0.357,,0,,5,,2,,1,,7,,163,,0.098
Josh Bailey,NYI,77,,8,,30,,38,,-8,,26,,44,,29,,113,,115,,0.496,,2,,8,,0,,0,,1,,98,,0.082
Mike Green,DET,70,,9,,29,,38,,-16,,64,,62,,107,,0,,0,,N/A,,3,,12,,0,,0,,2,,172,,0.052
Nick Bjugstad,FLA,76,,16,,22,,38,,-14,,16,,117,,23,,549,,574,,0.489,,0,,3,,1,,1,,4,,185,,0.086
Jamie McGinn,BUF,79,,19,,19,,38,,-3,,30,,140,,35,,1,,1,,0.5,,5,,4,,0,,0,,3,,167,,0.114
Vincent Lecavalier,PHI,69,,20,,17,,37,,-16,,44,,77,,19,,200,,248,,0.446,,8,,5,,0,,0,,3,,132,,0.152
Derek Roy,WAS,75,,9,,28,,37,,-1,,30,,13,,30,,219,,247,,0.47,,4,,12,,0,,0,,2,,114,,0.079
Loui Eriksson,BOS,61,,10,,27,,37,,14,,6,,12,,13,,0,,0,,N/A,,2,,9,,0,,1,,2,,115,,0.087
Sam Gagner,PHI,67,,10,,27,,37,,-29,,41,,33,,34,,451,,512,,0.468,,1,,6,,0,,1,,1,,143,,0.07
Pavel Datsyuk,DET,45,,17,,20,,37,,1,,6,,30,,22,,446,,389,,0.534,,6,,6,,0,,0,,2,,126,,0.135
Chris Kreider,NYR,66,,17,,20,,37,,14,,72,,146,,18,,8,,11,,0.421,,6,,6,,0,,0,,0,,136,,0.125
Drew Doughty,LOS,78,,10,,27,,37,,18,,64,,180,,91,,0,,0,,N/A,,6,,10,,0,,1,,2,,177,,0.057
Brian Campbell,FLA,82,,7,,30,,37,,-6,,20,,50,,108,,0,,1,,0,,2,,10,,0,,2,,2,,116,,0.06
Jay Bouwmeester,STL,82,,4,,33,,37,,26,,20,,51,,106,,3,,1,,0.75,,1,,10,,0,,0,,0,,152,,0.026
John Carlson,WAS,82,,10,,27,,37,,-3,,22,,64,,177,,0,,1,,0,,5,,17,,0,,1,,0,,208,,0.048
Scottie Upshall,STL,76,,15,,22,,37,,1,,73,,134,,25,,32,,39,,0.451,,1,,5,,1,,0,,3,,161,,0.093
Cam Fowler,ANA,70,,6,,30,,36,,15,,14,,46,,122,,0,,0,,N/A,,4,,11,,1,,0,,2,,100,,0.06
Brad Boyes,TOR,78,,21,,15,,36,,-6,,28,,46,,35,,37,,32,,0.536,,2,,1,,1,,0,,1,,176,,0.119
Nino Niederreiter,MIN,81,,14,,22,,36,,12,,44,,175,,23,,7,,19,,0.269,,2,,4,,0,,0,,1,,143,,0.098
Benoit Pouliot,EDM,80,,15,,21,,36,,10,,56,,141,,18,,20,,19,,0.513,,7,,1,,0,,0,,4,,141,,0.106
Ryan Callahan,TAM,65,,17,,19,,36,,1,,24,,189,,60,,13,,19,,0.406,,7,,5,,1,,0,,3,,163,,0.104
Dan Boyle,NYR,75,,12,,24,,36,,-8,,32,,46,,92,,0,,0,,N/A,,6,,12,,0,,0,,1,,154,,0.078
Kris Versteeg,CAR,81,,12,,24,,36,,0,,36,,29,,23,,56,,63,,0.471,,1,,7,,0,,0,,1,,157,,0.076
Alex Chiasson,OTT,79,,13,,22,,35,,-21,,38,,76,,21,,64,,68,,0.485,,6,,7,,0,,0,,4,,144,,0.09
Mikhail Grabovski,NYI,58,,13,,22,,35,,6,,26,,19,,22,,346,,295,,0.54,,3,,5,,0,,0,,1,,81,,0.16
Dustin Penner,WAS,67,,14,,21,,35,,25,,30,,92,,24,,15,,32,,0.319,,5,,6,,0,,0,,2,,119,,0.118
Kimmo Timonen,CHI,77,,6,,29,,35,,5,,32,,75,,112,,0,,0,,N/A,,1,,19,,0,,1,,1,,152,,0.039
Cody Eakin,DAL,81,,16,,19,,35,,-9,,36,,91,,58,,585,,638,,0.478,,3,,3,,1,,0,,2,,161,,0.099
