Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Slava Voynov,LOS,82,,4,,30,,34,,6,,44,,165,,69,,1,,0,,1,,1,,12,,0,,0,,0,,143,,0.028
Mark Scheifele,WPG,63,,13,,21,,34,,9,,14,,63,,39,,331,,454,,0.422,,1,,3,,0,,0,,2,,100,,0.13
Drew Stafford,WPG,70,,16,,18,,34,,-19,,39,,78,,25,,106,,91,,0.538,,2,,5,,1,,0,,1,,185,,0.086
Michael Ryder,NJD,82,,18,,16,,34,,-6,,18,,51,,10,,4,,8,,0.333,,4,,4,,1,,0,,2,,166,,0.108
Lee Stempniak,NJD,73,,12,,22,,34,,-16,,32,,104,,21,,10,,23,,0.303,,0,,4,,2,,3,,1,,178,,0.067
Jason Demers,DAL,75,,5,,29,,34,,14,,30,,69,,107,,0,,0,,N/A,,1,,8,,0,,1,,0,,105,,0.048
Valeri Nichushkin,DAL,79,,14,,20,,34,,20,,8,,86,,27,,0,,1,,0,,2,,1,,0,,0,,2,,128,,0.109
R.J. Umberger,PHI,74,,18,,16,,34,,-3,,26,,113,,36,,25,,15,,0.625,,8,,4,,1,,1,,3,,136,,0.132
Mark Letestu,EDM,82,,12,,22,,34,,1,,20,,63,,25,,374,,356,,0.512,,5,,6,,1,,2,,1,,122,,0.098
Sean Monahan,CGY,75,,22,,12,,34,,-20,,8,,42,,23,,476,,560,,0.459,,3,,4,,0,,0,,2,,140,,0.157
Pierre-Alexandr Parenteau,TOR,55,,14,,19,,33,,3,,30,,35,,16,,2,,12,,0.143,,1,,2,,0,,0,,1,,110,,0.127
Christian Ehrhoff,LOS,79,,6,,27,,33,,-27,,38,,49,,119,,0,,0,,N/A,,1,,11,,1,,2,,2,,161,,0.037
Mika Zibanejad,OTT,69,,16,,17,,33,,-15,,18,,118,,28,,183,,214,,0.461,,3,,5,,0,,0,,0,,153,,0.105
Justin Schultz,EDM,74,,11,,22,,33,,-22,,16,,30,,107,,0,,1,,0,,1,,11,,0,,0,,3,,109,,0.101
Matt Stajan,CGY,63,,14,,19,,33,,-13,,42,,74,,36,,527,,569,,0.481,,0,,1,,1,,2,,2,,70,,0.2
Jason Garrison,TAM,81,,7,,26,,33,,-5,,57,,58,,128,,0,,0,,N/A,,4,,11,,1,,2,,1,,181,,0.039
Carl Hagelin,ANA,72,,17,,16,,33,,8,,44,,64,,33,,0,,5,,0,,0,,0,,1,,0,,5,,144,,0.118
Colin Wilson,NAS,81,,11,,22,,33,,-1,,21,,49,,35,,166,,177,,0.484,,2,,3,,0,,0,,3,,112,,0.098
Jack Johnson,COB,82,,5,,28,,33,,-7,,48,,182,,128,,0,,1,,0,,4,,14,,0,,0,,0,,147,,0.034
Cody Franson,BUF,79,,5,,28,,33,,-20,,30,,282,,111,,0,,0,,N/A,,1,,17,,0,,0,,0,,115,,0.043
Vladimir Sobotka,STL,61,,9,,24,,33,,14,,72,,110,,28,,503,,310,,0.619,,1,,6,,0,,1,,1,,102,,0.088
Patrik Berglund,STL,78,,14,,18,,32,,10,,38,,88,,30,,373,,410,,0.476,,2,,2,,0,,0,,2,,144,,0.097
Justin Faulk,CAR,76,,5,,27,,32,,-9,,37,,94,,102,,0,,0,,N/A,,2,,6,,0,,1,,1,,152,,0.033
Andy Greene,NJD,82,,8,,24,,32,,3,,32,,87,,129,,0,,0,,N/A,,3,,10,,0,,2,,3,,134,,0.06
Ryan Garbutt,CHI,75,,17,,15,,32,,10,,106,,141,,47,,4,,6,,0.4,,0,,0,,2,,0,,1,,165,,0.103
Nick Spaling,TOR,71,,13,,19,,32,,2,,14,,42,,32,,88,,79,,0.527,,3,,3,,1,,0,,1,,85,,0.153
Ray Whitney,DAL,69,,9,,23,,32,,-6,,14,,14,,16,,1,,1,,0.5,,3,,12,,0,,0,,0,,124,,0.073
John Mitchell,COL,75,,11,,21,,32,,13,,36,,112,,51,,374,,374,,0.5,,3,,0,,0,,1,,2,,107,,0.103
Jake Gardiner,TOR,80,,10,,21,,31,,-3,,19,,108,,87,,0,,0,,N/A,,2,,9,,1,,0,,1,,136,,0.074
Nathan Gerbe,CAR,81,,16,,15,,31,,-6,,36,,53,,15,,2,,4,,0.333,,3,,4,,2,,0,,1,,221,,0.072
Alex Galchenyuk,MON,65,,13,,18,,31,,-12,,26,,49,,25,,5,,10,,0.333,,3,,7,,0,,0,,2,,110,,0.118
T.J. Brodie,CGY,81,,4,,27,,31,,0,,20,,58,,130,,0,,0,,N/A,,1,,6,,0,,2,,2,,104,,0.038
Kyle Palmieri,NJD,71,,14,,17,,31,,9,,38,,96,,31,,9,,14,,0.391,,0,,0,,0,,0,,4,,147,,0.095
Eric Fehr,PIT,73,,13,,18,,31,,0,,32,,81,,33,,196,,230,,0.46,,0,,1,,0,,1,,2,,137,,0.095
Dion Phaneuf,TOR,80,,8,,23,,31,,2,,144,,227,,156,,0,,1,,0,,2,,9,,0,,1,,0,,145,,0.055
Nick Leddy,NYI,82,,7,,24,,31,,10,,10,,52,,45,,0,,0,,N/A,,4,,6,,0,,0,,1,,123,,0.057
Matthew Carle,TAM,82,,2,,29,,31,,11,,28,,46,,161,,0,,1,,0,,1,,6,,0,,0,,0,,115,,0.017
Charlie Coyle,MIN,70,,12,,18,,30,,-7,,33,,108,,37,,192,,266,,0.419,,2,,1,,0,,0,,2,,135,,0.089
Marian Gaborik,LOS,41,,11,,19,,30,,7,,10,,15,,10,,0,,2,,0,,1,,6,,0,,0,,0,,103,,0.107
Hampus Lindholm,ANA,78,,6,,24,,30,,29,,36,,54,,61,,0,,1,,0,,1,,3,,0,,0,,1,,116,,0.052
Jiri Tlusty,NJD,68,,16,,14,,30,,2,,22,,88,,38,,3,,12,,0.2,,0,,1,,2,,0,,5,,131,,0.122
Daniel Winnik,TOR,76,,6,,24,,30,,6,,23,,61,,62,,85,,111,,0.434,,0,,0,,2,,2,,2,,115,,0.052
Rich Peverley,DAL,62,,7,,23,,30,,-3,,15,,27,,42,,348,,231,,0.601,,0,,3,,1,,1,,2,,122,,0.057
Toby Enstrom,WPG,82,,10,,20,,30,,-9,,56,,37,,142,,1,,0,,1,,4,,9,,0,,0,,3,,106,,0.094
Dwight King,LOS,77,,15,,15,,30,,16,,18,,114,,17,,2,,3,,0.4,,0,,1,,2,,0,,3,,111,,0.135
Eric Gelinas,NJD,60,,7,,22,,29,,-3,,22,,99,,20,,0,,0,,N/A,,5,,12,,0,,0,,2,,124,,0.056
Zack Kassian,MON,73,,14,,15,,29,,-4,,124,,91,,6,,6,,15,,0.286,,1,,0,,0,,0,,2,,91,,0.154
Saku Koivu,ANA,65,,11,,18,,29,,3,,46,,29,,30,,538,,529,,0.504,,0,,0,,1,,3,,1,,81,,0.136
Boone Jenner,COB,72,,16,,13,,29,,6,,45,,212,,37,,14,,16,,0.467,,4,,3,,0,,0,,5,,127,,0.126
Kris Russell,CGY,68,,7,,22,,29,,-11,,15,,42,,201,,0,,0,,N/A,,4,,8,,0,,1,,1,,109,,0.064
Erik Cole,DET,75,,16,,13,,29,,-17,,20,,89,,21,,19,,22,,0.463,,3,,4,,0,,0,,4,,139,,0.115
Sean Bergenheim,MIN,62,,16,,13,,29,,-16,,40,,111,,18,,2,,2,,0.5,,3,,1,,0,,0,,3,,190,,0.084
Patrick Maroon,ANA,62,,11,,18,,29,,11,,101,,124,,16,,7,,8,,0.467,,1,,3,,0,,0,,3,,93,,0.118
Olli Maatta,PIT,78,,9,,20,,29,,8,,14,,41,,112,,0,,0,,N/A,,3,,3,,1,,0,,1,,119,,0.076
Martin Erat,ARI,70,,3,,26,,29,,5,,28,,75,,25,,97,,116,,0.455,,0,,4,,0,,0,,0,,53,,0.057
Jacob Trouba,WPG,65,,10,,19,,29,,4,,43,,95,,132,,0,,0,,N/A,,0,,3,,1,,0,,1,,121,,0.083
Antoine Roussel,DAL,81,,14,,15,,29,,-1,,209,,146,,49,,19,,25,,0.432,,0,,0,,0,,2,,2,,113,,0.124
Tyler Toffoli,LOS,62,,12,,17,,29,,21,,10,,57,,8,,2,,7,,0.222,,1,,3,,0,,0,,5,,124,,0.097
Andre Benoit,STL,79,,7,,21,,28,,2,,26,,58,,119,,0,,0,,N/A,,1,,7,,0,,1,,2,,113,,0.062
Matt Cooke,MIN,82,,10,,18,,28,,8,,54,,190,,61,,10,,16,,0.385,,0,,2,,1,,1,,3,,104,,0.096
Joe Colborne,CGY,80,,10,,18,,28,,-17,,34,,129,,33,,214,,227,,0.485,,1,,3,,0,,0,,1,,80,,0.125
Andrew MacDonald,PHI,82,,4,,24,,28,,-22,,50,,69,,242,,0,,0,,N/A,,2,,9,,0,,1,,2,,92,,0.043
Tomas Fleischmann,MON,80,,8,,20,,28,,-18,,22,,59,,11,,5,,13,,0.278,,2,,5,,0,,1,,1,,188,,0.043
Justin Abdelkader,DET,70,,10,,18,,28,,2,,31,,172,,31,,23,,32,,0.418,,1,,2,,0,,0,,3,,147,,0.068
Jonathan Huberdeau,FLA,69,,9,,19,,28,,-5,,37,,73,,23,,5,,6,,0.455,,2,,3,,0,,0,,1,,108,,0.083
Dany Heatley,FLA,76,,12,,16,,28,,-18,,18,,33,,30,,7,,10,,0.412,,4,,6,,0,,0,,2,,110,,0.109
Marcus Kruger,CHI,81,,8,,20,,28,,6,,36,,22,,70,,438,,335,,0.567,,0,,0,,0,,1,,2,,96,,0.083
Tom Gilbert,MON,73,,3,,25,,28,,-5,,18,,59,,95,,0,,0,,N/A,,2,,4,,0,,0,,1,,93,,0.032
Mike Santorelli,ANA,49,,10,,18,,28,,9,,6,,23,,44,,215,,204,,0.513,,0,,0,,0,,2,,3,,91,,0.11
Ryan Ellis,NAS,80,,6,,21,,27,,9,,24,,57,,97,,0,,0,,N/A,,0,,6,,0,,0,,2,,123,,0.049
Devin Setoguchi,TOR,75,,11,,16,,27,,-7,,22,,143,,37,,5,,15,,0.25,,2,,1,,0,,0,,3,,129,,0.085
Jarret Stoll,NYR,78,,8,,19,,27,,9,,48,,202,,60,,678,,561,,0.547,,1,,3,,0,,1,,0,,109,,0.073
Teemu Selanne,ANA,64,,9,,18,,27,,8,,12,,15,,8,,46,,60,,0.434,,4,,4,,0,,0,,3,,111,,0.081
Max Talbot,BOS,81,,8,,19,,27,,5,,45,,116,,46,,100,,125,,0.444,,0,,1,,1,,0,,1,,124,,0.065
Dustin Brown,LOS,79,,15,,12,,27,,7,,66,,246,,12,,6,,13,,0.316,,1,,3,,0,,0,,2,,195,,0.077
Morgan Rielly,TOR,73,,2,,25,,27,,-13,,12,,96,,92,,0,,0,,N/A,,1,,11,,0,,0,,0,,96,,0.021
Cory Conacher,VAN,79,,7,,19,,26,,1,,50,,51,,27,,9,,5,,0.643,,1,,0,,0,,0,,2,,100,,0.07
Niklas Hjalmarsson,CHI,81,,4,,22,,26,,11,,34,,39,,157,,0,,0,,N/A,,0,,0,,1,,3,,1,,98,,0.041
Brock Nelson,NYI,72,,14,,12,,26,,-10,,12,,74,,38,,191,,260,,0.424,,3,,4,,0,,0,,1,,132,,0.106
Fedor Tyutin,COB,69,,4,,22,,26,,6,,44,,91,,89,,0,,0,,N/A,,1,,8,,0,,2,,0,,87,,0.046
Lars Eller,MON,77,,12,,14,,26,,-15,,68,,130,,58,,521,,458,,0.532,,2,,1,,1,,1,,3,,137,,0.088
Jared Spurgeon,MIN,67,,5,,21,,26,,15,,16,,80,,107,,0,,0,,N/A,,2,,5,,0,,0,,1,,91,,0.055
Chris Stewart,ANA,63,,15,,11,,26,,0,,118,,80,,9,,12,,23,,0.343,,3,,3,,0,,0,,3,,110,,0.136
Michael Grabner,TOR,64,,12,,14,,26,,-10,,12,,68,,25,,7,,8,,0.467,,0,,0,,3,,0,,2,,137,,0.088
Brandon Sutter,VAN,81,,13,,13,,26,,-9,,12,,69,,40,,549,,601,,0.477,,2,,3,,3,,0,,1,,144,,0.09
Gabriel Bourque,NAS,74,,9,,17,,26,,-5,,8,,70,,34,,0,,1,,0,,0,,1,,0,,0,,1,,108,,0.083
Ben Smith,SAN,75,,14,,12,,26,,3,,2,,40,,58,,200,,194,,0.508,,1,,1,,0,,0,,2,,90,,0.156
Ryane Clowe,NJD,43,,7,,19,,26,,-10,,33,,82,,19,,1,,2,,0.333,,3,,5,,0,,0,,1,,74,,0.095
Dainius Zubrus,SAN,82,,13,,13,,26,,1,,46,,107,,39,,216,,208,,0.509,,0,,0,,0,,0,,1,,121,,0.107
Lauri Korpikoski,EDM,64,,9,,16,,25,,-7,,24,,136,,38,,5,,12,,0.294,,1,,1,,0,,3,,0,,109,,0.083
Damien Brunner,NJD,60,,11,,14,,25,,-11,,26,,15,,5,,1,,7,,0.125,,4,,6,,0,,1,,1,,110,,0.1
Daniel Briere,COL,69,,13,,12,,25,,1,,30,,23,,11,,171,,179,,0.489,,4,,2,,0,,0,,1,,118,,0.11
Dougie Hamilton,CGY,64,,7,,18,,25,,22,,40,,73,,53,,0,,0,,N/A,,2,,4,,0,,0,,1,,114,,0.061
Brandon Pirri,FLA,49,,13,,12,,25,,6,,8,,24,,15,,204,,250,,0.449,,3,,3,,0,,0,,0,,80,,0.163
Tomas Hertl,SAN,37,,15,,10,,25,,11,,4,,39,,13,,29,,22,,0.569,,3,,0,,0,,0,,3,,98,,0.153
Seth Jones,NAS,77,,6,,19,,25,,-23,,24,,55,,99,,0,,0,,N/A,,2,,7,,0,,0,,2,,100,,0.06
Marcel Goc,STL,74,,11,,14,,25,,-7,,35,,119,,43,,658,,575,,0.534,,0,,2,,0,,0,,1,,117,,0.094
Nick Holden,COL,54,,10,,15,,25,,12,,22,,118,,57,,0,,0,,N/A,,2,,5,,0,,1,,2,,66,,0.152
Brenden Morrow,TAM,71,,13,,12,,25,,1,,76,,110,,20,,9,,20,,0.31,,4,,3,,0,,0,,3,,56,,0.232
Trevor Daley,CHI,67,,9,,16,,25,,10,,38,,42,,98,,0,,0,,N/A,,1,,3,,0,,0,,3,,107,,0.084
Curtis Glencross,COL,38,,12,,12,,24,,-11,,12,,59,,27,,14,,27,,0.341,,3,,5,,0,,0,,2,,77,,0.156
Kyle Brodziak,STL,81,,8,,16,,24,,0,,61,,73,,41,,590,,633,,0.482,,0,,1,,1,,0,,1,,115,,0.07
Aleksander Barkov,FLA,54,,8,,16,,24,,-3,,10,,16,,27,,400,,419,,0.488,,3,,3,,0,,0,,1,,87,,0.092
Dan Girardi,NYR,81,,5,,19,,24,,6,,16,,191,,174,,0,,0,,N/A,,1,,2,,0,,2,,0,,100,,0.05
Steve Downie,ARI,62,,4,,20,,24,,1,,106,,70,,18,,4,,3,,0.571,,3,,3,,0,,0,,1,,88,,0.045
Tuomo Ruutu,NJD,76,,8,,16,,24,,-18,,44,,216,,34,,14,,23,,0.378,,3,,0,,0,,0,,2,,105,,0.076
Matt Calvert,COB,56,,9,,15,,24,,-1,,53,,111,,29,,3,,6,,0.333,,2,,2,,0,,0,,1,,90,,0.1
Nail Yakupov,EDM,63,,11,,13,,24,,-33,,36,,64,,23,,0,,0,,N/A,,4,,2,,0,,0,,1,,122,,0.09
Kevin Bieksa,ANA,76,,4,,20,,24,,-8,,104,,144,,130,,1,,0,,1,,1,,7,,0,,0,,1,,167,,0.024
Riley Nash,CAR,73,,10,,14,,24,,0,,29,,81,,22,,306,,360,,0.459,,1,,2,,0,,1,,3,,86,,0.116
Matt Beleskey,BOS,55,,9,,15,,24,,8,,64,,132,,24,,8,,10,,0.444,,0,,4,,0,,1,,2,,112,,0.08
Matt Nieto,SAN,66,,10,,14,,24,,-4,,16,,7,,45,,3,,8,,0.273,,1,,3,,0,,0,,2,,124,,0.081
Jake Muzzin,LOS,76,,5,,19,,24,,8,,58,,169,,82,,0,,0,,N/A,,1,,4,,0,,0,,0,,175,,0.029
Riley Sheahan,DET,42,,9,,15,,24,,8,,6,,25,,16,,251,,261,,0.49,,2,,3,,0,,0,,1,,59,,0.153
Marc-Edouard Vlasic,SAN,81,,5,,19,,24,,31,,38,,51,,150,,0,,0,,N/A,,0,,1,,1,,1,,0,,138,,0.036
Steve Ott,STL,82,,9,,14,,23,,-38,,92,,246,,35,,494,,423,,0.539,,6,,2,,0,,0,,1,,127,,0.071
Jakob Silfverberg,ANA,52,,10,,13,,23,,2,,12,,31,,20,,1,,11,,0.083,,1,,0,,2,,0,,1,,119,,0.084
Vernon Fiddler,DAL,76,,6,,17,,23,,3,,37,,45,,52,,513,,469,,0.522,,0,,1,,0,,2,,1,,109,,0.055
Patrick Wiercioch,OTT,53,,4,,19,,23,,-1,,20,,54,,48,,0,,2,,0,,3,,9,,0,,0,,0,,97,,0.041
Johnny Boychuk,NYI,75,,5,,18,,23,,31,,45,,158,,151,,0,,0,,N/A,,0,,0,,0,,3,,1,,142,,0.035
Brad Richardson,ARI,73,,11,,12,,23,,1,,39,,63,,52,,533,,433,,0.552,,1,,0,,2,,1,,2,,85,,0.129
Shawn Matthias,TOR,77,,12,,11,,23,,-3,,26,,93,,29,,183,,250,,0.423,,0,,0,,0,,0,,0,,127,,0.094
Ryan Smyth,EDM,72,,10,,13,,23,,-18,,44,,58,,29,,91,,91,,0.5,,5,,2,,0,,0,,1,,129,,0.078
Danny DeKeyser,DET,65,,4,,19,,23,,10,,30,,64,,116,,0,,0,,N/A,,1,,3,,1,,0,,0,,84,,0.048
Marc Methot,OTT,75,,6,,17,,23,,0,,28,,181,,110,,0,,0,,N/A,,0,,3,,0,,0,,1,,117,,0.051
Michael Raffl,PHI,68,,9,,13,,22,,2,,28,,113,,44,,52,,41,,0.559,,0,,0,,0,,0,,3,,101,,0.089
Thomas Hickey,NYI,82,,4,,18,,22,,5,,34,,72,,132,,0,,0,,N/A,,0,,1,,0,,1,,0,,96,,0.042
Alexander Edler,VAN,63,,7,,15,,22,,-39,,50,,112,,136,,2,,1,,0.667,,4,,8,,0,,0,,0,,178,,0.039
Sergei Gonchar,PIT,76,,2,,20,,22,,-12,,20,,71,,81,,0,,0,,N/A,,1,,13,,0,,0,,1,,89,,0.022
Kris Letang,PIT,37,,11,,11,,22,,-8,,16,,43,,51,,0,,0,,N/A,,6,,6,,0,,0,,1,,108,,0.102
Zack Smith,OTT,82,,13,,9,,22,,-9,,111,,175,,28,,680,,611,,0.527,,0,,1,,1,,1,,4,,154,,0.084
Martin Havlat,STL,48,,12,,10,,22,,14,,10,,9,,14,,0,,4,,0,,1,,1,,0,,0,,2,,72,,0.167
Tyler Myers,WPG,62,,9,,13,,22,,-26,,58,,107,,81,,0,,0,,N/A,,3,,6,,0,,0,,0,,99,,0.091
Zemgus Girgensons,BUF,70,,8,,14,,22,,-6,,14,,161,,43,,100,,140,,0.417,,0,,0,,1,,1,,1,,115,,0.07
David Moss,ARI,79,,8,,14,,22,,-1,,18,,120,,49,,21,,30,,0.412,,0,,2,,0,,0,,1,,151,,0.053
Andrej Meszaros,COL,52,,7,,15,,22,,5,,40,,67,,64,,0,,0,,N/A,,1,,1,,0,,0,,0,,84,,0.083
Andrei Loktionov,CAR,68,,7,,15,,22,,-2,,14,,33,,15,,154,,215,,0.417,,2,,4,,0,,0,,2,,78,,0.09
Radko Gudas,PHI,73,,3,,19,,22,,2,,152,,273,,138,,0,,0,,N/A,,1,,3,,0,,0,,1,,114,,0.026
Dan Hamhuis,VAN,79,,5,,17,,22,,13,,26,,87,,130,,0,,0,,N/A,,0,,3,,0,,0,,0,,150,,0.033
Patrick Dwyer,ARI,75,,8,,14,,22,,-2,,14,,107,,48,,9,,15,,0.375,,0,,0,,2,,0,,2,,134,,0.06
Alec Martinez,LOS,61,,11,,11,,22,,17,,14,,96,,75,,0,,0,,N/A,,3,,5,,0,,0,,2,,79,,0.139
Michael Stone,ARI,70,,8,,13,,21,,-10,,38,,153,,114,,0,,0,,N/A,,2,,4,,0,,1,,1,,105,,0.076
Justin Fontaine,MIN,66,,13,,8,,21,,6,,26,,9,,23,,2,,0,,1,,1,,1,,0,,0,,1,,79,,0.165
Dennis Wideman,CGY,46,,4,,17,,21,,-15,,18,,62,,75,,0,,0,,N/A,,2,,2,,0,,1,,0,,102,,0.039
Elias Lindholm,CAR,58,,9,,12,,21,,-14,,4,,51,,17,,106,,123,,0.463,,4,,3,,0,,0,,2,,70,,0.129
Paul Byron,MON,47,,7,,14,,21,,6,,27,,63,,10,,7,,25,,0.219,,2,,1,,1,,3,,1,,46,,0.152
Sami Vatanen,ANA,48,,6,,15,,21,,9,,22,,66,,47,,0,,0,,N/A,,2,,5,,0,,0,,0,,73,,0.082
Paul Gaustad,NAS,75,,10,,11,,21,,-6,,61,,122,,55,,696,,504,,0.58,,0,,0,,0,,0,,0,,74,,0.135
Boyd Gordon,ARI,74,,8,,13,,21,,-15,,20,,27,,89,,843,,649,,0.565,,1,,3,,1,,1,,1,,80,,0.1
Eric Nystrom,NAS,79,,15,,6,,21,,-25,,60,,154,,35,,2,,8,,0.2,,0,,0,,1,,0,,1,,120,,0.125
Ryan Murray,COB,66,,4,,17,,21,,4,,10,,26,,97,,0,,0,,N/A,,3,,4,,0,,1,,0,,62,,0.065
Gregory Campbell,COB,82,,8,,13,,21,,1,,47,,134,,46,,358,,391,,0.478,,0,,1,,1,,1,,2,,84,,0.095
Nikolay Kulemin,NYI,70,,9,,11,,20,,-4,,24,,153,,63,,38,,70,,0.352,,0,,0,,0,,0,,4,,81,,0.111
Darren Helm,DET,42,,12,,8,,20,,2,,14,,73,,16,,269,,279,,0.491,,1,,0,,2,,0,,3,,83,,0.145
Pascal Dupuis,PIT,39,,7,,13,,20,,6,,8,,68,,29,,2,,4,,0.333,,0,,0,,0,,0,,0,,97,,0.072
Rob Klinkhammer,EDM,72,,11,,9,,20,,6,,19,,168,,7,,1,,5,,0.167,,1,,0,,0,,0,,1,,103,,0.107
Kyle Chipchura,ARI,80,,5,,15,,20,,3,,45,,116,,9,,176,,155,,0.532,,0,,0,,0,,0,,0,,46,,0.109
Jannik Hansen,VAN,71,,11,,9,,20,,-9,,43,,99,,22,,12,,17,,0.414,,0,,1,,1,,0,,3,,112,,0.098
James Sheppard,COB,67,,4,,16,,20,,3,,35,,105,,34,,105,,128,,0.451,,0,,1,,0,,0,,0,,84,,0.048
Jordie Benn,DAL,78,,3,,17,,20,,16,,30,,118,,122,,1,,0,,1,,1,,1,,0,,1,,0,,91,,0.033
Shawn Horcoff,ANA,77,,7,,13,,20,,1,,52,,63,,29,,209,,208,,0.501,,4,,0,,1,,0,,0,,68,,0.103
Marcus Foligno,BUF,74,,7,,12,,19,,-17,,82,,206,,43,,146,,155,,0.485,,0,,1,,1,,0,,3,,79,,0.089
Matt Irwin,BOS,62,,2,,17,,19,,5,,35,,62,,93,,0,,1,,0,,1,,5,,0,,0,,0,,147,,0.014
Brendan Smith,DET,71,,5,,14,,19,,-2,,68,,57,,69,,0,,0,,N/A,,1,,0,,0,,0,,0,,90,,0.056
Jakub Kindl,DET,66,,2,,17,,19,,-4,,24,,57,,42,,0,,0,,N/A,,0,,7,,0,,0,,0,,93,,0.022
Cal Clutterbuck,NYI,73,,12,,7,,19,,-9,,50,,270,,14,,7,,9,,0.438,,0,,0,,3,,1,,1,,172,,0.07
Nathan Horton,TOR,36,,5,,14,,19,,-3,,24,,53,,14,,1,,0,,1,,2,,2,,0,,0,,2,,48,,0.104
J.T. Brown,TAM,63,,4,,15,,19,,-9,,6,,70,,32,,7,,15,,0.318,,0,,2,,0,,1,,0,,113,,0.035
David Booth,FLA,66,,9,,10,,19,,1,,18,,121,,17,,13,,10,,0.565,,0,,1,,0,,0,,0,,117,,0.077
Dmitry Kulikov,FLA,81,,8,,11,,19,,-26,,66,,125,,92,,0,,0,,N/A,,2,,3,,1,,0,,0,,127,,0.063
Jonas Brodin,MIN,79,,8,,11,,19,,0,,22,,33,,117,,0,,0,,N/A,,3,,4,,0,,0,,0,,74,,0.108
Jimmy Hayes,BOS,55,,11,,7,,18,,-5,,18,,115,,19,,11,,19,,0.367,,3,,1,,0,,0,,0,,72,,0.153
Matt Bartkowski,VAN,64,,0,,18,,18,,22,,30,,155,,56,,0,,0,,N/A,,0,,0,,0,,0,,0,,91,,0
Travis Hamonic,NYI,69,,3,,15,,18,,2,,68,,93,,132,,0,,0,,N/A,,2,,1,,0,,0,,0,,134,,0.022
Viktor Stalberg,NYR,70,,8,,10,,18,,-14,,32,,55,,25,,1,,2,,0.333,,0,,0,,0,,0,,1,,114,,0.07
Ryan Strome,NYI,37,,7,,11,,18,,-1,,8,,29,,8,,165,,209,,0.441,,4,,3,,0,,0,,1,,89,,0.079
Karl Alzner,WAS,82,,2,,16,,18,,-7,,26,,73,,158,,0,,0,,N/A,,0,,1,,0,,2,,1,,95,,0.021
Mark Arcobello,TOR,41,,4,,14,,18,,-7,,8,,78,,23,,206,,198,,0.51,,1,,2,,0,,0,,1,,70,,0.057
Ben Lovejoy,PIT,78,,5,,13,,18,,21,,39,,215,,150,,0,,0,,N/A,,0,,1,,0,,0,,2,,107,,0.047
Nikita Kucherov,TAM,52,,9,,9,,18,,3,,14,,15,,19,,1,,0,,1,,3,,1,,0,,0,,3,,102,,0.088
Jesse Winchester,COL,52,,9,,9,,18,,-2,,38,,65,,21,,63,,67,,0.485,,1,,0,,0,,0,,2,,100,,0.09
Dominic Moore,NYR,73,,6,,12,,18,,0,,18,,62,,24,,354,,294,,0.546,,0,,0,,1,,2,,1,,96,,0.063
Andrew Ference,EDM,71,,3,,15,,18,,-18,,63,,135,,108,,2,,1,,0.667,,0,,2,,0,,0,,1,,77,,0.039
Derek MacKenzie,FLA,71,,9,,9,,18,,0,,47,,241,,32,,256,,241,,0.515,,0,,0,,2,,1,,0,,70,,0.129
Chris Kelly,BOS,57,,9,,9,,18,,2,,32,,72,,29,,283,,296,,0.489,,0,,0,,1,,0,,0,,69,,0.13
Brian Boyle,TAM,82,,6,,12,,18,,1,,56,,154,,54,,306,,272,,0.529,,1,,1,,0,,2,,1,,137,,0.044
Daniel Paille,CHI,72,,9,,9,,18,,9,,6,,70,,30,,11,,6,,0.647,,0,,0,,1,,0,,1,,71,,0.127
Colin McDonald,PHI,70,,8,,10,,18,,-22,,34,,217,,15,,7,,8,,0.467,,0,,0,,0,,0,,0,,96,,0.083
Francois Beauchemin,COL,70,,4,,13,,17,,26,,39,,112,,171,,0,,0,,N/A,,1,,1,,0,,1,,1,,100,,0.04
Jeff Petry,MON,80,,7,,10,,17,,-22,,42,,181,,132,,0,,0,,N/A,,1,,1,,0,,0,,0,,96,,0.073
Andrew Desjardins,CHI,81,,3,,14,,17,,-8,,86,,103,,43,,371,,304,,0.55,,0,,0,,0,,0,,1,,95,,0.032
Colin Greening,OTT,76,,6,,11,,17,,-15,,41,,225,,30,,22,,37,,0.373,,2,,1,,0,,0,,1,,108,,0.056
Brian Gibbons,NYR,41,,5,,12,,17,,5,,6,,24,,19,,9,,13,,0.409,,1,,0,,0,,1,,0,,29,,0.172
Joakim Andersson,DET,65,,8,,9,,17,,-11,,12,,26,,25,,345,,326,,0.514,,0,,0,,0,,1,,1,,78,,0.103
Jan Hejda,CHI,78,,6,,11,,17,,8,,40,,170,,144,,0,,0,,N/A,,0,,0,,0,,0,,0,,75,,0.08
Eric Brewer,TOR,77,,4,,13,,17,,10,,59,,139,,99,,0,,0,,N/A,,0,,0,,0,,2,,2,,83,,0.048
T.J. Galiardi,WPG,62,,4,,13,,17,,-13,,21,,77,,43,,62,,93,,0.4,,0,,0,,1,,1,,0,,100,,0.04
Justin Braun,SAN,82,,4,,13,,17,,19,,20,,77,,146,,0,,0,,N/A,,1,,0,,0,,0,,1,,121,,0.033
