"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"kovalal7320122013","Alex.Kovalev","R","FLA",14,20122013,39,"1.000","1.000",2,3,5,0.55,0.82,1.36,-1,58.62,102.02,9.52,18.76,15.72,9,10.77,50,39.23,0,35,35,9.54,9.54,19.08,16.04,56.44,40.4,21,92,71,25.08,19.36,44.44,23,16.12,42.5,65,221,156,60.25,42.53,102.78,53.85,13,5,44,16.28,58.99,42.71,50,164,114,44.71,31.08,75.79,72.56,10,31,11.07,55.87,44.79,25,32.44,25.63,119,94,21,39.74,17.54,29.17,33.33,2.73,1.64,10,6,4,62.5,6.45,8.4,6.1,93.62,94.74,39.13,1,2,69.63,94,56,41,7,23,2,1,19,4,3,3,2,-0.27,220.09,627.69,25.96,17.76,17.48,48.42,49.44,50.28,53.55,54.49,55.73
"kovalil8320122013","Ilya.Kovalchuk","LR","N.J",37,20122013,29,"11.000","6.667",11,20,31,0.73,1.32,2.04,1,58.73,99.75,8.94,21.5,24.59,29,3.58,58.45,54.87,48,166,118,10.95,7.78,18.73,5.7,56.74,51.04,100,421,321,27.76,21.17,48.93,104,6.8,51.92,263,885,622,58.36,41.02,99.38,52.32,57,12,238,7.12,58.79,51.67,195,652,457,43,30.14,73.13,71.01,58,181,4.46,56.12,51.66,101,30.53,23.87,463,362,123,41.8,20.79,13.29,42.27,3.3,2.64,50,40,10,55.56,6.08,10.8,7.67,88.95,91.25,35.71,7,15,62.84,394,263,233,13,35,11,9,112,41,10,8,9,0.07,909.84,1346.64,40.32,17.78,17.85,52.89,49.66,49.95,44.49,54.48,55.22
"kreidch9120122013","Chris.Kreider","L","NYR",31,20122013,21,"0.900","0.800",3,2,5,0.57,0.38,0.95,1,44.61,102.19,11.11,8.72,10.21,8,-24.35,29.33,53.68,-31,22,53,4.17,10.05,14.22,-14.11,39.09,53.19,-43,77,120,14.6,22.76,37.36,23,-5.64,50.25,-58,240,298,45.51,56.51,102.03,51.25,9,9,51,-5.69,45.36,51.06,-36,176,212,33.38,40.2,73.58,69.89,15,42,-6.33,45.39,51.72,-25,23.33,28.07,123,148,27,50.34,30.19,0.61,51.77,2.09,1.9,11,10,1,52.38,7.14,8.94,6.25,93.24,95.28,38.1,0,1,61.43,86,94,54,58,29,2,0,24,3,2,3,4,0.19,316.39,1583.18,16.66,17.26,16.8,49.28,51.15,53.43,54.99,55.12,52.64
"krejcda8620122013","David.Krejci","C","BOS",69,20122013,26,"5.250","5.250",19,40,59,0.84,1.77,2.61,-9,55.53,102.15,12.75,10.76,19.67,84,2.99,53.39,50.4,34,268,234,11.85,10.35,22.2,2.64,54.32,51.68,114,716,602,31.66,26.62,58.27,167,4.42,51.11,295,1482,1187,65.53,52.48,118.01,51.55,55,44,258,2.85,54.34,51.48,169,1059,890,46.82,39.35,86.17,72.14,54,203,2.77,54.15,51.38,117,33.78,28.61,764,647,149,45.49,27.3,6.26,53.59,3.49,2.34,79,53,26,59.85,9.36,10.34,7.46,91.81,94.04,51.59,510,474,56.99,477,441,360,80,98,25,15,130,42,37,17,8,-0.4,1357.03,2971.69,31.35,19,17.95,54.91,49.6,63.11,51.82,54.52,55.41
"kronwni8120122013","Niklas.Kronwall","D","DET",62,20122013,31,"4.500","4.750",5,26,31,0.2,1.02,1.22,-10,54.4,100.15,6.17,-1.34,24.61,8,3.81,54.63,50.81,52,307,255,12.07,10.03,22.1,3.34,53.91,50.57,105,724,619,28.47,24.34,52.81,56,2.48,51.92,235,1454,1219,57.17,47.93,105.11,51.86,89,113,225,2.37,54.05,51.68,165,1101,936,43.29,36.8,80.1,68.48,55,136,0.45,51.36,50.92,40,29.65,28.08,754,714,81,41.43,23.72,0.8,50.94,2.91,2.71,74,69,5,51.75,3.68,9.81,6.72,90.34,92.63,40,0,0,52.97,597,469,530,68,74,10,16,76,30,15,22,12,-0.39,1525.88,2259.31,40.31,17.36,17.92,53.64,50.7,55.39,47.88,53.92,52.43
"krugema9020122013","Marcus.Kruger","C","CHI",70,20122013,22,"0.900","0.735",7,11,18,0.42,0.67,1.09,-4,43.85,99.12,9.09,-38.22,14.17,33,-16.82,37.96,54.78,-66,104,170,6.29,10.28,16.57,-13.27,42.37,55.64,-111,308,419,18.63,25.34,43.97,71,-12.37,56.22,-216,770,986,46.58,59.64,106.22,54.55,25,46,118,-11.25,45.25,56.5,-120,571,691,34.54,41.8,76.34,73.56,16,93,-11.74,45.11,56.85,-91,25.4,30.91,420,511,77,48.17,26.05,-22.06,64.31,1.81,2.48,30,41,-11,42.25,7.53,7.14,5.25,91.98,94.07,43.73,299,383,26.75,237,264,649,24,127,6,5,70,8,34,13,9,-0.24,991.94,3395.93,22.61,17.05,17.09,52.87,50.29,54.17,48.29,53.24,52.63
"krugxto9120122013","Torey.Krug","D","BOS",16,20122013,21,"0.925","0.917",4,3,7,0.95,0.71,1.66,1,58.97,103.8,11.76,33.73,15.82,3,13.58,62.5,48.92,22,55,33,13.04,7.82,20.86,14.9,60.62,45.72,48,137,89,32.47,21.09,53.56,23,13.74,45.23,87,286,199,67.78,47.16,114.95,55.94,26,20,70,16.98,61.73,44.76,84,221,137,52.38,32.47,84.85,72.4,10,44,15.15,61.3,46.15,59,37.92,23.94,160,101,34,49.25,26.28,19.72,53.97,3.32,1.19,14,5,9,73.68,9.09,8.75,6.33,95.05,96.35,40,0,0,74.58,88,65,30,19,23,2,1,30,3,1,0,1,0.24,253.16,843.89,23.08,15.57,16.81,53.7,49.74,61.66,53.17,53.66,54.21
"kubaxfi7620122013","Filip.Kuba","D","FLA",44,20122013,35,"3.800","4.000",1,9,10,0.06,0.58,0.64,-7,43.27,96.88,2,-13.41,21.19,4,-3.73,43.18,46.92,-48,152,200,9.78,12.87,22.65,-5.65,43.36,49,-106,346,452,22.26,29.08,51.34,20,-7.67,50.95,-226,727,953,46.78,61.32,108.09,58.05,16,69,82,-6.45,43.85,50.31,-159,567,726,36.48,46.71,83.19,74.43,16,66,-4.54,44.99,49.53,-94,27.15,33.2,422,516,50,45.86,28.93,-4.74,41.21,1.99,3.47,31,54,-23,36.47,1.52,7.35,5.47,89.53,92.56,40,0,0,45.65,283,308,337,37,40,4,5,49,17,14,11,4,-0.45,932.53,1737.54,34.93,16.76,17.6,49.12,49.59,51.61,53.44,54.04,54.93
"kulemni8620122013","Nikolay.Kulemin","LR","TOR",55,20122013,26,"2.600","2.800",7,17,24,0.46,1.11,1.57,-2,38.66,98.84,8.64,-11.21,16.68,43,-7.82,40.61,48.42,-62,134,196,8.76,12.82,21.58,-8.69,39.55,48.24,-178,337,515,22.04,33.68,55.72,92,-8.33,46.99,-397,677,1074,44.28,70.24,114.52,52.14,31,53,149,-7.03,39.75,46.78,-261,506,767,33.09,50.17,83.26,69.76,37,118,-7.71,39.49,47.2,-188,23.09,35.38,353,541,81,49.63,29.47,-22.15,59.15,2.42,4.12,37,63,-26,37,5.93,10.48,7.31,88.35,91.79,46,15,15,35.99,208,397,370,151,77,11,6,74,15,34,10,8,-0.13,917.37,2422.86,27.46,18.33,17.9,47.26,51.44,53.03,59.17,56.91,53.73
"kulikdm9020122013","Dmitry.Kulikov","D","FLA",34,20122013,21,"2.000","2.500",3,7,10,0.25,0.59,0.84,-3,51.46,100.05,5.77,8.49,20.99,6,4.69,45.02,40.33,-29,131,160,11.02,13.45,24.47,5.01,47.49,42.48,-31,293,324,24.64,27.24,51.88,23,4.98,46.47,36,636,600,53.48,50.45,103.93,55.35,36,49,112,5.13,50.91,45.78,17,475,458,39.94,38.51,78.45,74.11,24,76,3.56,49.86,46.3,-2,29.6,29.77,352,354,52,41,22.71,21.21,28.79,2.86,2.86,34,34,0,50,3.95,9.66,7.16,90.4,92.58,40,0,0,60.31,269,242,177,84,99,3,4,49,23,9,11,8,-0.25,713.53,1353.3,34.52,16.59,17.56,48.96,49.82,51.64,53.84,53.99,54.38
"kundrto8920122013","Tomas.Kundratek","D","WSH",25,20122013,22,"0.600","0.579",1,6,7,0.15,0.89,1.04,1,46.32,100.3,4.35,5.19,16.19,5,5.42,52.59,47.17,7,71,64,10.53,9.49,20.01,1.44,50.87,49.43,6,176,170,26.09,25.2,51.3,23,-1.65,47.98,-53,334,387,49.52,57.37,106.89,50.6,28,23,63,-3.18,45.04,48.21,-52,236,288,34.99,42.7,77.68,71.61,12,35,-2.41,44.59,47,-41,25.05,31.13,169,210,23,45.74,27.08,-4.55,50,2.22,2.67,15,18,-3,45.45,2.86,8.88,6.36,91.43,93.75,40,0,0,51.38,130,143,123,21,53,3,3,22,10,5,4,5,0.15,404.72,1098.15,26.93,16.29,17.34,48.06,50.24,51.11,55.23,53.61,53.09
"kunitch7920122013","Chris.Kunitz","L","PIT",63,20122013,32,"3.725","3.725",27,35,62,1.41,1.83,3.25,0,62.93,105.76,18.62,19.78,18.18,82,19.29,62.76,43.47,122,300,178,15.72,9.33,25.05,19.64,64.72,45.08,363,798,435,41.81,22.79,64.61,172,19.58,43.35,585,1424,839,74.61,43.96,118.57,53.86,54,19,254,19.02,63.47,44.45,460,1084,624,56.8,32.7,89.49,70.76,55,200,17.4,62.41,45,305,40.19,24.21,767,462,145,44.93,25.96,27.94,47.06,5.19,1.73,99,33,66,75,13.5,12.91,9.13,92.86,94.71,41.94,5,6,62.84,531,428,314,146,81,21,14,118,23,19,14,14,0,1145.1,2724.46,29.59,19.14,17.94,52.29,50.73,58.97,53.81,56.01,54.4
"labripi8620122013","Pierre-Cedric.Labrie","L","T.B",19,20122013,26,"0.525","0.525",2,1,3,0.73,0.37,1.1,-3,48.3,103.47,12.5,-5.88,8.61,11,0,50,50,0,29,29,10.64,10.64,21.27,-4.94,42.19,47.13,-20,54,74,19.8,27.14,46.94,21,2.22,46.08,-9,128,137,46.94,50.24,97.19,50,7,6,35,3.87,49.51,45.64,-2,101,103,37.04,37.78,74.82,63.37,12,28,1.17,47.06,45.89,-8,23.47,26.41,64,72,16,47.45,30.1,26.26,40.4,1.47,0.73,4,2,2,66.67,7.14,6.25,3.96,97.22,98.06,41.67,2,2,42.47,31,63,42,40,21,1,0,14,5,3,5,2,-1.1,163.6,978.77,14.32,16.44,16.78,46.27,49.64,48.14,55.91,54.11,54.89
"laddxan8520122013","Andrew.Ladd","L","WPG",48,20122013,26,"4.500","4.400",18,28,46,1.15,1.79,2.93,-1,54.11,101.03,14.88,4.84,19.6,68,1.51,50.72,49.21,6,211,205,13.45,13.07,26.53,5.63,53.52,47.88,69,525,456,33.48,29.08,62.55,151,6,48.11,156,1027,871,65.48,55.54,121.02,52,46,26,227,5.8,53.64,47.84,103,759,656,48.4,41.83,90.22,70.36,60,181,6.53,53.61,47.08,72,34.05,29.46,534,462,121,46.96,29.57,14.82,41.14,3.89,3.06,61,48,13,55.96,9.94,11.42,8.04,89.61,92.68,50,29,25,52.84,335,345,299,98,69,14,14,103,16,25,6,5,-0.06,940.98,1970.56,32.32,19.48,18.07,51,50.03,59.05,56.73,54.6,54.53
"laichbr8320122013","Brooks.Laich","C","WSH",9,20122013,29,"4.000","4.500",1,3,4,0.41,1.22,1.63,-2,42.91,103.85,10,-19.89,16.38,8,-22.41,31.03,53.45,-22,18,40,7.32,16.28,23.6,-15.56,38.4,53.96,-29,48,77,19.53,31.33,50.87,14,-9.02,51.93,-38,115,153,46.8,62.26,109.06,45.22,14,6,29,-13.48,38.02,51.5,-46,73,119,29.71,48.43,78.13,71.23,5,15,-12.82,36.36,49.18,-39,21.16,37.03,52,91,10,40.52,23.53,-16.7,62.86,2.44,2.85,6,7,-1,46.15,6.67,11.54,8.22,92.31,94.12,48.51,41,40,37.25,38,66,64,14,13,2,1,9,5,2,3,1,-0.81,147.44,408.61,26.52,18.68,17.77,47.8,49.86,51.79,56.56,55.31,55.63
"lalonsh9020122013","Shawn.Lalonde","D","CHI",1,20122013,22,"0.525","0.570",0,0,0,0,0,0,0,61.9,116.67,NA,8.62,15.22,0,23.81,66.67,42.86,1,2,1,7.88,3.94,11.82,43.94,83.33,39.39,4,5,1,19.7,3.94,23.65,0,23.53,38.37,5,13,8,51.23,31.53,82.76,46.15,1,0,1,25.22,64.29,39.06,4,9,5,35.47,19.7,55.17,66.67,0,0,26.19,66.67,40.48,3,23.65,11.82,6,3,0,62.5,40,100,0,3.94,0,1,0,1,100,NA,16.67,11.11,100,100,40,0,0,50,8,2,8,3,0,0,0,0,0,1,0,0,0,15.22,44.76,25.38,14.09,16.82,51.16,51.29,51.16,48.83,51.77,49.18
"landean9120122013","Anton.Lander","C","EDM",11,20122013,21,"0.900","0.880",0,1,1,0,0.5,0.5,0,40.65,93.7,0,-0.08,10.87,3,-8.5,35.42,43.91,-14,17,31,8.53,15.56,24.1,-4.99,39.09,44.08,-24,43,67,21.59,33.63,55.22,9,-4.78,45.44,-40,87,127,43.67,63.75,107.43,44.83,4,2,16,-6.67,38.71,45.38,-35,60,95,30.12,47.69,77.81,65,1,12,-12.4,33.05,45.45,-40,19.58,39.66,39,79,11,37.8,16.84,-42.4,54.9,0.5,3.51,1,7,-6,12.5,0,2.56,1.67,91.14,92.63,46.67,27,28,48.21,27,28,29,7,12,1,0,11,7,5,1,1,0,119.53,551.22,17.82,16.79,16.72,45.05,49.64,48.09,58.65,52.38,53.15
"landega9220122013","Gabriel.Landeskog","L","COL",36,20122013,19,"0.925","0.925",9,8,17,0.77,0.68,1.45,2,52.05,98.27,8.26,6.06,19.49,43,6.41,50,43.59,0,132,132,11.29,11.29,22.58,5.8,50.82,45.02,10,311,301,26.6,25.75,52.35,99,6.86,45.18,54,686,632,58.67,54.06,112.73,55.69,35,32,179,7.37,52.4,45.03,47,513,466,43.88,39.86,83.74,74.46,35,144,8.36,53.35,44.99,48,32.67,28.57,382,334,109,47.15,28.33,7.79,40.6,2.57,2.74,30,32,-2,48.39,6.25,7.85,5.85,90.42,93.13,36.84,6,12,53.49,253,223,220,86,50,4,4,100,15,21,10,12,0.17,701.49,1492.45,31.97,18.22,17.8,49.73,50.61,55.33,55.94,53.39,52.1
"langeja7520122013","Jamie.Langenbrunner","R","STL",4,20122013,37,"1.250","1.250",0,1,1,0,1.56,1.56,0,46.81,107.14,0,-21.28,9.61,1,-10,40,50,-1,2,3,3.12,4.68,7.8,-20.32,37.5,57.82,-4,6,10,9.36,15.6,24.96,2,-10.75,57.56,-3,22,25,34.32,39,73.33,63.64,0,0,5,-9.81,47.06,56.87,-2,16,18,24.96,28.08,53.04,87.5,0,5,-3.36,56,59.36,3,21.84,17.16,14,11,5,56,38.89,56,44,1.56,0,1,0,1,100,0,7.14,6.25,100,100,33.33,0,4,44,11,15,14,4,2,0,1,5,1,0,0,0,0,38.46,202.69,15.95,16.35,17.28,51.83,48.5,52.01,48.33,50.47,53.59
"lapiema8520122013","Maxim.Lapierre","C","VAN",52,20122013,27,"1.000","1.000",4,6,10,0.36,0.55,0.91,-14,38.65,98.47,6.9,-38.64,12.67,31,-10.79,39.32,50.11,-44,81,125,7.38,11.39,18.77,-16.12,34.64,50.76,-157,177,334,16.13,30.43,46.55,56,-16.23,54.87,-238,405,643,36.9,58.58,95.48,53.83,20,20,102,-15.32,37.99,53.32,-189,299,488,27.24,44.46,71.7,72.91,24,82,-12.71,38.72,51.43,-127,19.86,31.43,218,345,58,46.35,29.3,-19.15,53.24,1.37,2.64,15,29,-14,34.09,4.88,6.88,5.02,91.59,94.06,49.32,282,286,20.28,101,194,397,129,44,5,1,54,14,15,18,4,-1.28,658.59,2538.19,20.6,16.83,16.82,50.63,49.27,53.21,51.88,52.07,53.6
"larosch8220122013","Chad.Larose","RL","CAR",35,20122013,30,"1.900","1.700",2,2,4,0.26,0.26,0.53,1,54,95.23,3.08,5.98,12.96,26,-0.85,47.06,47.91,-11,88,99,11.64,13.1,24.74,1.81,51.43,49.62,12,216,204,28.57,26.99,55.56,69,3.5,50.5,70,472,402,62.44,53.18,115.61,51.27,22,6,119,4.11,53.67,49.55,47,344,297,45.51,39.29,84.79,70.35,32,97,6.42,55.89,49.47,51,32.01,25.27,242,191,65,52.49,35.69,-6.88,43.92,1.32,2.25,10,17,-7,37.04,2.06,4.13,2.91,91.1,94.28,40.48,9,13,57.61,178,155,131,59,44,0,2,63,6,8,6,7,0.13,453.57,1656,21.5,17.39,17.2,51.27,49.81,59.02,56.1,54.05,54.46
"larseph8920122013","Philip.Larsen","D","DAL",32,20122013,22,"0.900","1.025",2,3,5,0.25,0.38,0.63,-5,46.17,97.79,6.67,2.6,14.89,5,-8.92,40.12,49.03,-34,69,103,8.69,12.97,21.66,-4.4,42.79,47.19,-58,172,230,21.66,28.96,50.62,19,0.01,46.16,-64,386,450,48.61,56.66,105.27,50.26,25,18,64,-2.29,43.17,45.46,-87,275,362,34.63,45.58,80.21,70.55,9,39,-2.72,42.54,45.27,-68,24.43,32.99,194,262,30,41.78,27.62,-18.44,53.73,1.51,2.77,12,22,-10,35.29,5.13,6.19,4.36,91.6,93.92,40,0,0,46.31,138,172,160,50,40,1,2,28,11,3,6,1,-0.63,476.49,1457.81,24.63,15.77,16.95,49.74,49.98,53.77,54.32,52.53,52.58
"larssad9220122013","Adam.Larsson","D","N.J",37,20122013,19,"0.925","0.925",0,6,6,0,0.55,0.55,1,49.64,100.9,0,-8.24,17.69,2,-9.25,50.24,59.49,1,105,104,9.63,9.54,19.16,-11.71,46.3,58.01,-36,225,261,20.63,23.93,44.56,12,-9.66,59.3,-7,481,488,44.1,44.74,88.85,52.39,28,49,68,-9.99,49.58,59.57,-6,355,361,32.55,33.1,65.65,70.99,10,40,-10.29,47.82,58.11,-23,23.11,25.21,252,275,30,43.65,23.82,4.26,45.74,2.48,2.48,27,27,0,50,0,10.71,7.61,90.18,92.52,40,0,0,46.78,160,226,182,37,63,3,3,30,22,17,6,7,0.09,654.38,1595.64,29.08,16.89,17.41,53.02,49.65,49.64,43.99,54.56,55.32
"larssjo9220122013","Johan.Larsson","LC","MIN",1,20122013,20,"0.690","0.763",0,0,0,0,0,0,0,37.93,100,0,-10.71,14.47,0,-15.18,28.57,43.75,-3,2,5,8.29,20.74,29.03,-18.33,26.67,45,-7,4,11,16.59,45.62,62.21,1,-2.07,40,-7,11,18,45.62,74.65,120.28,54.55,0,1,2,-1.44,41.67,43.1,-4,10,14,41.47,58.06,99.54,60,0,2,-5,40,45,-3,24.88,37.33,6,9,2,50,35.71,NA,60,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,28.57,2,3,5,2,1,0,0,2,0,0,0,0,0,14.47,45.5,24.12,17.81,16.38,46.75,52.99,47.32,53.9,54.67,48.5
"lashobr9020122013","Brian.Lashoff","D","DET",34,20122013,22,"0.525","0.525",1,4,5,0.1,0.4,0.5,-4,41.14,95.66,3.57,-12.19,17.74,1,-22.76,35.68,58.44,-61,76,137,7.56,13.63,21.19,-19.17,37.4,56.57,-128,190,318,18.9,31.64,50.54,9,-16.89,58.04,-183,425,608,42.29,60.49,102.78,55.29,14,49,53,-16.75,40.91,57.66,-144,324,468,32.24,46.56,78.8,72.53,11,39,-14.71,40.87,55.58,-105,23.38,33.83,235,340,28,44.08,27.35,-28.45,57.02,1.39,3.48,14,35,-21,28.57,2.56,5.96,4.32,89.71,92.52,40,0,0,44.44,172,191,215,50,32,2,2,27,13,3,5,1,-0.4,603.03,1474.03,29.03,16.35,17.51,53.14,49.66,54.33,47.9,52.59,53.31
"latengu8720122013","Guillaume.Latendresse","L","OTT",30,20122013,25,"1.250","1.250",7,5,12,0.96,0.69,1.65,-2,56.39,100.06,12.28,17.92,14.55,33,9.56,57.52,47.96,23,88,65,12.1,8.94,21.04,4.66,54.7,50.04,38,221,183,30.39,25.16,55.55,71,5.84,50.55,107,472,365,64.9,50.19,115.09,54.24,26,11,105,6.25,54.98,48.73,62,342,280,47.02,38.5,85.52,74.85,22,79,5.88,54.82,48.94,45,35.2,29.01,256,211,57,42.19,24.64,-3.82,58.82,3.02,2.47,22,18,4,55,8.86,8.59,6.43,91.47,93.57,33.33,0,4,64.94,176,146,95,48,28,4,1,50,7,15,5,3,-0.27,436.37,1385.04,23.96,18.52,17.6,52.42,50.23,60.54,54.96,54.57,54.08
"laughsc9420122013","Scott.Laughton","C","PHI",5,20122013,18,"0.925","0.956",0,0,0,0,0,0,1,41.57,96.43,0,-18.72,11.58,3,-10.68,35.29,45.98,-5,6,11,6.22,11.4,17.61,-3.94,43.59,47.52,-5,17,22,17.61,22.79,40.41,7,-9.7,51.27,-15,37,52,38.34,53.88,92.21,54.05,5,1,15,-13.65,37.88,51.53,-16,25,41,25.9,42.48,68.38,80,0,10,-8.97,41.67,50.64,-8,20.72,29.01,20,28,10,46.15,31.71,-50,50,0,1.04,0,1,-1,0,0,0,0,96.43,97.56,42.86,19,24,32.14,9,19,19,10,6,0,0,10,0,0,0,1,1.04,57.91,240.35,19.42,16.73,16.82,47.3,49.59,50.31,56.07,51.95,52.81
"lauriol8920122013","Oliver.Lauridsen","D","PHI",15,20122013,23,"0.650","0.650",1,1,2,0.27,0.27,0.53,-7,43,101.17,7.14,-4.61,14.96,0,-6.03,43.37,49.41,-11,36,47,9.62,12.57,22.19,-6.55,43.69,50.24,-26,90,116,24.06,31.01,55.08,3,-4.08,47.07,-58,178,236,47.59,63.1,110.69,56.74,8,24,28,-1.35,46.1,47.45,-23,136,159,36.36,42.51,78.87,74.26,6,20,-1.84,47.42,49.26,-11,27,29.94,101,112,14,52.54,29.56,-6.67,56.67,3.21,3.21,12,12,0,50,5,11.88,8.82,89.29,92.45,40,0,0,40.28,58,74,86,36,37,1,0,13,12,0,7,0,-1.87,224.42,675.15,24.95,17.12,17.35,47.9,51.27,52.69,57.31,56.38,53.59
"lebladr8920122013","Drew.Leblanc","CR","CHI",2,20122013,23,"0.925","0.925",0,0,0,0,0,0,0,54.55,81.25,0,29.21,13.36,2,-10.6,46.15,56.76,-1,6,7,13.47,15.72,29.19,-1.98,55.56,57.53,3,15,12,33.68,26.94,60.62,3,8.79,45.75,5,30,25,67.35,56.13,123.48,56.67,1,0,4,7.44,54.76,47.32,4,23,19,51.64,42.66,94.29,73.91,0,3,0.09,51.52,51.43,1,38.17,35.92,17,16,3,36,15.79,-83.33,83.33,0,6.74,0,3,-3,0,0,0,0,81.25,84.21,44.74,9,9,70.59,12,4,5,0,2,0,0,3,0,1,0,0,0,26.73,93.26,22.27,16.57,16.72,54.25,48.54,55.27,46.6,50.2,53.21
"lecavvi8020122013","Vincent.Lecavalier","C","T.B",39,20122013,32,"10.000","7.727",10,22,32,0.86,1.9,2.76,1,52.18,102.44,11.63,20.48,17.81,50,13.04,58.19,45.15,49,174,125,15.03,10.8,25.83,8.38,52.8,44.42,36,339,303,29.29,26.18,55.46,79,8.62,43.56,55,658,603,56.84,52.09,108.94,56.69,21,13,136,8.24,51.93,43.69,38,511,473,44.15,40.86,85.01,72.99,29,115,7.41,51.88,44.47,27,32.22,29.89,373,346,86,42.62,26.85,10.39,46.58,4.23,3.2,49,37,12,56.98,8.7,13.14,9.59,89.31,92.18,54.07,404,338,60,318,250,212,74,34,15,7,76,7,12,6,7,0.09,694.52,1654.74,29.56,18.12,17.7,47.29,49.93,50.55,56.35,54.25,54.39
"leddyni9120122013","Nick.Leddy","D","CHI",71,20122013,21,"0.900","0.900",6,14,20,0.31,0.72,1.03,-4,59.68,100.57,6.25,14.79,16.38,8,4.57,54.62,50.05,35,207,172,10.68,8.87,19.55,6.82,57.88,51.06,144,529,385,27.29,19.86,47.16,36,8.71,50.97,376,1159,783,59.8,40.4,100.2,54.44,47,52,174,7.46,59.35,51.89,270,857,587,44.22,30.29,74.5,73.63,31,127,6.22,58.75,52.53,188,32.56,22.86,631,443,96,43.42,24.53,1.27,59.19,2.68,1.75,52,34,18,60.47,4.72,8.24,6.07,92.33,94.21,40,0,0,64.37,439,324,243,56,111,4,10,90,24,17,7,3,-0.21,1162.92,3284.93,26.15,16.32,16.78,53.24,49.76,55.12,48.41,52.31,52.81
"leexxan9020122013","Anders.Lee","LC","NYI",2,20122013,22,"0.900","0.900",1,1,2,3.34,3.34,6.68,0,50,83.33,50,2,8.98,1,-29.78,22.22,52,-5,2,7,6.68,23.39,30.07,-11.12,43.75,54.87,-2,7,9,23.39,30.07,53.46,3,-5.61,55.61,0,13,13,43.43,43.43,86.87,23.08,1,2,4,-17.69,42.86,60.54,-2,6,8,20.05,26.73,46.77,50,1,3,-35.47,27.27,62.75,-5,10.02,26.73,3,8,2,38.46,0,-80,100,3.34,13.36,1,4,-3,20,33.33,33.33,16.67,50,50,36.36,0,2,50,3,6,3,0,0,1,0,1,1,0,0,0,0,17.96,102.01,14.97,16.56,16.93,48.36,49.48,51.22,54.7,53.38,54.5
"leexxbr8720122013","Brian.Lee","D","T.B",22,20122013,25,"1.000","1.150",0,0,0,0,0,0,-6,45.03,93.43,0,-4.72,13.91,0,-5.13,43.8,48.93,-15,53,68,10.39,13.34,23.73,-0.05,47.55,47.6,-14,136,150,26.67,29.42,56.09,10,-1.26,46.29,-55,249,304,48.83,59.62,108.45,57.43,12,28,34,-2.32,44.94,47.26,-43,191,234,37.46,45.89,83.34,74.87,9,22,-2.49,45.54,48.03,-28,28.04,33.53,143,171,13,43.75,26.92,-30.26,59.29,1.76,4.31,9,22,-13,29.03,0,6.29,4.71,87.13,90.6,40,0,0,43.15,63,109,83,49,33,0,0,13,8,1,8,2,-1.18,305.96,1017.58,23.12,16.48,17.1,46.81,49.66,49.67,56.44,53.16,53.88
"legwada8020122013","David.Legwand","CL","NSH",48,20122013,32,"4.000","4.500",12,13,25,0.83,0.9,1.73,-2,49.11,97.99,15.38,-0.07,18.11,46,5.69,54.38,48.69,28,174,146,12.01,10.08,22.09,4.72,51.71,46.99,26,394,368,27.2,25.41,52.61,77,3.13,45.99,-27,748,775,51.64,53.51,105.15,56.15,20,20,127,3.96,50.35,46.39,8,577,569,39.84,39.28,79.12,72.79,29,107,4.55,51.34,46.79,22,29,27.48,420,398,78,48.65,30.05,1.97,44.38,2.62,3.04,38,44,-6,46.34,11.21,9.05,6.59,88.94,92.27,49.93,362,359,45.2,273,250,331,20,35,5,8,66,32,31,10,8,-0.14,869.08,2054.46,29.73,17.91,17.75,47.88,50.48,49.06,53.41,53.65,52.62
