Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Jeremy Morin,CHI,43,,2,,4,,6,,1,,28,,45,,5,,2,,3,,0.4,,0,,0,,0,,0,,0,,73,,0.027
Phil Varone,BUF,28,,3,,2,,5,,-14,,10,,30,,22,,147,,179,,0.451,,0,,0,,0,,0,,0,,28,,0.107
Trevor Smith,TOR,54,,2,,3,,5,,-9,,12,,75,,25,,293,,268,,0.522,,0,,0,,0,,0,,0,,46,,0.043
Martin Marincin,TOR,41,,1,,4,,5,,-4,,16,,17,,59,,1,,0,,1,,0,,0,,0,,0,,0,,38,,0.026
Lucas Lessio,ARI,26,,2,,3,,5,,-10,,8,,59,,6,,0,,2,,0,,0,,0,,0,,0,,0,,44,,0.045
Brian Gibbons,NYR,25,,0,,5,,5,,2,,8,,14,,17,,4,,5,,0.444,,0,,1,,0,,0,,0,,21,,0
Brandon Bollig,CGY,62,,1,,4,,5,,-9,,88,,137,,23,,3,,2,,0.6,,0,,0,,0,,0,,0,,67,,0.015
Tyson Strachan,MIN,46,,0,,5,,5,,-30,,44,,67,,105,,0,,0,,N/A,,0,,0,,0,,1,,0,,38,,0
William Karlsson,COB,21,,3,,2,,5,,3,,2,,18,,7,,93,,104,,0.472,,0,,1,,0,,0,,1,,29,,0.103
Jack Hillen,CAR,38,,0,,5,,5,,-1,,10,,38,,53,,0,,0,,N/A,,0,,0,,0,,0,,0,,24,,0
Jared Boll,COB,72,,1,,4,,5,,-13,,109,,131,,17,,0,,2,,0,,0,,0,,0,,0,,0,,28,,0.036
Zach Trotman,BOS,27,,1,,4,,5,,-2,,0,,44,,33,,0,,0,,N/A,,0,,0,,0,,0,,1,,46,,0.022
Curtis McKenzie,DAL,36,,4,,1,,5,,-8,,48,,85,,13,,3,,5,,0.375,,0,,0,,0,,0,,0,,41,,0.098
Micheal Ferland,CGY,26,,2,,3,,5,,1,,16,,67,,10,,0,,0,,N/A,,0,,1,,0,,0,,1,,34,,0.059
Shawn Thornton,FLA,46,,1,,4,,5,,-13,,50,,93,,5,,3,,9,,0.25,,0,,0,,0,,0,,0,,53,,0.019
Michael Bournival,MON,29,,3,,2,,5,,3,,4,,26,,10,,4,,1,,0.8,,0,,0,,0,,0,,1,,27,,0.111
Michael Chaput,COB,33,,1,,4,,5,,-8,,21,,59,,20,,143,,151,,0.486,,0,,0,,0,,0,,0,,23,,0.043
Radko Gudas,PHI,31,,2,,3,,5,,-5,,34,,115,,63,,0,,0,,N/A,,0,,0,,0,,0,,1,,63,,0.032
Peter Harrold,STL,43,,3,,2,,5,,-10,,4,,40,,39,,0,,0,,N/A,,0,,0,,0,,0,,0,,31,,0.097
Steven Pinizzotto,EDM,18,,2,,2,,4,,1,,30,,32,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0.133
Brandon Kozun,TOR,20,,2,,2,,4,,-3,,6,,21,,4,,1,,1,,0.5,,0,,0,,0,,0,,0,,8,,0.25
Steven Kampfer,FLA,25,,2,,2,,4,,-4,,12,,49,,33,,0,,0,,N/A,,0,,1,,0,,0,,1,,28,,0.071
Jordan Leopold,MIN,43,,1,,3,,4,,-6,,19,,33,,50,,0,,0,,N/A,,1,,0,,0,,0,,0,,39,,0.026
Mark Fraser,OTT,34,,0,,4,,4,,2,,55,,85,,49,,0,,0,,N/A,,0,,0,,0,,1,,0,,19,,0
Matt Bartkowski,VAN,47,,0,,4,,4,,-6,,37,,88,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,67,,0
Raphael Diaz,NYR,56,,2,,2,,4,,-3,,10,,24,,67,,0,,0,,N/A,,1,,0,,0,,0,,1,,52,,0.038
Manny Malhotra,MON,58,,1,,3,,4,,-6,,12,,37,,62,,537,,369,,0.593,,0,,0,,0,,0,,1,,46,,0.022
Brandon McMillan,VAN,58,,1,,3,,4,,-19,,16,,91,,23,,10,,13,,0.435,,0,,0,,0,,0,,0,,51,,0.02
Simon Gagne,BOS,23,,3,,1,,4,,0,,4,,20,,7,,1,,8,,0.111,,0,,0,,0,,0,,1,,27,,0.111
Mike Weaver,MON,31,,0,,4,,4,,0,,6,,35,,61,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Klas Dahlbeck,ARI,23,,1,,3,,4,,-8,,8,,64,,46,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.05
Ryane Clowe,NJD,13,,1,,3,,4,,-1,,4,,21,,1,,0,,1,,0,,0,,0,,0,,0,,0,,15,,0.067
Jesse Joensuu,EDM,20,,2,,2,,4,,-8,,14,,37,,9,,0,,0,,N/A,,0,,0,,1,,0,,0,,18,,0.111
Nate Schmidt,WAS,39,,1,,3,,4,,-2,,10,,34,,33,,0,,0,,N/A,,0,,0,,0,,0,,0,,40,,0.025
Cody McCormick,BUF,33,,1,,3,,4,,-9,,40,,77,,29,,147,,147,,0.5,,0,,0,,1,,0,,0,,31,,0.032
John Scott,ARI,38,,3,,1,,4,,0,,87,,94,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0.158
David Schlemko,NJD,44,,1,,3,,4,,1,,12,,45,,84,,0,,0,,N/A,,0,,2,,0,,0,,0,,45,,0.022
Adam Clendening,PIT,21,,1,,3,,4,,2,,10,,9,,22,,0,,0,,N/A,,1,,2,,0,,0,,0,,17,,0.059
Mirco Mueller,SAN,39,,1,,3,,4,,-8,,10,,49,,58,,0,,0,,N/A,,0,,0,,0,,0,,0,,31,,0.032
Zach Sill,WAS,63,,1,,3,,4,,-5,,84,,173,,27,,46,,47,,0.495,,0,,0,,0,,0,,0,,43,,0.023
Grant Clitsome,WPG,24,,0,,4,,4,,4,,8,,46,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,22,,0
Taylor Fedun,VAN,7,,0,,4,,4,,0,,4,,0,,8,,0,,0,,N/A,,0,,2,,0,,0,,0,,12,,0
Brandon Gormley,COL,27,,2,,2,,4,,-7,,10,,26,,32,,0,,0,,N/A,,1,,0,,0,,0,,0,,39,,0.051
Matt Puempel,OTT,13,,2,,1,,3,,6,,8,,9,,1,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0.143
Drew Shore,CGY,11,,1,,2,,3,,-5,,0,,10,,4,,29,,30,,0.492,,0,,0,,0,,0,,0,,13,,0.077
Stuart Percy,TOR,9,,0,,3,,3,,-4,,2,,14,,13,,0,,0,,N/A,,0,,2,,0,,0,,0,,13,,0
Brett Sutter,MIN,6,,0,,3,,3,,1,,4,,16,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Ryan Murray,COB,12,,1,,2,,3,,1,,8,,5,,11,,0,,0,,N/A,,1,,0,,0,,0,,0,,8,,0.125
Adam Burish,SAN,20,,1,,2,,3,,-6,,33,,11,,19,,57,,50,,0.533,,0,,0,,0,,0,,0,,22,,0.045
Patrick Kaleta,BUF,42,,0,,3,,3,,-11,,36,,88,,25,,3,,5,,0.375,,0,,0,,0,,1,,0,,25,,0
Chris Summers,NYR,20,,0,,3,,3,,-12,,8,,49,,26,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Brandon Manning,PHI,11,,0,,3,,3,,3,,7,,19,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Luke Gazdic,EDM,40,,2,,1,,3,,-4,,43,,76,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.077
Zack Smith,OTT,37,,2,,1,,3,,-8,,18,,64,,13,,103,,128,,0.446,,0,,0,,0,,0,,0,,38,,0.053
Xavier Ouellet,DET,21,,2,,1,,3,,4,,2,,11,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0.074
Alex Petrovic,FLA,33,,0,,3,,3,,-4,,34,,76,,34,,0,,0,,N/A,,0,,0,,0,,0,,0,,29,,0
Andy Andreoff,LOS,18,,2,,1,,3,,1,,18,,33,,0,,32,,29,,0.525,,0,,0,,0,,0,,1,,14,,0.143
Patrik Nemeth,DAL,22,,0,,3,,3,,0,,6,,28,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0
Brad Hunt,EDM,11,,1,,2,,3,,-6,,0,,8,,10,,0,,0,,N/A,,1,,0,,0,,0,,0,,20,,0.05
Iiro Pakarinen,EDM,17,,1,,2,,3,,-4,,2,,51,,3,,1,,0,,1,,0,,2,,0,,0,,0,,34,,0.029
Josh Manson,ANA,28,,0,,3,,3,,1,,31,,44,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0
Cory Conacher,VAN,15,,1,,2,,3,,-3,,14,,19,,7,,1,,2,,0.333,,0,,0,,0,,0,,0,,23,,0.043
Petteri Lindbohm,STL,23,,2,,1,,3,,-1,,26,,26,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,32,,0.063
Matt Donovan,BUF,12,,0,,3,,3,,4,,0,,22,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Joakim Nordstrom,CAR,38,,0,,3,,3,,-5,,4,,73,,17,,2,,8,,0.2,,0,,0,,0,,0,,0,,42,,0
Sven Andrighetto,MON,12,,2,,1,,3,,0,,0,,5,,4,,3,,12,,0.2,,0,,0,,0,,0,,0,,12,,0.167
Chris Phillips,OTT,36,,0,,3,,3,,0,,14,,70,,54,,0,,0,,N/A,,0,,1,,0,,0,,0,,29,,0
Mark Pysyk,BUF,7,,2,,1,,3,,4,,2,,1,,11,,0,,0,,N/A,,0,,0,,0,,0,,1,,4,,0.5
Kerby Rychel,COB,5,,0,,3,,3,,3,,2,,11,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Zac Dalpe,MIN,21,,1,,2,,3,,-11,,4,,15,,8,,20,,13,,0.606,,0,,0,,0,,0,,0,,29,,0.034
Eric Boulton,NYI,10,,2,,0,,2,,-1,,30,,10,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0.222
Borna Rendulic,COL,11,,1,,1,,2,,1,,6,,22,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0.167
Seth Helgeson,NJD,22,,0,,2,,2,,4,,18,,42,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Alexey Marchenko,DET,13,,1,,1,,2,,1,,2,,9,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0.143
Bryan Allen,MON,11,,0,,2,,2,,-2,,6,,20,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Daniel Cleary,DET,17,,1,,1,,2,,-4,,6,,21,,9,,2,,2,,0.5,,0,,0,,0,,0,,0,,17,,0.059
Liam O'Brien,WAS,13,,1,,1,,2,,4,,23,,35,,0,,1,,1,,0.5,,0,,0,,0,,0,,0,,16,,0.063
Tim Schaller,BUF,18,,1,,1,,2,,-5,,2,,44,,14,,74,,112,,0.398,,0,,0,,0,,0,,0,,19,,0.053
Slava Voynov,LOS,6,,0,,2,,2,,0,,2,,11,,8,,0,,0,,N/A,,0,,1,,0,,1,,0,,5,,0
Kael Mouillierat,PIT,6,,1,,1,,2,,-3,,8,,8,,3,,16,,18,,0.471,,0,,0,,0,,0,,0,,1,,1
Bryce Salvador,NJD,15,,0,,2,,2,,-5,,20,,22,,19,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Danny Biega,CAR,10,,0,,2,,2,,-5,,0,,27,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Sean Collins,WAS,8,,0,,2,,2,,0,,2,,18,,0,,2,,3,,0.4,,0,,0,,0,,0,,0,,4,,0
Matt Ellis,BUF,39,,1,,1,,2,,-12,,4,,10,,16,,100,,105,,0.488,,0,,0,,0,,0,,1,,29,,0.034
Tim Sestito,NJD,15,,0,,2,,2,,-1,,33,,22,,3,,48,,58,,0.453,,0,,0,,0,,0,,0,,10,,0
Bryan Rust,PIT,14,,1,,1,,2,,-3,,4,,21,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,34,,0.029
Chris Porter,MIN,24,,1,,1,,2,,-3,,6,,63,,1,,4,,5,,0.444,,0,,0,,0,,0,,1,,24,,0.042
Brian Lashoff,DET,11,,0,,2,,2,,4,,6,,7,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Ryan Hamilton,EDM,16,,1,,1,,2,,-8,,6,,27,,13,,1,,3,,0.25,,1,,0,,0,,0,,0,,12,,0.083
Chris Mueller,ANA,7,,1,,1,,2,,-1,,0,,3,,1,,38,,26,,0.594,,1,,0,,0,,0,,0,,10,,0.1
Sam Carrick,TOR,16,,1,,1,,2,,1,,9,,30,,1,,38,,53,,0.418,,0,,0,,0,,0,,0,,17,,0.059
Andrew MacWilliam,WPG,12,,0,,2,,2,,-6,,12,,35,,20,,0,,1,,0,,0,,0,,0,,0,,0,,5,,0
Stephane Veilleux,MIN,12,,1,,1,,2,,0,,10,,9,,8,,0,,1,,0,,0,,0,,0,,0,,1,,9,,0.111
Petr Straka,PHI,3,,0,,2,,2,,1,,0,,4,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jarred Tinordi,MON,13,,0,,2,,2,,-5,,19,,20,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Tyler Pitlick,EDM,17,,2,,0,,2,,-3,,4,,55,,17,,5,,4,,0.556,,0,,0,,0,,0,,1,,18,,0.111
Anthony Peluso,WPG,49,,1,,1,,2,,-3,,86,,100,,5,,0,,1,,0,,0,,0,,0,,0,,0,,23,,0.043
Justin Falk,COB,18,,1,,1,,2,,-9,,14,,12,,19,,0,,0,,N/A,,0,,0,,0,,0,,0,,18,,0.056
David Musil,EDM,4,,0,,2,,2,,-2,,2,,5,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Ty Rattie,STL,11,,0,,2,,2,,0,,2,,15,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Joey Hishon,COL,13,,1,,1,,2,,-1,,0,,3,,7,,35,,43,,0.449,,0,,0,,0,,0,,1,,19,,0.053
Valeri Nichushkin,DAL,8,,0,,1,,1,,-5,,2,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Andrew Agozzino,COL,1,,0,,1,,1,,1,,0,,1,,0,,0,,2,,0,,0,,0,,0,,0,,0,,1,,0
Landon Ferraro,BOS,3,,1,,0,,1,,1,,0,,3,,3,,0,,0,,N/A,,0,,0,,0,,0,,1,,4,,0.25
Joe Morrow,BOS,15,,1,,0,,1,,3,,4,,18,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.05
Jeff Schultz,LOS,9,,0,,1,,1,,1,,4,,10,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Colin Greening,OTT,26,,1,,0,,1,,-5,,29,,85,,14,,6,,3,,0.667,,0,,0,,0,,0,,0,,39,,0.026
Tomas Vincour,COL,7,,0,,1,,1,,-1,,2,,5,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jonathan Marchessault,TAM,2,,1,,0,,1,,1,,0,,4,,0,,1,,2,,0.333,,0,,0,,0,,0,,0,,3,,0.333
T.J. Brennan,TOR,6,,0,,1,,1,,-7,,9,,2,,5,,0,,0,,N/A,,0,,1,,0,,0,,0,,11,,0
Michael Kostka,OTT,7,,0,,1,,1,,1,,0,,6,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Joe Whitney,NYI,4,,1,,0,,1,,-1,,0,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,1
Brendan Shinnimin,ARI,12,,0,,1,,1,,-1,,8,,12,,4,,42,,59,,0.416,,0,,0,,0,,0,,0,,10,,0
Magnus Paajarvi,STL,10,,0,,1,,1,,-2,,6,,8,,0,,1,,0,,1,,0,,1,,0,,0,,0,,9,,0
Freddie Hamilton,CGY,18,,1,,0,,1,,-2,,0,,25,,3,,24,,37,,0.393,,0,,0,,0,,0,,1,,11,,0.091
Chris Brown,WAS,5,,1,,0,,1,,1,,2,,6,,1,,1,,2,,0.333,,0,,0,,0,,0,,0,,4,,0.25
Tom Sestito,PIT,3,,0,,1,,1,,1,,7,,10,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Jordan Szwarz,ARI,9,,1,,0,,1,,-2,,2,,5,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125
Griffin Reinhart,EDM,8,,0,,1,,1,,1,,6,,14,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Jordan Martinook,ARI,8,,0,,1,,1,,-3,,0,,14,,2,,1,,0,,1,,0,,0,,0,,0,,0,,8,,0
Michael Sgarbossa,ANA,3,,0,,1,,1,,0,,10,,0,,1,,9,,11,,0.45,,0,,0,,0,,0,,0,,2,,0
Keith Ballard,MIN,14,,0,,1,,1,,-3,,26,,15,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Emile Poirier,CGY,6,,0,,1,,1,,1,,0,,7,,1,,0,,1,,0,,0,,0,,0,,0,,0,,2,,0
Ladislav Smid,CGY,31,,0,,1,,1,,-12,,13,,51,,54,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0
Colby Robak,ANA,12,,0,,1,,1,,2,,2,,16,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Keaton Ellerby,WPG,1,,0,,1,,1,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jonathon Blum,MIN,4,,0,,1,,1,,-3,,2,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Bryan Lerg,SAN,2,,1,,0,,1,,-1,,0,,3,,0,,4,,0,,1,,0,,0,,0,,0,,1,,8,,0.125
Brian Dumoulin,PIT,8,,1,,0,,1,,0,,2,,11,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25
Paul Carey,WAS,10,,0,,1,,1,,2,,0,,12,,2,,0,,3,,0,,0,,0,,0,,0,,0,,5,,0
Josh Anderson,COB,6,,0,,1,,1,,-1,,2,,24,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Andrew Copp,WPG,1,,0,,1,,1,,2,,0,,0,,0,,6,,3,,0.667,,0,,0,,0,,0,,0,,4,,0
Mat Clark,COL,7,,0,,1,,1,,2,,6,,10,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Stanislav Galiev,WAS,2,,1,,0,,1,,1,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0.5
Justin Hodgman,STL,5,,1,,0,,1,,-2,,2,,8,,0,,25,,21,,0.543,,1,,0,,0,,0,,0,,3,,0.333
Keith Aulie,ARI,31,,0,,1,,1,,-3,,66,,59,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0
Frederic St-Denis,COB,4,,0,,1,,1,,-1,,0,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Michael Paliotta,COB,1,,0,,1,,1,,0,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Stefan Matteau,NJD,7,,1,,0,,1,,0,,4,,17,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125
Sam Bennett,CGY,1,,0,,1,,1,,-1,,0,,0,,0,,1,,5,,0.167,,0,,0,,0,,0,,0,,1,,0
Brandon Davidson,EDM,12,,1,,0,,1,,-5,,0,,18,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0.143
Shane Prince,OTT,2,,0,,1,,1,,1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Shane O'Brien,ANA,9,,0,,1,,1,,-4,,5,,36,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Andrew Campbell,TOR,33,,0,,1,,1,,-13,,10,,67,,58,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0
Casey Bailey,TOR,6,,1,,0,,1,,1,,2,,3,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0.111
Daniil Tarasov,SAN,5,,0,,1,,1,,2,,0,,2,,1,,1,,0,,1,,0,,0,,0,,0,,0,,5,,0
Miikka Salomaki,NAS,1,,1,,0,,1,,1,,0,,7,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25
Christian Thomas,MON,18,,1,,0,,1,,-2,,7,,8,,3,,0,,1,,0,,0,,0,,0,,0,,0,,26,,0.038
Eric O'Dell,OTT,11,,0,,1,,1,,0,,19,,14,,0,,18,,23,,0.439,,0,,0,,0,,0,,0,,6,,0
David Warsofsky,PIT,4,,0,,1,,1,,1,,0,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Josh Leivo,TOR,9,,1,,0,,1,,-1,,4,,5,,0,,0,,2,,0,,0,,0,,0,,0,,0,,10,,0.1
Adam Cracknell,VAN,17,,0,,1,,1,,-8,,2,,43,,6,,20,,38,,0.345,,0,,0,,0,,0,,0,,17,,0
Alex Biega,VAN,7,,1,,0,,1,,-2,,0,,34,,8,,0,,0,,N/A,,0,,0,,0,,0,,1,,7,,0.143
Frank Corrado,TOR,10,,1,,0,,1,,-7,,0,,15,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125
Peter Regin,CHI,4,,0,,1,,1,,1,,0,,3,,0,,1,,1,,0.5,,0,,0,,0,,0,,0,,3,,0
Jayson Megna,NYR,12,,0,,1,,1,,-2,,14,,40,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Jordan Oesterle,EDM,6,,0,,1,,1,,-4,,0,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
T.J. Galiardi,WPG,38,,1,,0,,1,,-8,,2,,38,,14,,2,,9,,0.182,,0,,0,,0,,0,,0,,35,,0.029
Mike Sislo,NJD,10,,0,,1,,1,,-2,,2,,12,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Chad Ruhwedel,BUF,4,,0,,1,,1,,3,,0,,6,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Sam Reinhart,BUF,9,,0,,1,,1,,-1,,2,,3,,5,,21,,65,,0.244,,0,,0,,0,,0,,0,,3,,0
Reid Boucher,NJD,11,,1,,0,,1,,-4,,0,,9,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.05
Stu Bickel,STL,9,,0,,1,,1,,1,,46,,10,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Brian Ferlin,BOS,7,,0,,1,,1,,0,,0,,20,,0,,0,,1,,0,,0,,0,,0,,0,,0,,6,,0
Trevor van Riemsdyk,CHI,18,,0,,1,,1,,0,,2,,4,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0
Rocco Grimaldi,FLA,7,,1,,0,,1,,1,,4,,7,,1,,6,,8,,0.429,,0,,0,,0,,0,,0,,18,,0.056
Anthony Bitetto,NAS,7,,0,,0,,0,,-1,,7,,9,,3,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0
Aaron Volpatti,WAS,2,,0,,0,,0,,0,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Corban Knight,FLA,2,,0,,0,,0,,0,,0,,4,,1,,9,,2,,0.818,,0,,0,,0,,0,,0,,2,,0
Devin Setoguchi,TOR,12,,0,,0,,0,,-7,,4,,12,,5,,1,,1,,0.5,,0,,0,,0,,0,,0,,12,,0
Eriah Hayes,STL,4,,0,,0,,0,,-2,,2,,7,,4,,1,,0,,1,,0,,0,,0,,0,,0,,10,,0
Matt Lindblad,NYR,2,,0,,0,,0,,0,,0,,2,,0,,0,,5,,0,,0,,0,,0,,0,,0,,3,,0
Brendan Ranford,DAL,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Troy Bodie,TOR,5,,0,,0,,0,,0,,5,,4,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Bobby Farnham,NJD,11,,0,,0,,0,,0,,24,,26,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Will Acton,VAN,3,,0,,0,,0,,-2,,5,,3,,3,,4,,4,,0.5,,0,,0,,0,,0,,0,,2,,0
Mark Fistric,ANA,9,,0,,0,,0,,-3,,4,,28,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Colin Fraser,STL,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
John Ramage,COB,1,,0,,0,,0,,-1,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
David Wolf,CGY,3,,0,,0,,0,,0,,2,,6,,0,,1,,1,,0.5,,0,,0,,0,,0,,0,,1,,0
Kimmo Timonen,CHI,16,,0,,0,,0,,-3,,2,,15,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Patrick Brown,CAR,7,,0,,0,,0,,-4,,4,,11,,2,,0,,2,,0,,0,,0,,0,,0,,0,,4,,0
Chris Wagner,COL,9,,0,,0,,0,,-2,,2,,22,,3,,33,,22,,0.6,,0,,0,,0,,0,,0,,7,,0
Tyler Gaudet,ARI,2,,0,,0,,0,,-1,,0,,2,,1,,9,,8,,0.529,,0,,0,,0,,0,,0,,1,,0
Carl Klingberg,NYR,2,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Justin Shugg,CAR,3,,0,,0,,0,,0,,2,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Viktor Arvidsson,NAS,6,,0,,0,,0,,0,,0,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Kyle Baun,CHI,3,,0,,0,,0,,-1,,0,,12,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Philip Samuelsson,ARI,4,,0,,0,,0,,-3,,0,,2,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Matt Frattin,TOR,9,,0,,0,,0,,0,,4,,4,,4,,1,,0,,1,,0,,0,,0,,0,,0,,6,,0
Kevin Fiala,NAS,1,,0,,0,,0,,-1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Gabriel Dumont,MON,3,,0,,0,,0,,-1,,0,,8,,2,,11,,2,,0.846,,0,,0,,0,,0,,0,,4,,0
Karl Stollery,SAN,10,,0,,0,,0,,-1,,6,,23,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Garrett Wilson,FLA,2,,0,,0,,0,,-2,,0,,5,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Colton Orr,TOR,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Luke Adam,NYR,3,,0,,0,,0,,0,,4,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Ryan Malone,NYR,6,,0,,0,,0,,-4,,4,,14,,2,,1,,0,,1,,0,,0,,0,,0,,0,,6,,0
Ryan Craig,COB,2,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Ryan Hartman,CHI,5,,0,,0,,0,,-1,,2,,11,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Rasmus Rissanen,CAR,6,,0,,0,,0,,-5,,4,,25,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Raman Hrabarenka,NJD,1,,0,,0,,0,,1,,0,,1,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Dany Heatley,FLA,6,,0,,0,,0,,-3,,0,,5,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
